SMILES_added,SMILES_got
C-C-C-C-C-C(C)-C,CCC(C)CCC(C)C
C1CCCCC1,CCC(C)CCC(C)CC1CCCCC1
C:C-C:C,CCC(C)CCC(C)CC1CCC(C(C)CC)CC1
Cc1ccc(N)cc1,CCC(C)C1CCC(CC(C)CCC(C)C(C)C2=C(C)C=CC(N)=C2)CC1
C-C-C-C-C,CCCC(C)CC1=C(C(C)C(C)CCC(C)CC2CCC(C(C)CC)CC2)C=C(N)C=C1
C(-C)(-N)(=C),C=C(C)NC1CC(CC(C)CCC(C)C(C)C2=C(CC(C)CCC)C=CC(N)=C2)CCC1C(C)CC
C-C-C-C-C-C(C)-C,C=C(C)NC1CC(CC(C)C(CC(C)C(C)C2=C(CC(C)CCC)C=CC(N)=C2)C(CC)CCC(C)C)CCC1C(C)CC
