SMILES_added,SMILES_got
Clc1cc(Cl)ccc1,CC1=C(Cl)C=C(Cl)C=C1
O=C-C:C-C,CCC(C=O)C1=CC(Cl)=CC(Cl)=C1C
C-C(C)-C(C)-C,CCC(C(=O)CC(C)C(C)C)C1=CC(Cl)=CC(Cl)=C1C
C(-C)(-C)(=N),CCC(C(=O)CC(CN=C(C)C)C(C)C)C1=CC(Cl)=CC(Cl)=C1C
C(C)(C),CCCCC(C)C(CN=C(C)C)CC(=O)C(CC)C1=CC(Cl)=CC(Cl)=C1C
C(N)(N),CCCCC(C)C(CN=C(C)C)CC(=O)C(CC)(NCN)C1=CC(Cl)=CC(Cl)=C1C
O=C-C-N,CCCCC(C)C(CN=C(C)C)CC(=O)C(CC)(NCNNCC=O)C1=CC(Cl)=CC(Cl)=C1C
