SMILES_added,SMILES_got
O-C-C-C-C-C-C,CCCCC(C)CO
Nc1cc(Cl)ccc1,CCCC(C1=CC=C(Cl)C=C1N)C(C)CO
Cl-C-C-C-C,CC(CCCl)CCCC(C1=CC=C(Cl)C=C1N)C(C)CO
C=C-C-O-C,C=C(COC)C(CCC(C1=CC=C(Cl)C=C1N)C(C)CO)C(C)CCCl
C:C-C:C,C=C(COC)C(CCC(C1=CC=C(Cl)C=C1N)C(C)CO)C(CCCl)CCCCC
N-C-C-N-C,C=C(COC)C(CCC(C1=CC=C(Cl)C=C1N)C(C)CO)(CNCCN)C(CCCl)CCCCC
