SMILES_added,SMILES_got
Cc1ccc(C)cc1,CCC1=CC=C(C)C=C1
C(:C)(:N)(:N),CC1=CC=C(C(C)NC(C)N)C=C1
CC1CC(C)CC1,CC1=CC(C2CC(C)CC2C)=C(C(C)NC(C)N)C=C1
O-C-C-C-C-C-O-C,COCC(CCCO)C(C)(NC(C)N)C1=C(C2CC(C)CC2C)C=C(C)C=C1
OC1C(N)CCCC1,COCC(C(CCO)C1CCCC(N)C1O)C(C)(NC(C)N)C1=C(C2CC(C)CC2C)C=C(C)C=C1
