SMILES_added,SMILES_got
N-C-C-O-C,CNCCOC
Cc1c(C)cccc1,COCCNCC1=CC=CC(C)=C1C
OC1C(Cl)CCCC1,COCCNCC1=CC=CC(CC2CCC(O)C(Cl)C2)=C1C
Cl-C-C-C,CCC(Cl)C1(Cl)CC(CC2=C(C)C(CNCCOC)=CC=C2)CCC1O
C1CC=CC=C1,CCC(Cl)C1(Cl)CC(CC2=C(C)C(CNCCOC)=CC=C2)CCC1OC1=CC=CCC1
C-C:C-C-C,CCC(CC)C(C1=C(C)C(CNCCOC)=CC=C1)C1CCC(OC2=CC=CCC2)C(Cl)(C(Cl)CC)C1
