SMILES_added,SMILES_got
C(-C)(-N)(=N),CN=C(C)N
CC1CCC(N)CC1,CC(N)=NCC1CC(N)CCC1C
C(C)(H),[H]CCC1CC(C)C(CN=C(C)N)CC1N
O=C-C-C-C-C-C-C,[H]CCC1CC(CC(C=O)CCCCC)C(CN=C(C)N)CC1N
C-O-C=C,[H]CCC1CC(CC(C=O)CCC(C=COC)CC)C(CN=C(C)N)CC1N
O-C-C-O-C,[H]CCC1CC(CC(C=O)CCC(C=COC)C(C)C(CO)OC)C(CN=C(C)N)CC1N
N=C-C=C,[H]CCC1C(N)CC(CN=C(C)N)C(CC(C=O)CCC(C=COC)C(C)C(CO)OC)C1C(=C)C=N
