SMILES_added,SMILES_got
NC1CC(Cl)CCC1,CNC1CCCC(Cl)C1
O-C-C-C:C,CNC1CC(Cl)CC(CCCCO)C1
C(H)(:N),[H]C(N)C1(NC)CC(Cl)CC(CCCCO)C1
C-C:C-N-C,[H]C(NCNCCC)C1(NC)CC(Cl)CC(CCCCO)C1
O=C-C-O-C,[H]C(NCNCCC)C1(NCC(=O)COC)CC(Cl)CC(CCCCO)C1
C(C)(C)(C)(H),[H]C(NC(CC([H])(C)C)NCCC)C1(NCC(=O)COC)CC(Cl)CC(CCCCO)C1
O=C-C-C-C-C-C,[H]C(NC(CC([H])(C)CC(=O)CCCCC)NCCC)C1(NCC(=O)COC)CC(Cl)CC(CCCCO)C1
