SMILES_added,SMILES_got
Cl-C-C-N-C,CN(C)CCCl
O=C-C:C-N,CN(CCCl)CC(=O)CCN
CC1CC(Cl)CCC1,CC1CCC(C(C(=O)CCN)N(C)CCCl)C(Cl)C1
C(C)(H),[H]C(C)C(C(=O)CCN)(C1CCC(C)CC1Cl)N(C)CCCl
O-C-C-C-N,[H]C(C)C(C(=O)CCN)(C1CC(OCCCN)C(C)CC1Cl)N(C)CCCl
C(C)(C),[H]C(C)C(C(=O)CCN)(C1CC(OCC(CN)C(C)C)C(C)CC1Cl)N(C)CCCl
C(:C)(:N),[H]C(C)C(C(=O)CCN)(C1CC(OCC(CN)C(C)C)C(C)CC1Cl)N(C)C(CCl)CCN
O-C-C-C-C-C(C)-C,[H]C(C)C(C(=O)CCN)(C1CC(OCC(CN)C(C)C)C(C)CC1(Cl)C(CO)CCC(C)C)N(C)C(CCl)CCN
