SMILES_added,SMILES_got
C1CC=CC1,CC1C=CCC1
C-C,CCC1CC=CC1C
C(C)(C)(C),CCC1(CC(C)C)CC=CC1C
C-C(C)-C-C-C,CCC1(CC(C)C)CC=CC1CCCCC(C)C
O-C=C-C,CCC1(CC(C)C)CC=C(CC=CO)C1CCCCC(C)C
C=C-C-O-C,CCC1(CC(C)C)CC(C=CCOC)=C(CC=CO)C1CCCCC(C)C
C(H)(:C)(:C),[H]C(C)(C)CC(C)CC1(CC)CC(C=CCOC)=C(CC=CO)C1CCCCC(C)C
Oc1c(O)cccc1,[H]C(C)(C)CC(C)CC1(CC)CC(C(=CCOC)OC2=C(O)C=CC=C2)=C(CC=CO)C1CCCCC(C)C
