SMILES_added,SMILES_got
C-C=C-C=C,C=CC=C(C)C
O-C-C-C-C-C-C-C,C=CC=C(C)CC(CCO)CCCC
C-C=N-N-C,C=CC=C(CC(CCO)CCCC)CN(C)N=CC
C-O-C-C:C,C=CC=C(CC(CCO)CC(CC)COCCC)CN(C)N=CC
N-C-O-C-C,C=CC=C(CN(C)N=CC)C(NCOCC)C(CCO)CC(CC)COCCC
CC1CC(N)CCC1,C=CC=C(CN(C)N=CC)C(NCOCC)(C(CCO)CC(CC)COCCC)C1CCC(C)CC1N
