SMILES_added,SMILES_got
O-C-C-C=O,COCCC=O
Cc1cc(Cl)ccc1,COCC(C=O)CC1=CC(Cl)=CC=C1
O-C-C:C,COC(CCCO)C(C=O)CC1=CC(Cl)=CC=C1
C(C)(H)(N),[H]C(C)(N)C(CCCO)(OC)C(C=O)CC1=CC(Cl)=CC=C1
C-C,[H]C(C)(N)C(CCCO)(OC)C(C=O)CC1=CC(Cl)=CC(CC)=C1
O-C-C-C-C-C,[H]C(C)(N)C(CCCO)(OC)C(C=O)CC1=CC(Cl)=CC(C(C)OCCCCC)=C1
O-C-C-C-C-C-C-C,[H]C(C)(N)C(CCCOC(O)CCCCCC)(OC)C(C=O)CC1=CC(Cl)=CC(C(C)OCCCCC)=C1
