SMILES_added,SMILES_got
CC1CCC(Cl)CC1,CC1CCC(C)(Cl)CC1
Nc1cc(Cl)ccc1,CC1CCC(Cl)(CC2=CC=C(Cl)C=C2N)CC1
C(Cl)(H),[H]C(Cl)C1CC(C)CCC1(Cl)CC1=CC=C(Cl)C=C1N
N-C-N-C:C,[H]C(Cl)C1C(C(N)NCC)C(C)CCC1(Cl)CC1=CC=C(Cl)C=C1N
O=C-N-C-C,[H]C(Cl)C1C(C(N)NCC)C(C)CCC1(Cl)CC1=CC=C(Cl)C(C(=O)NCC)=C1N
C=C-C-C,[H]C(Cl)C1(C=CCC)C(C(N)NCC)C(C)CCC1(Cl)CC1=CC=C(Cl)C(C(=O)NCC)=C1N
