SMILES_added,SMILES_got
O-C-C-C-C-C-N,CC(CCN)CCO
C:C-O-C-C,CCOCCNCCC(C)CCO
ClC1CC(Cl)CCC1,CCOCCNC(CC(C)CCO)C1(Cl)CCCC(Cl)C1
O-C-C-C-C-C-O-C,CCOCCNC(CC(C)CCO)C1(Cl)CCCC(Cl)(OCCCCCOC)C1
CC1CC(Cl)CCC1,CCOCCNC(CC(C)CCO)C1(Cl)CCCC(Cl)(OCCCCC(OC)C2(C)CCCC(Cl)C2)C1
