SMILES_added,SMILES_got
Cl-C:C-O,COCCCl
C1CCCCC1,ClCCOCC1CCCCC1
OC1C(N)CCCC1,NC1CCCCC1OC1(COCCCl)CCCCC1
C-I,NC1C(CI)CCCC1OC1(COCCCl)CCCCC1
C(H)(O),[H]COC1CCC(CI)C(N)C1OC1(COCCCl)CCCCC1
C=O,[H]COC1CCC(CI)C(N)C1(C=O)OC1(COCCCl)CCCCC1
O=C-C-O,[H]COC1CCC(CI)C(NC(O)C=O)C1(C=O)OC1(COCCCl)CCCCC1
