SMILES_added,SMILES_got
N:C:C:N,CNCCN
C=N-N-C,CNN=CCNCCN
C(-H)(-N)(=C),[H]C(N)=CNCCNCC=NNC
C-C(C)-C-C,[H]C(N)=CN(CCNCC=NNC)C(C)C(C)C
C-C-C-C-C-C-C-C,[H]C(N)=CN(CCNCC=NNC)C(C)(C(C)C)C(CCC)CCCC
C-C-N-C-C,[H]C(N)=CN(CCNCC=NNCC(C)NCC)C(C)(C(C)C)C(CCC)CCCC
C-C-C-C-C-C-C,[H]C(N)=CN(CCNCC=NNCC(C)NCC)C(C)(C(C)C)C(CCC)CCCCC(CCC)CCC
