SMILES_added,SMILES_got
C-C-C-C:C,CCC(C)CC
N(C)(:C)(:C),CCC(CC)CCN(C)C
C:C-N-C:C,CCNCCC(C)C(CC)CCN(C)C
Oc1c(Cl)cccc1,CCNCCC(C)C(CC)CCN(C)CC1=CC=CC(O)=C1Cl
Cl-C-C-N-C,CCC(CCN(C)CC1=CC=CC(O)=C1Cl)C(C)CCN(CC)CNCCCl
OC1C(O)CCCC1,CCC(C(C)CCN(CC)CNCCCl)C(CN(C)CC1=CC=CC(O)=C1Cl)C1CCCC(O)C1O
