SMILES_added,SMILES_got
C-C:C-O-C,CCC(C)OC
N:C:C-C,CCC(CC(C)CN)OC
N(H)(:C)(:C),[H]N(C)CCOC(CC)CC(C)CN
C-C:C-N-C,[H]N(C)CCOC(CC)(CC(C)CN)N(C)CCC
N-N-C-C,[H]N(C)CCOC(CC)(C(NNCC)C(C)CN)N(C)CCC
N(H)(:C)(:C),[H]N(C)CCOC(C(C)CN([H])C)(C(NNCC)C(C)CN)N(C)CCC
N(C)(C)(H),[H]N(C)CCN([H])CCOC(C(C)CN([H])C)(C(NNCC)C(C)CN)N(C)CCC
I,[H]N(C)CCN([H])CCOC(C(C)CN([H])C)(C(C(C)CN)N(I)NCC)N(C)CCC
