SMILES_added,SMILES_got
C-N-C-C:C,CCC(C)NC
O(:C)(:C),CNC(C)C(C)COC
C-C=N-N-C,CNN=CCCC(NC)C(C)COC
N,CNN=CCC(N)C(NC)C(C)COC
O=C-N-N,CNN=CCC(N)C(NC)C(C)COCC(=O)NN
O-C-C-C-C-C-C-C,CNN=CC(CCCCCCCO)C(N)C(NC)C(C)COCC(=O)NN
C-O-C=C,C=COCC(C=NNC)(CCCCCCCO)C(N)C(NC)C(C)COCC(=O)NN
C1CCNCC1,C=COCC(C=NNC)(CCCCCCCO)C(N)C(NC)C(C)(COCC(=O)NN)N1CCCCC1
