SMILES_added,SMILES_got
O-C-C-C-C-C-N,CNCCCCCO
C-N-C-N-C,CNCCCC(CO)N(C)CNC
C1CC=CN1,CNCCCC(CO)N(C)CN(C)C1C=CNC1
Cl-C:C-O-C,COC(CCl)N(C)CCCC(CO)N(C)CN(C)C1C=CNC1
O-C:C-C-C,CCCCOC(CCl)(OC)N(C)CCCC(CO)N(C)CN(C)C1C=CNC1
O=C-C=C-N,CCCCOC(CCl)(OC)N(C)CCCC(CO)N(C)C(C(C=O)=CN)N(C)C1C=CNC1
Cl,CCCCOC(CCl)(OC)N(C)CCCC(Cl)(CO)N(C)C(C(C=O)=CN)N(C)C1C=CNC1
