SMILES_added,SMILES_got
CC1C(C)CCCC1,CC1CCCC(C)C1C
C(C)(:C)(:N),CC(C)NCC1CCCC(C)C1C
C1CCCCC1,CC(C)NCC1C(C)C(C)CCC1C1CCCCC1
O-C-C-C-C-C(O)-C,CC(O)CCCC(O)C1(C2CCCCC2)CCC(C)C(C)C1CNC(C)C
O-C=C-C,CC=C(O)C1CCCC(C2(C(O)CCCC(C)O)CCC(C)C(C)C2CNC(C)C)C1
C-O,CC=C(O)C1(OC)CCCC(C2(C(O)CCCC(C)O)CCC(C)C(C)C2CNC(C)C)C1
C(:C)(:N),CC=C(O)C1(OC)CCCC(C2(C(O)CCCC(C)O)CCC(C)C(C)C2(CNC(C)C)NCC)C1
