SMILES_added,SMILES_got
N-C-C-C:C,CCCCNC
O=C-C=C-C,CCCC(NC)C(C)=CC=O
C:C-O-C,CCCC(NC)C(C)=CC(=O)CCOC
C-C:C-C-C,CCC(CC)CCCC(NC)C(C)=CC(=O)CCOC
Cl-C:C:C-C,CCC(CC)CCCC(NC)C(C)=C(C(=O)CCOC)C(C)CCCl
C(H)(O)(O),[H]C(O)ON(C)C(CCCC(CC)CC)C(C)=C(C(=O)CCOC)C(C)CCCl
O-C-C-C-C-C,[H]C(O)ON(C)C(CC(CC(CC)CC)C(C)CCCO)C(C)=C(C(=O)CCOC)C(C)CCCl
