SMILES_added,SMILES_got
C(:C)(:N)(:N),CC(C)(N)N
C-C:C-N-C,CCCNCCC(C)(N)N
C1C=CC=C1,CCCNCCC(C)(N)NC1C=CC=C1
C(C)(C)(C)(H),[H]C(C)(C)CNC(C)(CCNCCC)NC1C=CC=C1
O=C-C-O-C,[H]C(C)(C)CN(C(=O)COC)C(C)(CCNCCC)NC1C=CC=C1
O=C-N-N,[H]C(C)(C)CN(C(=O)COC)C(C)(CC(NCCC)NNC=O)NC1C=CC=C1
C:C-C:C,[H]C(C)(C)CN(C(=O)COC)C(C)(CC(NCCC)NNC=O)NC1C=CC(C(C)CC)=C1
C(C)(N),[H]C(C)(C)CN(C(=O)COC)C(C)(CC(NCCC)NNC=O)NC1C=C(CCN)C(C(C)CC)=C1
C-C:C-C:C,[H]C(C)(C)CN(C(=O)COC)C(C)(CC(NCCC)NNC=O)NC1C=C(CCNC(C)CCC)C(C(C)CC)=C1
