SMILES_added,SMILES_got
O=C-C:C-C,CCCCC=O
O-C-C:C-C,CCCC(C=O)C(C)CCO
O-C-C-C-C-O,CCCC(C=O)C(C)C(CO)C(CO)CCO
O-C-C:C-O,CCCC(C=O)C(C)(OCCCO)C(CO)C(CO)CCO
C-O-C-C:C,CCCC(C=O)C(C)(OCCCOCCCOC)C(CO)C(CO)CCO
N-N-C:C,CCCC(C=O)C(C)(OCCCOCCCOC)C(CO)C(CCO)C(O)CCNN
c1cc[nH]c1,CCCC(C=O)C(C)(OCCCOC(CCOC)C1=CC=CN1)C(CO)C(CCO)C(O)CCNN
