SMILES_added,SMILES_got
N(C)(C)(C),CCN(C)C
C:C-C=C,C=CCCCN(C)CC
C-C:C-O-C,CCCOCC=CCCCN(C)CC
C-C:C:C-C,CCCCCCCN(C)CCCC=CCOCCC
N-C:C-C-C,CCCCCCCN(C)CCCC=CCOC(CC)C(C)CCN
C(-C)(-C)(=O),CCCCCCCN(C)CCCC=C(COC(CC)C(C)CCN)CC(C)=O
C(-H)(-N)(=C),[H]C(N)=CC(C=C(COC(CC)C(C)CCN)CC(C)=O)CCN(C)CCCCCCC
C-C-C=C-C,[H]C(N)=CC(C=C(COC(CC)C(C)CCN)CC(C)=O)C(CCC=CC)CN(C)CCCCCCC
