SMILES_added,SMILES_got
N:C-C:C,CCC(C)N
C-N-C-C-C,CCC(N)CC(CC)NC
N-C:C:N,CCC(CC(N)CCC(N)CN)NC
C(C)(C)(O),CCC(CC(N)CCC(CN)NCC(C)O)NC
C(C)(O),CCOC(NC(CN)CCC(N)CC(CC)NC)C(C)O
Cc1c(Cl)cccc1,CCOC(NC(CN)CCC(N)CC(NC)C(C)C1=CC(C)=C(Cl)C=C1)C(C)O
CC1CC(C)CC1,CCOC(C(C)O)N(C(CN)CCC(N)CC(NC)C(C)C1=CC(C)=C(Cl)C=C1)C1CC(C)CC1C
