add_SMILES,starting_SMILES 1,starting_SMILES 0,SMILES_with_Phe,SMILES_with_Gly,SMILES_with_Arg,SMILES_with_Glu,IE_Phe,IE_Gly,IE_Arg,IE_Glu
C(F)(F),C,CC(F)F,CC(F)(F)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(F)(F)COC(=O)NCC(=O)O,CC(F)(F)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC(F)(F)COC(=O)NC(CCC(=O)O)C(=O)O,2.8868982502533336,1.5070539123416666,2.7040342965833335,1.9313000000000002
N=N,C,CN=N,N=NCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CN=NCOC(=O)NCC(=O)O,N=NCCOC(=O)NC(CCCNC(=N)N)C(=O)O,N=NCCOC(=O)NC(CCC(=O)O)C(=O)O,2.594804836033333,1.6994105263416663,2.9031765028916667,2.286909836225
C-N-C:C-C,C,CCCNCC,CCCNCCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCNCC(C)COC(=O)NCC(=O)O,CCNC(CC)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCNCCCCOC(=O)NC(CCC(=O)O)C(=O)O,2.76880727303,2.5992145080999998,2.817939077025,2.53895676475
C-N-C:C-C,C,CCCNCC,CCNCC(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCNC(CC)COC(=O)NCC(=O)O,CCCNCCCOC(=O)NC(CCCNC(=N)N)C(=O)O,CCNC(CC)COC(=O)NC(CCC(=O)O)C(=O)O,2.83107549688,2.9423262351699995,2.2319982776933336,2.8452798224583336
C-N-C:C-C,C,CCCNCC,CCCNC(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCNCCCCOC(=O)NCC(=O)O,CCNC(CC)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCCN(CC)COC(=O)NC(CCC(=O)O)C(=O)O,2.9607421635466666,2.3135273144533333,2.817939077025,2.5927553621
C-N-C:C-C,C,CCCNCC,CCCN(CC)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCCN(CC)COC(=O)NCC(=O)O,CCCNCCCOC(=O)NC(CCCNC(=N)N)C(=O)O,CCCNCCCOC(=O)NC(CCC(=O)O)C(=O)O,2.961456622426667,2.771268441478333,2.2319982776933336,3.109616600975
C-N-C:C-C,C,CCCNCC,CCCNCCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCNCC(C)COC(=O)NCC(=O)O,CCNC(CC)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCNCCCCOC(=O)NC(CCC(=O)O)C(=O)O,2.76880727303,2.5992145080999998,2.817939077025,2.53895676475
C-N-C:C-C,C,CCCNCC,CCNCC(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCNC(CC)COC(=O)NCC(=O)O,CCCNCCCOC(=O)NC(CCCNC(=N)N)C(=O)O,CCNC(CC)COC(=O)NC(CCC(=O)O)C(=O)O,2.83107549688,2.9423262351699995,2.2319982776933336,2.8452798224583336
C-N-C:C-C,C,CCCNCC,CCCNC(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCNCCCCOC(=O)NCC(=O)O,CCNC(CC)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCCN(CC)COC(=O)NC(CCC(=O)O)C(=O)O,2.9607421635466666,2.3135273144533333,2.817939077025,2.5927553621
C-N-C:C-C,C,CCCNCC,CCCN(CC)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCCN(CC)COC(=O)NCC(=O)O,CCCNCCCOC(=O)NC(CCCNC(=N)N)C(=O)O,CCCNCCCOC(=O)NC(CCC(=O)O)C(=O)O,2.961456622426667,2.771268441478333,2.2319982776933336,3.109616600975
