add_SMILES,starting_SMILES 1,starting_SMILES 0,SMILES_with_Phe,SMILES_with_Gly,SMILES_with_Arg,SMILES_with_Glu,IE_Phe,IE_Gly,IE_Arg,IE_Glu
O=C-C-C-C-C-N,C,CNCCCCC=O,CNCCCCC(=O)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CN(CCCCC=O)COC(=O)NCC(=O)O,CNCCCC(C=O)COC(=O)NC(CCCNC(=N)N)C(=O)O,CNC(CCCC=O)COC(=O)NC(CCC(=O)O)C(=O)O,2.84687549688,2.6380963841783336,2.834279197908333,2.6925541865083336
Cl-C:C-O,C,CC(Cl)CO,CC(Cl)(CO)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(Cl)COCOC(=O)NCC(=O)O,CC(Cl)C(O)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC(Cl)C(O)COC(=O)NC(CCC(=O)O)C(=O)O,2.7788560439450003,2.361578472035,2.7162298224583337,2.6874911270250004
C-C:N:C,C,CCN(C)C,CCN(C)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCN(C)CCOC(=O)NCC(=O)O,CCN(C)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CCN(C)CCOC(=O)NC(CCC(=O)O)C(=O)O,3.2474957730900003,2.510102448378333,3.23565655101,2.9346265022833333
C-C:N:C,C,CCN(C)C,CCN(C)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCN(C)CCOC(=O)NCC(=O)O,CCN(C)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CCN(C)CCOC(=O)NC(CCC(=O)O)C(=O)O,3.2474957730900003,2.510102448378333,3.23565655101,2.9346265022833333
C-C:N:C,C,CCN(C)C,CN(C)CCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCN(C)CCOC(=O)NCC(=O)O,CCN(C)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CN(C)CCCOC(=O)NC(CCC(=O)O)C(=O)O,3.125482385275,2.510102448378333,3.23565655101,2.630259836225
C-C:N:C,C,CCN(C)C,CCN(C)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(COC(=O)NCC(=O)O)N(C)C,CN(C)CCCOC(=O)NC(CCCNC(=N)N)C(=O)O,CN(C)CCCOC(=O)NC(CCC(=O)O)C(=O)O,3.2474957730900003,2.7972187047383335,3.2070217319100003,2.630259836225
C-C:N:C,C,CCN(C)C,CCN(C)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCN(C)CCOC(=O)NCC(=O)O,CCN(C)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CCN(C)CCOC(=O)NC(CCC(=O)O)C(=O)O,3.2474957730900003,2.510102448378333,3.23565655101,2.9346265022833333
C-C:N:C,C,CCN(C)C,CCN(C)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCN(C)CCOC(=O)NCC(=O)O,CCN(C)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CCN(C)CCOC(=O)NC(CCC(=O)O)C(=O)O,3.2474957730900003,2.510102448378333,3.23565655101,2.9346265022833333
C-C:N:C,C,CCN(C)C,CN(C)CCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCN(C)CCOC(=O)NCC(=O)O,CCN(C)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CN(C)CCCOC(=O)NC(CCC(=O)O)C(=O)O,3.125482385275,2.510102448378333,3.23565655101,2.630259836225
C-C:N:C,C,CCN(C)C,CCN(C)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(COC(=O)NCC(=O)O)N(C)C,CN(C)CCCOC(=O)NC(CCCNC(=N)N)C(=O)O,CN(C)CCCOC(=O)NC(CCC(=O)O)C(=O)O,3.2474957730900003,2.7972187047383335,3.2070217319100003,2.630259836225
