add_SMILES,starting_SMILES 1,starting_SMILES 0,SMILES_with_Phe,SMILES_with_Gly,SMILES_with_Arg,SMILES_with_Glu,IE_Phe,IE_Gly,IE_Arg,IE_Glu
OC1C(Cl)CCCC1,C,CC1CCCC(O)C1Cl,CC1CCC(COC(=O)NC(C(=O)O)C2=CC=CC=C2)C(O)C1Cl,CC1CCCC(OCOC(=O)NCC(=O)O)C1Cl,N=C(N)NCCCC(NC(=O)OCCC1CCCC(O)C1Cl)C(=O)O,O=C(O)CCC(NC(=O)OCCC1CCCC(O)C1Cl)C(=O)O,3.261512753665,2.9838639641914293,2.298581010275,2.3701417638000004
C(C)(C)(H)(O),C,[H]C(C)(O)CC,[H]C(C)(CC)OCOC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]C(C)(CC)OCOC(=O)NCC(=O)O,[H]C(C)(O)CCCOC(=O)NC(CCCNC(=N)N)C(=O)O,[H]C(C)(O)CCCOC(=O)NC(CCC(=O)O)C(=O)O,2.9285067647500003,2.399030793261667,2.6825800538433335,2.8028034257783334
C(H)(:C)(:N),C,[H]C(C)NC,[H]C(C)NCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]C(CCOC(=O)NCC(=O)O)NC,[H]C(C)(COC(=O)NC(CCCNC(=N)N)C(=O)O)NC,[H]C(CCOC(=O)NC(CCC(=O)O)C(=O)O)NC,2.59879740316,2.4430120390533334,3.1194256394345237,2.7541313970116663
Oc1c(O)cccc1,C,CC1=CC=CC(O)=C1O,CC1=CC=C(COC(=O)NC(C(=O)O)C2=CC=CC=C2)C(O)=C1O,CC1=CC=CC(O)=C1OCOC(=O)NCC(=O)O,CC1=C(COC(=O)NC(CCCNC(=N)N)C(=O)O)C=CC(O)=C1O,CC1=CC=CC(O)=C1OCOC(=O)NC(CCC(=O)O)C(=O)O,2.802489400881818,2.7872480636783337,2.502150636775,2.5682798827199997
C(-H)(-N)(=C),C,[H]C(N)=CC,[H]C(N)=CCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]C(N)=CCCOC(=O)NCC(=O)O,[H]C(N)=C(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,[H]C(=CC)NCOC(=O)NC(CCC(=O)O)C(=O)O,2.4111146749333328,2.55196167602,2.6722661156250007,2.5120215607866667
Oc1ccc(Cl)cc1,C,CC1=CC(O)=CC=C1Cl,CC1=CC(OCOC(=O)NC(C(=O)O)C2=CC=CC=C2)=CC=C1Cl,CC1=CC(OCOC(=O)NCC(=O)O)=CC=C1Cl,CC1=CC(OCOC(=O)NC(CCCNC(=N)N)C(=O)O)=CC=C1Cl,CC1=CC(O)=CC(COC(=O)NC(CCC(=O)O)C(=O)O)=C1Cl,2.7283106411651517,2.39345489412,2.6554833333333336,2.7403715607866665
C1CCCC1,C,CC1CCCC1,CC1CCC(COC(=O)NC(C(=O)O)C2=CC=CC=C2)C1,O=C(O)CNC(=O)OCCC1CCCC1,CC1CCC(COC(=O)NC(CCCNC(=N)N)C(=O)O)C1,CC1CCCC1COC(=O)NC(CCC(=O)O)C(=O)O,3.2866876465300003,2.489586167128333,2.7614258200211905,2.6704845600083336
C(C)(C),C,CC(C)C,CC(C)(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C)CCOC(=O)NCC(=O)O,CC(C)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(C)CCOC(=O)NC(CCC(=O)O)C(=O)O,2.5802071867588894,2.602547336433333,3.07974672051,2.5431163119999995
C(C)(C),C,CC(C)C,CC(C)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C)(C)COC(=O)NCC(=O)O,CC(C)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(C)CCOC(=O)NC(CCC(=O)O)C(=O)O,3.05769232867,2.8996301819250005,3.07974672051,2.5431163119999995
C(C)(C),C,CC(C)C,CC(C)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C)CCOC(=O)NCC(=O)O,CC(C)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(C)CCOC(=O)NC(CCC(=O)O)C(=O)O,3.05769232867,2.602547336433333,3.07974672051,2.5431163119999995
C(C)(C),C,CC(C)C,CC(C)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C)CCOC(=O)NCC(=O)O,CC(C)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(C)(C)COC(=O)NC(CCC(=O)O)C(=O)O,3.05769232867,2.602547336433333,3.07974672051,2.0902872869535716
C(C)(C),C,CC(C)C,CC(C)(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C)CCOC(=O)NCC(=O)O,CC(C)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(C)CCOC(=O)NC(CCC(=O)O)C(=O)O,2.5802071867588894,2.602547336433333,3.07974672051,2.5431163119999995
C(C)(C),C,CC(C)C,CC(C)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C)(C)COC(=O)NCC(=O)O,CC(C)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(C)CCOC(=O)NC(CCC(=O)O)C(=O)O,3.05769232867,2.8996301819250005,3.07974672051,2.5431163119999995
C(C)(C),C,CC(C)C,CC(C)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C)CCOC(=O)NCC(=O)O,CC(C)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(C)CCOC(=O)NC(CCC(=O)O)C(=O)O,3.05769232867,2.602547336433333,3.07974672051,2.5431163119999995
C(C)(C),C,CC(C)C,CC(C)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C)CCOC(=O)NCC(=O)O,CC(C)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(C)(C)COC(=O)NC(CCC(=O)O)C(=O)O,3.05769232867,2.602547336433333,3.07974672051,2.0902872869535716
C(C)(:N)(:N),C,CCC(N)N,CC(COC(=O)NC(C(=O)O)C1=CC=CC=C1)C(N)N,NC(N)CCCOC(=O)NCC(=O)O,CCC(N)NCOC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(N)(N)COC(=O)NC(CCC(=O)O)C(=O)O,2.5952698110400005,2.5715833333333338,2.7356681107600003,2.5130161156249997
C(C)(C)(C),C,CCC(C)C,CCC(C)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(C)CCOC(=O)NCC(=O)O,CCC(C)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(C)CCOC(=O)NC(CCC(=O)O)C(=O)O,3.3716270940099995,2.7457851081449993,3.0428140170083333,3.1773900980833334
C(C)(C)(C),C,CCC(C)C,CCC(C)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(C)(C)COC(=O)NCC(=O)O,CCC(C)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(C)(C)COC(=O)NC(CCC(=O)O)C(=O)O,3.3716270940099995,2.8620269796850004,3.0428140170083333,2.8541151094833332
C(C)(C)(C),C,CCC(C)C,CCC(C)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C)CCCOC(=O)NCC(=O)O,CC(C)C(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(C)CCOC(=O)NC(CCC(=O)O)C(=O)O,3.3716270940099995,2.7069501986450004,2.9840791979083336,3.1773900980833334
C(C)(C)(C),C,CCC(C)C,CC(C)C(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C)CCCOC(=O)NCC(=O)O,CCC(C)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(C)CCCOC(=O)NC(CCC(=O)O)C(=O)O,3.13583664883,2.7069501986450004,3.0428140170083333,2.994124945708333
C(C)(C)(C),C,CCC(C)C,CCC(C)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(C)CCOC(=O)NCC(=O)O,CCC(C)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(C)CCOC(=O)NC(CCC(=O)O)C(=O)O,3.3716270940099995,2.7457851081449993,3.0428140170083333,3.1773900980833334
C(C)(C)(C),C,CCC(C)C,CCC(C)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(C)(C)COC(=O)NCC(=O)O,CCC(C)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(C)(C)COC(=O)NC(CCC(=O)O)C(=O)O,3.3716270940099995,2.8620269796850004,3.0428140170083333,2.8541151094833332
C(C)(C)(C),C,CCC(C)C,CCC(C)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C)CCCOC(=O)NCC(=O)O,CC(C)C(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(C)CCOC(=O)NC(CCC(=O)O)C(=O)O,3.3716270940099995,2.7069501986450004,2.9840791979083336,3.1773900980833334
C(C)(C)(C),C,CCC(C)C,CC(C)C(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C)CCCOC(=O)NCC(=O)O,CCC(C)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(C)CCCOC(=O)NC(CCC(=O)O)C(=O)O,3.13583664883,2.7069501986450004,3.0428140170083333,2.994124945708333
O-H,C,[H]OC,[H]OCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CO[H]COC(=O)NCC(=O)O,[H]OCCOC(=O)NC(CCCNC(=N)N)C(=O)O,[H]OCCOC(=O)NC(CCC(=O)O)C(=O)O,2.651054836033333,NA,3.065717629916667,2.1027765028916665
C(C)(H)(O)(O),C,[H]C(O)(O)CC,[H]C(O)(O)C(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]C(O)(O)CCCOC(=O)NCC(=O)O,[H]C(O)(O)C(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,[H]C(O)(O)CCCOC(=O)NC(CCC(=O)O)C(=O)O,2.32050489412,2.5347215607866667,2.3689053621000005,2.5933715607866663
O=C-C-C-C-N,C,CNCCCC=O,CN(CCCC=O)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CNCCC(C=O)COC(=O)NCC(=O)O,CNCCC(C=O)COC(=O)NC(CCCNC(=N)N)C(=O)O,CNCCC(C=O)COC(=O)NC(CCC(=O)O)C(=O)O,3.0053839839366665,2.71578153042,2.360693800608334,2.428496549386667
C:C-C:C,C,CCC(C)C,CCC(C)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(C)CCOC(=O)NCC(=O)O,CCC(C)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(C)CCOC(=O)NC(CCC(=O)O)C(=O)O,3.3716270940099995,2.7457851081449993,3.0428140170083333,3.1773900980833334
C:C-C:C,C,CCC(C)C,CCC(C)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(C)(C)COC(=O)NCC(=O)O,CCC(C)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(C)(C)COC(=O)NC(CCC(=O)O)C(=O)O,3.3716270940099995,2.8620269796850004,3.0428140170083333,2.8541151094833332
C:C-C:C,C,CCC(C)C,CCC(C)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C)CCCOC(=O)NCC(=O)O,CC(C)C(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(C)CCOC(=O)NC(CCC(=O)O)C(=O)O,3.3716270940099995,2.7069501986450004,2.9840791979083336,3.1773900980833334
C:C-C:C,C,CCC(C)C,CC(C)C(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C)CCCOC(=O)NCC(=O)O,CCC(C)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(C)CCCOC(=O)NC(CCC(=O)O)C(=O)O,3.13583664883,2.7069501986450004,3.0428140170083333,2.994124945708333
C:C-C:C,C,CCC(C)C,CCC(C)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(C)CCOC(=O)NCC(=O)O,CCC(C)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(C)CCOC(=O)NC(CCC(=O)O)C(=O)O,3.3716270940099995,2.7457851081449993,3.0428140170083333,3.1773900980833334
C:C-C:C,C,CCC(C)C,CCC(C)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(C)(C)COC(=O)NCC(=O)O,CCC(C)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(C)(C)COC(=O)NC(CCC(=O)O)C(=O)O,3.3716270940099995,2.8620269796850004,3.0428140170083333,2.8541151094833332
C:C-C:C,C,CCC(C)C,CCC(C)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C)CCCOC(=O)NCC(=O)O,CC(C)C(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(C)CCOC(=O)NC(CCC(=O)O)C(=O)O,3.3716270940099995,2.7069501986450004,2.9840791979083336,3.1773900980833334
C:C-C:C,C,CCC(C)C,CC(C)C(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C)CCCOC(=O)NCC(=O)O,CCC(C)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(C)CCCOC(=O)NC(CCC(=O)O)C(=O)O,3.13583664883,2.7069501986450004,3.0428140170083333,2.994124945708333
O=C-C:C,C,CC(C)C=O,CC(C=O)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C=O)CCOC(=O)NCC(=O)O,CC(C=O)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(C)(C=O)COC(=O)NC(CCC(=O)O)C(=O)O,2.657760619253333,2.3544201910866667,2.5445614883333336,2.4048649169200003
O=C-C-C-C-C(O)-C,C,COC(C)CCCC=O,COC(C)(CCCC=O)COC(=O)NC(C(=O)O)C1=CC=CC=C1,COC(C)CCCC(=O)COC(=O)NCC(=O)O,COC(C)CC(CC=O)COC(=O)NC(CCCNC(=N)N)C(=O)O,COC(C)CCCC(=O)COC(=O)NC(CCC(=O)O)C(=O)O,3.5886004135266667,2.736028888058333,2.5189224103583334,2.922187519841667
O=C-C-C=O,C,CC(=O)CC=O,O=CCC(=O)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,O=CCC(=O)CCOC(=O)NCC(=O)O,N=C(N)NCCCC(NC(=O)OCCC(=O)CC=O)C(=O)O,CC(=O)CC(=O)COC(=O)NC(CCC(=O)O)C(=O)O,2.4624687821666664,2.3273548941200004,2.647008321933334,2.54380489412
Cl-C:C:C-C,C,CCCC(C)Cl,CCCC(Cl)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(COC(=O)NCC(=O)O)C(C)Cl,CCCC(C)(Cl)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(COC(=O)NC(CCC(=O)O)C(=O)O)C(C)Cl,3.0679082733166667,2.7102538754818184,3.477236654813889,2.3207357185
C(C)(:C),C,CC(C)C,CC(C)(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C)CCOC(=O)NCC(=O)O,CC(C)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(C)CCOC(=O)NC(CCC(=O)O)C(=O)O,2.5802071867588894,2.602547336433333,3.07974672051,2.5431163119999995
C(C)(:C),C,CC(C)C,CC(C)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C)(C)COC(=O)NCC(=O)O,CC(C)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(C)CCOC(=O)NC(CCC(=O)O)C(=O)O,3.05769232867,2.8996301819250005,3.07974672051,2.5431163119999995
C(C)(:C),C,CC(C)C,CC(C)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C)CCOC(=O)NCC(=O)O,CC(C)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(C)CCOC(=O)NC(CCC(=O)O)C(=O)O,3.05769232867,2.602547336433333,3.07974672051,2.5431163119999995
C(C)(:C),C,CC(C)C,CC(C)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C)CCOC(=O)NCC(=O)O,CC(C)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(C)(C)COC(=O)NC(CCC(=O)O)C(=O)O,3.05769232867,2.602547336433333,3.07974672051,2.0902872869535716
C(C)(:C),C,CC(C)C,CC(C)(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C)CCOC(=O)NCC(=O)O,CC(C)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(C)CCOC(=O)NC(CCC(=O)O)C(=O)O,2.5802071867588894,2.602547336433333,3.07974672051,2.5431163119999995
C(C)(:C),C,CC(C)C,CC(C)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C)(C)COC(=O)NCC(=O)O,CC(C)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(C)CCOC(=O)NC(CCC(=O)O)C(=O)O,3.05769232867,2.8996301819250005,3.07974672051,2.5431163119999995
C(C)(:C),C,CC(C)C,CC(C)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C)CCOC(=O)NCC(=O)O,CC(C)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(C)CCOC(=O)NC(CCC(=O)O)C(=O)O,3.05769232867,2.602547336433333,3.07974672051,2.5431163119999995
C(C)(:C),C,CC(C)C,CC(C)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C)CCOC(=O)NCC(=O)O,CC(C)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(C)(C)COC(=O)NC(CCC(=O)O)C(=O)O,3.05769232867,2.602547336433333,3.07974672051,2.0902872869535716
Cl,C,CCl,O=C(NC(C(=O)O)C1=CC=CC=C1)OCCCl,O=C(O)CNC(=O)OCCCl,N=C(N)NCCCC(NC(=O)OCCCl)C(=O)O,O=C(O)CCC(NC(=O)OCCCl)C(=O)O,2.6765703457,1.4658323160333333,2.8579244603583334,2.0960765028916666
C:C-C=C,C,C=CC(C)C,C=C(COC(=O)NC(C(=O)O)C1=CC=CC=C1)C(C)C,C=CC(C)CCOC(=O)NCC(=O)O,C=C(COC(=O)NC(CCCNC(=N)N)C(=O)O)C(C)C,CC(C)C=CCOC(=O)NC(CCC(=O)O)C(=O)O,2.81727538592,2.4432498452775753,2.892691655266667,2.684721302531667
C(O)(O),C,COCO,O=C(NC(C(=O)O)C1=CC=CC=C1)OCCOCO,COCOCOC(=O)NCC(=O)O,COC(O)COC(=O)NC(CCCNC(=N)N)C(=O)O,O=C(O)CCC(NC(=O)OCCOCO)C(=O)O,2.5373218002666666,2.259435189995,2.766632782291667,2.6436333333333337
C(-N)(=N),C,CC(=N)N,CC(N)=NCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(N)=NCOC(=O)NCC(=O)O,N=C(N)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(=N)NCOC(=O)NC(CCC(=O)O)C(=O)O,2.607866666666666,1.7658771275999996,2.432891655266667,2.4830166666666664
Cc1cc(N)ccc1,C,CC1=CC=C(N)C=C1C,CC1=CC(N)=CC(COC(=O)NC(C(=O)O)C2=CC=CC=C2)=C1C,CC1=CC(N)=CC(COC(=O)NCC(=O)O)=C1C,CC1=CC=C(N)C(COC(=O)NC(CCCNC(=N)N)C(=O)O)=C1C,CC1=CC(N)=CC=C1CCOC(=O)NC(CCC(=O)O)C(=O)O,3.24801603015,2.4143162349533336,2.79078236964,3.0448226685234845
C1CCNCC1,C,CC1CCCNC1,CC1CCC(COC(=O)NC(C(=O)O)C2=CC=CC=C2)NC1,CC1CCC(COC(=O)NCC(=O)O)NC1,CC1CCC(COC(=O)NC(CCCNC(=N)N)C(=O)O)NC1,CC1CNCCC1COC(=O)NC(CCC(=O)O)C(=O)O,2.874658830213334,2.932876342291667,2.447555743691667,2.6704845600083336
C=C-C=C,C,C=CC=CC,C=CC(=CC)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC=CC=CCOC(=O)NCC(=O)O,C=CC=CCCOC(=O)NC(CCCNC(=N)N)C(=O)O,C=C(C=CC)COC(=O)NC(CCC(=O)O)C(=O)O,2.659383333333333,2.549961318111667,2.907491655266667,2.3404531443733334
O-C:C:C-N,C,CC(N)CCO,CC(N)CCOCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(N)(CCO)COC(=O)NCC(=O)O,CC(N)C(CO)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC(N)CCOCOC(=O)NC(CCC(=O)O)C(=O)O,2.8200188744533334,2.651968750775,2.0261673034416665,2.1371465493866664
N-C-O-C-C,C,CCCOCN,CCC(COC(=O)NC(C(=O)O)C1=CC=CC=C1)OCN,CCCOCNCOC(=O)NCC(=O)O,CCC(COC(=O)NC(CCCNC(=N)N)C(=O)O)OCN,CCC(COC(=O)NC(CCC(=O)O)C(=O)O)OCN,3.417694931941667,2.292127193008333,2.6979774616350003,2.8156386954333334
O(C)(H),C,[H]OCC,[H]OC(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]OC(C)COC(=O)NCC(=O)O,[H]OC(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,[H]OC(C)COC(=O)NC(CCC(=O)O)C(=O)O,2.5982999999999996,1.7466370123666668,2.533116115625,2.3635333333333333
C,C,CC,CCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCCOC(=O)NCC(=O)O,CCCOC(=O)NC(CCCNC(=N)N)C(=O)O,CCCOC(=O)NC(CCC(=O)O)C(=O)O,2.22117639682,2.1945893903416662,2.6206553621,2.299738227453333
N(-C)(=O),C,CN(C)=O,CN(=O)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CN(=O)CCOC(=O)NCC(=O)O,CN(=O)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CN(=O)CCOC(=O)NC(CCC(=O)O)C(=O)O,2.6942051335999997,2.3887404471483333,2.654616115625,2.9591431695583332
N(C)(H),C,[H]NCC,[H]NC(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]NC(C)COC(=O)NCC(=O)O,[H]NCCCOC(=O)NC(CCCNC(=N)N)C(=O)O,[H]NC(C)COC(=O)NC(CCC(=O)O)C(=O)O,2.6040598362250003,2.4233751817333333,2.2328249886,2.524893169558333
N-N-C:C,C,CCNNC,CCNNCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCNN(C)COC(=O)NCC(=O)O,CCNN(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCN(COC(=O)NC(CCC(=O)O)C(=O)O)NC,2.46886680538,2.5363166666666666,3.175291760184675,2.5727910806000005
