add_SMILES,starting_SMILES 1,starting_SMILES 0,SMILES_with_Phe,SMILES_with_Gly,SMILES_with_Arg,SMILES_with_Glu,IE_Phe,IE_Gly,IE_Arg,IE_Glu
N-C-N-C:C,C,CCCNCN,CCCN(CN)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCCN(CN)COC(=O)NCC(=O)O,CC(CNCN)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCCNC(N)COC(=O)NC(CCC(=O)O)C(=O)O,3.12492868857,2.53184226952,2.772991441526667,2.9085259518499997
C(-N)(=C),C,CC=CN,CC=C(N)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC=C(N)COC(=O)NCC(=O)O,CC=CNCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(=CN)COC(=O)NC(CCC(=O)O)C(=O)O,2.7247813416,2.423704836033333,2.4463053621,2.18
O=C-C-O,C,COCC=O,COC(C=O)COC(=O)NC(C(=O)O)C1=CC=CC=C1,O=CCOCCOC(=O)NCC(=O)O,COC(C=O)COC(=O)NC(CCCNC(=N)N)C(=O)O,COC(C=O)COC(=O)NC(CCC(=O)O)C(=O)O,2.5618551335999995,2.3167006415749998,2.8894077936916664,2.605833333333334
C(-C)(=O),C,CC(C)=O,CC(=O)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(=O)CCOC(=O)NCC(=O)O,CC(=O)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(=O)CCOC(=O)NC(CCC(=O)O)C(=O)O,2.486783333333333,2.1739616760200002,2.6512749886,2.57695
O=C-C-O,C,CC(=O)CO,O=C(CO)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(=O)C(O)COC(=O)NCC(=O)O,CC(=O)COCOC(=O)NC(CCCNC(=N)N)C(=O)O,O=C(O)CCC(NC(=O)OCCC(=O)CO)C(=O)O,2.5224051336,2.0784734485666667,2.483958321933333,2.7068201769333333
O=C-C-O,C,CC(=O)CO,O=C(CO)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(=O)COCOC(=O)NCC(=O)O,N=C(N)NCCCC(NC(=O)OCCC(=O)CO)C(=O)O,CC(=O)C(O)COC(=O)NC(CCC(=O)O)C(=O)O,2.5224051336,2.1540284080950003,2.6946583219333338,2.6844500000000004
O=C-C-O,C,CC(=O)CO,CC(=O)COCOC(=O)NC(C(=O)O)C1=CC=CC=C1,O=C(O)CNC(=O)OCCC(=O)CO,CC(=O)C(O)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC(=O)COCOC(=O)NC(CCC(=O)O)C(=O)O,2.619114730345,2.07323202172,2.721896489125,2.43925489412
O=C-C-O,C,CC(=O)CO,CC(=O)COCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(=O)C(O)COC(=O)NCC(=O)O,CC(=O)C(O)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC(=O)COCOC(=O)NC(CCC(=O)O)C(=O)O,2.619114730345,2.0784734485666667,2.721896489125,2.43925489412
O=C-C-O,C,CC(=O)CO,O=C(CO)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(=O)C(O)COC(=O)NCC(=O)O,CC(=O)COCOC(=O)NC(CCCNC(=N)N)C(=O)O,O=C(O)CCC(NC(=O)OCCC(=O)CO)C(=O)O,2.5224051336,2.0784734485666667,2.483958321933333,2.7068201769333333
O=C-C-O,C,CC(=O)CO,O=C(CO)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(=O)COCOC(=O)NCC(=O)O,N=C(N)NCCCC(NC(=O)OCCC(=O)CO)C(=O)O,CC(=O)C(O)COC(=O)NC(CCC(=O)O)C(=O)O,2.5224051336,2.1540284080950003,2.6946583219333338,2.6844500000000004
O=C-C-O,C,CC(=O)CO,CC(=O)COCOC(=O)NC(C(=O)O)C1=CC=CC=C1,O=C(O)CNC(=O)OCCC(=O)CO,CC(=O)C(O)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC(=O)COCOC(=O)NC(CCC(=O)O)C(=O)O,2.619114730345,2.07323202172,2.721896489125,2.43925489412
O=C-C-O,C,CC(=O)CO,CC(=O)COCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(=O)C(O)COC(=O)NCC(=O)O,CC(=O)C(O)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC(=O)COCOC(=O)NC(CCC(=O)O)C(=O)O,2.619114730345,2.0784734485666667,2.721896489125,2.43925489412
C(N)(:C),C,CCCN,CC(CN)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCCNCOC(=O)NCC(=O)O,CCC(N)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(N)COC(=O)NC(CCC(=O)O)C(=O)O,2.6880417939799996,2.3780434846066667,2.5060749886000004,2.475352959225
N-C:C:C:N,C,CC(N)CCN,CC(N)(CCN)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(N)CC(N)COC(=O)NCC(=O)O,CC(N)(CCN)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC(CCN)NCOC(=O)NC(CCC(=O)O)C(=O)O,2.871383620338889,2.7441048533083334,2.5323057436916665,2.5357298827199997
C(F)(:C),C,CCCF,CC(CF)COC(=O)NC(C(=O)O)C1=CC=CC=C1,O=C(O)CNC(=O)OCCCCF,N=C(N)NCCCC(NC(=O)OCCCCF)C(=O)O,O=C(O)CCC(NC(=O)OCCCCF)C(=O)O,2.5800687293199998,2.6381805018666666,2.5097916552666666,2.630666666666667
C-N-C:C-C,C,CCC(C)NC,CNC(C)C(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(CCOC(=O)NCC(=O)O)NC,CNC(C)CCCOC(=O)NC(CCCNC(=N)N)C(=O)O,CNC(C)CCCOC(=O)NC(CCC(=O)O)C(=O)O,3.2467104273433334,2.6371090716200003,2.966391441526667,2.709573431416666
C(-C)(-H)(=N),C,[H]C(=N)CC,[H]C(=N)C(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]C(=N)C(C)COC(=O)NCC(=O)O,[H]C(=N)C(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,[H]C(=N)C(C)COC(=O)NC(CCC(=O)O)C(=O)O,2.4591263968199994,2.172111617933333,2.4271749886000005,2.3535715607866665
C(C)(I),C,CCCI,O=C(NC(C(=O)O)C1=CC=CC=C1)OCCCCI,O=C(O)CNC(=O)OCCCCI,CCC(I)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC(CI)COC(=O)NC(CCC(=O)O)C(=O)O,2.35147614452,2.241842811186667,2.7757487048600007,2.042221560786667
C(C)(I),C,CCCI,CC(CI)COC(=O)NC(C(=O)O)C1=CC=CC=C1,O=C(O)CNC(=O)OCCCCI,N=C(N)NCCCC(NC(=O)OCCCCI)C(=O)O,O=C(O)CCC(NC(=O)OCCCCI)C(=O)O,2.589427828955,2.241842811186667,2.4290915160466673,2.3923310386399996
C(C)(I),C,CCCI,CC(CI)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(CI)COC(=O)NCC(=O)O,CCC(I)COC(=O)NC(CCCNC(=N)N)C(=O)O,O=C(O)CCC(NC(=O)OCCCCI)C(=O)O,2.589427828955,2.620771155605,2.7757487048600007,2.3923310386399996
C(C)(I),C,CCCI,CCC(I)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(I)COC(=O)NCC(=O)O,CCC(I)COC(=O)NC(CCCNC(=N)N)C(=O)O,O=C(O)CCC(NC(=O)OCCCCI)C(=O)O,2.494483333333333,2.369636078291667,2.7757487048600007,2.3923310386399996
C(C)(I),C,CCCI,O=C(NC(C(=O)O)C1=CC=CC=C1)OCCCCI,O=C(O)CNC(=O)OCCCCI,CCC(I)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC(CI)COC(=O)NC(CCC(=O)O)C(=O)O,2.35147614452,2.241842811186667,2.7757487048600007,2.042221560786667
C(C)(I),C,CCCI,CC(CI)COC(=O)NC(C(=O)O)C1=CC=CC=C1,O=C(O)CNC(=O)OCCCCI,N=C(N)NCCCC(NC(=O)OCCCCI)C(=O)O,O=C(O)CCC(NC(=O)OCCCCI)C(=O)O,2.589427828955,2.241842811186667,2.4290915160466673,2.3923310386399996
C(C)(I),C,CCCI,CC(CI)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(CI)COC(=O)NCC(=O)O,CCC(I)COC(=O)NC(CCCNC(=N)N)C(=O)O,O=C(O)CCC(NC(=O)OCCCCI)C(=O)O,2.589427828955,2.620771155605,2.7757487048600007,2.3923310386399996
C(C)(I),C,CCCI,CCC(I)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(I)COC(=O)NCC(=O)O,CCC(I)COC(=O)NC(CCCNC(=N)N)C(=O)O,O=C(O)CCC(NC(=O)OCCCCI)C(=O)O,2.494483333333333,2.369636078291667,2.7757487048600007,2.3923310386399996
Nc1ccc(Cl)cc1,C,CC1=CC(N)=CC=C1Cl,CC1=CC(NCOC(=O)NC(C(=O)O)C2=CC=CC=C2)=CC=C1Cl,CC1=CC(NCOC(=O)NCC(=O)O)=CC=C1Cl,CC1=C(COC(=O)NC(CCCNC(=N)N)C(=O)O)C(N)=CC=C1Cl,CC1=CC(NCOC(=O)NC(CCC(=O)O)C(=O)O)=CC=C1Cl,2.5882894008818185,2.6284291365442427,2.85591491692,2.817289400881818
O-C-C:C,C,CC(C)CO,CC(C)COCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(CO)CCOC(=O)NCC(=O)O,CC(CO)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(C)(CO)COC(=O)NC(CCC(=O)O)C(=O)O,3.066282385275,2.493775181733333,3.012973217676667,2.1867
O=C-C-C-C-C-C,C,CCCCCC(C)=O,CCCC(COC(=O)NC(C(=O)O)C1=CC=CC=C1)CC(C)=O,CC(=O)CCCCCCOC(=O)NCC(=O)O,CCC(CCC(C)=O)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC(=O)CCCCCCOC(=O)NC(CCC(=O)O)C(=O)O,3.116308022196667,2.6469846870250002,2.558439077025,2.6679291979083333
O=C-C:C-C,C,CCCC(C)=O,CC(=O)CC(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCCC(=O)CCOC(=O)NCC(=O)O,CCCC(=O)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(COC(=O)NC(CCC(=O)O)C(=O)O)C(C)=O,3.25903713825,2.4488263968200004,2.4764724103583338,2.4843951655333334
CC1C(O)CCCC1,C,CC1(C)CCCCC1O,CC1(C)C(O)CCCC1COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC1(C)CCCC(COC(=O)NCC(=O)O)C1O,CC1(C)CCC(COC(=O)NC(CCCNC(=N)N)C(=O)O)CC1O,CC1(C)C(O)CCCC1COC(=O)NC(CCC(=O)O)C(=O)O,3.318690187541667,2.821186075725,3.015428209845,2.923279057525
