add_SMILES,starting_SMILES 1,starting_SMILES 0,SMILES_with_Phe,SMILES_with_Gly,SMILES_with_Arg,SMILES_with_Glu,IE_Phe,IE_Gly,IE_Arg,IE_Glu
C(O)(O),C,COCO,O=C(NC(C(=O)O)C1=CC=CC=C1)OCCOCO,COC(O)COC(=O)NCC(=O)O,COC(O)COC(=O)NC(CCCNC(=N)N)C(=O)O,O=C(O)CCC(NC(=O)OCCOCO)C(=O)O,2.5373218002666666,2.0893901806416664,2.766632782291667,2.6436333333333337
O=C-C-C-C-C-C,C,CCCCCC(C)=O,CCC(CCC(C)=O)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCCCC(COC(=O)NCC(=O)O)C(C)=O,CCCCCC(=O)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(=O)CCCCCCOC(=O)NC(CCC(=O)O)C(=O)O,2.67759978626,2.689296517658333,2.5000345600083334,2.6679291979083333
Cc1ccc(O)cc1,C,CC1=CC=C(O)C(C)=C1,CC1=CC=C(O)C(CCOC(=O)NC(C(=O)O)C2=CC=CC=C2)=C1,CC1=CC=C(OCOC(=O)NCC(=O)O)C(C)=C1,CC1=CC(CCOC(=O)NC(CCCNC(=N)N)C(=O)O)=CC=C1O,CC1=CC=C(O)C(C)=C1COC(=O)NC(CCC(=O)O)C(=O)O,2.757698907525,2.552543169558333,2.6310696904,2.747880507458333
N:C:C:N,C,CNCCN,CNCC(N)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CNCC(N)COC(=O)NCC(=O)O,N=C(N)NCCCC(NC(=O)OCCNCCN)C(=O)O,NCCNCCOC(=O)NC(CCC(=O)O)C(=O)O,2.77037216748,2.6756480527,2.4549360279195236,2.923459836225
N-C-N-C-C,C,CC(C)NCN,CC(C)NC(N)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C)(COC(=O)NCC(=O)O)NCN,CC(CCOC(=O)NC(CCCNC(=N)N)C(=O)O)NCN,CC(C)NCNCOC(=O)NC(CCC(=O)O)C(=O)O,3.324137207561667,2.456589647516666,2.3835982776933333,2.1671465493866666
CC1CC(C)CC1,C,CC1CCC(C)(C)C1,CC1CCC(C)(CCOC(=O)NC(C(=O)O)C2=CC=CC=C2)C1,CC1CCC(C)(CCOC(=O)NCC(=O)O)C1,CC1(C)CCC(CCOC(=O)NC(CCCNC(=N)N)C(=O)O)C1,CC1CCC(C)(CCOC(=O)NC(CCC(=O)O)C(=O)O)C1,2.9976908060916667,2.9575583460190473,2.8703886954333333,2.8620653165250003
C-C:N:C,C,CCNCC,CCNC(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCN(CC)COC(=O)NCC(=O)O,CCN(CC)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCNC(C)COC(=O)NC(CCC(=O)O)C(=O)O,3.15976961459,2.9079402074383336,2.789766452926667,2.5904563856116662
C(O)(:C),C,CC(C)O,CC(C)(O)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C)(O)COC(=O)NCC(=O)O,CC(O)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(C)(O)COC(=O)NC(CCC(=O)O)C(=O)O,2.3414911270250003,2.604280181925,2.332341655266667,2.2585411270250004
O=C-C-C-O,C,CC(C=O)CO,CC(C=O)(CO)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C=O)COCOC(=O)NCC(=O)O,CC(CO)C(=O)COC(=O)NC(CCCNC(=N)N)C(=O)O,O=CC(CO)CCOC(=O)NC(CCC(=O)O)C(=O)O,2.438038227453333,2.5733836652483335,2.2678110087083336,2.8604553621
O=C-C-C-O,C,CC(C=O)CO,O=CC(CO)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(CO)C(=O)COC(=O)NCC(=O)O,CC(CO)C(=O)COC(=O)NC(CCCNC(=N)N)C(=O)O,O=CC(CO)CCOC(=O)NC(CCC(=O)O)C(=O)O,2.704908321933333,2.5315166666666666,2.2678110087083336,2.8604553621
O=C-C-C-O,C,CC(C=O)CO,CC(C=O)(CO)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(CO)C(=O)COC(=O)NCC(=O)O,CC(C=O)C(O)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC(C=O)(CO)COC(=O)NC(CCC(=O)O)C(=O)O,2.438038227453333,2.5315166666666666,2.1861443420416666,2.1982132160533334
O=C-C-C-O,C,CC(C=O)CO,CC(CO)C(=O)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C=O)COCOC(=O)NCC(=O)O,CC(C=O)COCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(C=O)C(O)COC(=O)NC(CCC(=O)O)C(=O)O,2.7101271623666667,2.5733836652483335,2.3310559026595237,2.599188695433334
O=C-C-C-O,C,CC(C=O)CO,CC(C=O)(CO)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C=O)COCOC(=O)NCC(=O)O,CC(CO)C(=O)COC(=O)NC(CCCNC(=N)N)C(=O)O,O=CC(CO)CCOC(=O)NC(CCC(=O)O)C(=O)O,2.438038227453333,2.5733836652483335,2.2678110087083336,2.8604553621
O=C-C-C-O,C,CC(C=O)CO,O=CC(CO)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(CO)C(=O)COC(=O)NCC(=O)O,CC(CO)C(=O)COC(=O)NC(CCCNC(=N)N)C(=O)O,O=CC(CO)CCOC(=O)NC(CCC(=O)O)C(=O)O,2.704908321933333,2.5315166666666666,2.2678110087083336,2.8604553621
O=C-C-C-O,C,CC(C=O)CO,CC(C=O)(CO)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(CO)C(=O)COC(=O)NCC(=O)O,CC(C=O)C(O)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC(C=O)(CO)COC(=O)NC(CCC(=O)O)C(=O)O,2.438038227453333,2.5315166666666666,2.1861443420416666,2.1982132160533334
O=C-C-C-O,C,CC(C=O)CO,CC(CO)C(=O)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C=O)COCOC(=O)NCC(=O)O,CC(C=O)COCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(C=O)C(O)COC(=O)NC(CCC(=O)O)C(=O)O,2.7101271623666667,2.5733836652483335,2.3310559026595237,2.599188695433334
ClC1CC(Cl)CCC1,C,CC1CC(Cl)CC(Cl)C1,CC1(COC(=O)NC(C(=O)O)C2=CC=CC=C2)CC(Cl)CC(Cl)C1,CC1CC(Cl)CC(Cl)C1COC(=O)NCC(=O)O,CC1CC(Cl)CC(Cl)C1COC(=O)NC(CCCNC(=N)N)C(=O)O,CC1CC(Cl)C(COC(=O)NC(CCC(=O)O)C(=O)O)C(Cl)C1,3.1251827855430556,2.4437646892572222,2.8078397447416665,3.122768086738333
Oc1ccc(Cl)cc1,C,CC1=C(Cl)C=CC(O)=C1,CC1=C(Cl)C=CC(O)=C1COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC1=C(Cl)C=CC(OCOC(=O)NCC(=O)O)=C1,CC1=C(Cl)C=C(COC(=O)NC(CCCNC(=N)N)C(=O)O)C(O)=C1,CC1=C(Cl)C=C(COC(=O)NC(CCC(=O)O)C(=O)O)C(O)=C1,2.5944273078318183,2.39345489412,2.802881583586667,2.4552333333333336
N-C-N-C:C,C,CCNC(C)N,CCNC(N)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(N)NC(C)COC(=O)NCC(=O)O,CCNC(C)(N)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC(N)NC(C)COC(=O)NC(CCC(=O)O)C(=O)O,2.4018692304,2.749904209891666,2.834639077025,2.279468158158333
O-C-C-C=C,C,C=CC(C)CO,C=CC(C)(CO)COC(=O)NC(C(=O)O)C1=CC=CC=C1,C=CC(C)C(O)COC(=O)NCC(=O)O,CC(C=CCOC(=O)NC(CCCNC(=N)N)C(=O)O)CO,C=CC(C)C(O)COC(=O)NC(CCC(=O)O)C(=O)O,3.52220676475,2.7706244603583334,2.7145822408583333,2.610229822458334
C-O-C-C=C,C,C=CCOCC,C=CC(COC(=O)NC(C(=O)O)C1=CC=CC=C1)OCC,C=C(COCC)COC(=O)NCC(=O)O,C=CC(COC(=O)NC(CCCNC(=N)N)C(=O)O)OCC,C=CCOCCCOC(=O)NC(CCC(=O)O)C(=O)O,3.3291895698416667,2.64477639682,3.3627681035545236,2.8334313970116662
O-C-C-C-C-C(N)-C,C,CC(C)(N)CCCCO,CC(C)(N)C(CCCO)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C)(N)CCC(CO)COC(=O)NCC(=O)O,CC(N)(CCCCO)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(N)(CCCCO)CCOC(=O)NC(CCC(=O)O)C(=O)O,3.209714069991667,2.726988452329524,2.489605743691667,2.729987519841667
O-C-C-C-C-C(O)-C,C,CC(O)CC(C)CCO,CC(O)CC(C)(CCO)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(CCO)CC(C)(O)COC(=O)NCC(=O)O,CC(O)CC(C)C(CO)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC(CCO)CC(O)CCOC(=O)NC(CCC(=O)O)C(=O)O,3.055277864447222,2.8472038779123734,2.972340172725,2.4188057436916672
N-C:C:C:N,C,CC(N)CCN,NCCC(N)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(CCN)NCOC(=O)NCC(=O)O,CC(CCN)NCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(N)(CCN)COC(=O)NC(CCC(=O)O)C(=O)O,3.1944339839366664,2.824213050845,2.5780149443600004,2.439146489125
C(C)(C)(O),C,CCC(C)O,CCC(O)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(O)C(C)COC(=O)NCC(=O)O,CC(O)C(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(C)(O)COC(=O)NC(CCC(=O)O)C(=O)O,3.232853804916666,2.2538382274533335,2.3465861171916673,2.5130161156249997
O=C-C-C-C-C(N)-C,C,CC(N)C(C)CCC=O,CC(CCC=O)C(N)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(N)C(C)CCC(=O)COC(=O)NCC(=O)O,CC(N)C(CCC=O)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(N)C(C)CC(C=O)COC(=O)NC(CCC(=O)O)C(=O)O,3.20810918616,2.9239113381433333,2.5306178933416668,2.6299794864000003
