add_SMILES,starting_SMILES 1,starting_SMILES 0,SMILES_with_Phe,SMILES_with_Gly,SMILES_with_Arg,SMILES_with_Glu,IE_Phe,IE_Gly,IE_Arg,IE_Glu
O-N-C-C,C,CCCNO,CCCNOCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCCNOCOC(=O)NCC(=O)O,CC(CNO)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC(CNO)COC(=O)NC(CCC(=O)O)C(=O)O,2.40623153042,2.552783033511667,2.1090198816833334,2.4018465493866668
O-N-C-C,C,CCCNO,CCCN(O)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCCN(O)COC(=O)NCC(=O)O,N=C(N)NCCCC(NC(=O)OCCCCNO)C(=O)O,O=C(O)CCC(NC(=O)OCCCCNO)C(=O)O,2.943777162366666,2.6075121044616667,2.4911627388261905,2.7273
O-N-C-C,C,CCCNO,CC(CNO)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCCN(O)COC(=O)NCC(=O)O,CCCN(O)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCCNOCOC(=O)NC(CCC(=O)O)C(=O)O,2.7496368925199994,2.6075121044616667,2.5621803630178572,2.6718715607866668
O-N-C-C,C,CCCNO,CCCNOCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(COC(=O)NCC(=O)O)NO,CCCN(O)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(COC(=O)NC(CCC(=O)O)C(=O)O)NO,2.40623153042,2.5990430634866666,2.5621803630178572,2.70337988272
O-N-C-C,C,CCCNO,CCCNOCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCCNOCOC(=O)NCC(=O)O,CC(CNO)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC(CNO)COC(=O)NC(CCC(=O)O)C(=O)O,2.40623153042,2.552783033511667,2.1090198816833334,2.4018465493866668
O-N-C-C,C,CCCNO,CCCN(O)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCCN(O)COC(=O)NCC(=O)O,N=C(N)NCCCC(NC(=O)OCCCCNO)C(=O)O,O=C(O)CCC(NC(=O)OCCCCNO)C(=O)O,2.943777162366666,2.6075121044616667,2.4911627388261905,2.7273
O-N-C-C,C,CCCNO,CC(CNO)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCCN(O)COC(=O)NCC(=O)O,CCCN(O)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCCNOCOC(=O)NC(CCC(=O)O)C(=O)O,2.7496368925199994,2.6075121044616667,2.5621803630178572,2.6718715607866668
O-N-C-C,C,CCCNO,CCCNOCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(COC(=O)NCC(=O)O)NO,CCCN(O)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(COC(=O)NC(CCC(=O)O)C(=O)O)NO,2.40623153042,2.5990430634866666,2.5621803630178572,2.70337988272
N-C-C:C-C,C,CCCC(C)N,CCCC(C)NCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(N)CCCCOC(=O)NCC(=O)O,CCC(COC(=O)NC(CCCNC(=N)N)C(=O)O)C(C)N,CCCC(C)(N)COC(=O)NC(CCC(=O)O)C(=O)O,3.5508239396966665,2.842249068258333,2.755470853175,2.7227567647499997
O-C-C=C,C,C=CCOC,C=CC(COC(=O)NC(C(=O)O)C1=CC=CC=C1)OC,COCC=CCOC(=O)NCC(=O)O,C=CC(COC(=O)NC(CCCNC(=N)N)C(=O)O)OC,COCC=CCOC(=O)NC(CCC(=O)O)C(=O)O,2.9282744603583333,2.627511318111667,3.391594931941667,2.4226882274533335
N=N,C,CN=N,N=NCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CN=NCOC(=O)NCC(=O)O,CN=NCOC(=O)NC(CCCNC(=N)N)C(=O)O,N=NCCOC(=O)NC(CCC(=O)O)C(=O)O,2.594804836033333,1.6994105263416663,2.787807793691667,2.286909836225
O=C-C:C,C,CCCC=O,CCCC(=O)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCCC(=O)COC(=O)NCC(=O)O,CCC(C=O)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC(CC=O)COC(=O)NC(CCC(=O)O)C(=O)O,2.771910390753333,2.4000870123666664,2.1478297121833334,2.3476281329733335
C1CCNCC1,C,CN1CCCCC1,CN1CCCCC1COC(=O)NC(C(=O)O)C1=CC=CC=C1,CN1CCCCC1COC(=O)NCC(=O)O,N=C(N)NCCCC(NC(=O)OCCN1CCCCC1)C(=O)O,CN1CCC(COC(=O)NC(CCC(=O)O)C(=O)O)CC1,3.31493310116,3.006809894101819,3.131657233825,2.084497421758333
O-N-C-C,C,CCCNO,CCCNOCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCCNOCOC(=O)NCC(=O)O,CC(CNO)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC(CNO)COC(=O)NC(CCC(=O)O)C(=O)O,2.40623153042,2.552783033511667,2.1090198816833334,2.4018465493866668
O-N-C-C,C,CCCNO,CCCN(O)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCCN(O)COC(=O)NCC(=O)O,N=C(N)NCCCC(NC(=O)OCCCCNO)C(=O)O,O=C(O)CCC(NC(=O)OCCCCNO)C(=O)O,2.943777162366666,2.6075121044616667,2.4911627388261905,2.7273
O-N-C-C,C,CCCNO,CC(CNO)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCCN(O)COC(=O)NCC(=O)O,CCCN(O)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCCNOCOC(=O)NC(CCC(=O)O)C(=O)O,2.7496368925199994,2.6075121044616667,2.5621803630178572,2.6718715607866668
O-N-C-C,C,CCCNO,CCCNOCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(COC(=O)NCC(=O)O)NO,CCCN(O)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(COC(=O)NC(CCC(=O)O)C(=O)O)NO,2.40623153042,2.5990430634866666,2.5621803630178572,2.70337988272
O-N-C-C,C,CCCNO,CCCNOCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCCNOCOC(=O)NCC(=O)O,CC(CNO)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC(CNO)COC(=O)NC(CCC(=O)O)C(=O)O,2.40623153042,2.552783033511667,2.1090198816833334,2.4018465493866668
O-N-C-C,C,CCCNO,CCCN(O)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCCN(O)COC(=O)NCC(=O)O,N=C(N)NCCCC(NC(=O)OCCCCNO)C(=O)O,O=C(O)CCC(NC(=O)OCCCCNO)C(=O)O,2.943777162366666,2.6075121044616667,2.4911627388261905,2.7273
O-N-C-C,C,CCCNO,CC(CNO)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCCN(O)COC(=O)NCC(=O)O,CCCN(O)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCCNOCOC(=O)NC(CCC(=O)O)C(=O)O,2.7496368925199994,2.6075121044616667,2.5621803630178572,2.6718715607866668
O-N-C-C,C,CCCNO,CCCNOCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(COC(=O)NCC(=O)O)NO,CCCN(O)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(COC(=O)NC(CCC(=O)O)C(=O)O)NO,2.40623153042,2.5990430634866666,2.5621803630178572,2.70337988272
C(C)(H)(N),C,[H]C(N)CC,[H]C(N)C(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]C(N)CCCOC(=O)NCC(=O)O,[H]C(CC)NCOC(=O)NC(CCCNC(=N)N)C(=O)O,[H]C(N)CCCOC(=O)NC(CCC(=O)O)C(=O)O,2.6880417939799996,2.5910418483999997,3.1367234314166668,2.4793715607866664
C=C,C,C=CC,C=CCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,C=C(C)COC(=O)NCC(=O)O,C=CCCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC=CCOC(=O)NC(CCC(=O)O)C(=O)O,2.448466666666666,2.2659085150666667,2.658949448958334,2.4649548941200004
C(C)(H)(O)(O),C,[H]C(C)(O)OC,[H]C(O)(CCOC(=O)NC(C(=O)O)C1=CC=CC=C1)OC,[H]C(C)(O)OCCOC(=O)NCC(=O)O,[H]C(C)(OC)OCOC(=O)NC(CCCNC(=N)N)C(=O)O,[H]C(O)(CCOC(=O)NC(CCC(=O)O)C(=O)O)OC,2.4819715607866666,2.2890969625416666,2.5735190518333333,2.8419147303449996
Cl-C:C:C-C,C,CCC(C)CCl,CC(CCl)C(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(CCl)CCCOC(=O)NCC(=O)O,CCC(CCl)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(CCl)CCCOC(=O)NC(CCC(=O)O)C(=O)O,2.8574749399833332,2.2165283734366668,2.2701477989805556,2.250548725113889
Cl-C:C:C-C,C,CCC(C)CCl,CC(CCl)CCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(CCl)CCCOC(=O)NCC(=O)O,CCC(CCl)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(C)C(Cl)COC(=O)NC(CCC(=O)O)C(=O)O,3.0692635304700002,2.2165283734366668,2.2701477989805556,2.3552410806
Cl-C:C:C-C,C,CCC(C)CCl,CC(CCl)CCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(C)(CCl)COC(=O)NCC(=O)O,CC(CCl)CCCOC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(CCl)CCOC(=O)NC(CCC(=O)O)C(=O)O,3.0692635304700002,2.8387266325900002,2.545258910091667,2.2501442509888894
