add_SMILES,starting_SMILES 1,starting_SMILES 0,SMILES_with_Phe,SMILES_with_Gly,SMILES_with_Arg,SMILES_with_Glu,IE_Phe,IE_Gly,IE_Arg,IE_Glu
OC1CCC(Cl)CC1,C,CC1CC(Cl)CCC1O,CC1CC(Cl)(COC(=O)NC(C(=O)O)C2=CC=CC=C2)CCC1O,CC1CC(Cl)CCC1OCOC(=O)NCC(=O)O,CC1C(O)CCC(Cl)C1COC(=O)NC(CCCNC(=N)N)C(=O)O,CC1CC(Cl)C(COC(=O)NC(CCC(=O)O)C(=O)O)CC1O,3.258284294788889,2.916942759645,2.843905106295,2.654873470528334
N-C-C-C-C-C,C,CCCC(C)CN,CCCC(C)(CN)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCCC(C)C(N)COC(=O)NCC(=O)O,CC(CN)CCCCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(CN)CCCCOC(=O)NC(CCC(=O)O)C(=O)O,3.679316485886667,2.9237852130916666,2.372536117191667,2.4265649443600004
C(C)(:N)(:N),C,CCC(N)N,CCC(N)NCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(N)NCOC(=O)NCC(=O)O,CCC(N)NCOC(=O)NC(CCCNC(=N)N)C(=O)O,NC(N)CCCOC(=O)NC(CCC(=O)O)C(=O)O,2.12511025622,2.2974804969733333,2.7356681107600003,2.545622028766666
O-C:C:C-N,C,CC(N)CCO,CC(N)CCOCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(N)CC(O)COC(=O)NCC(=O)O,CC(CCO)NCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(N)CC(O)COC(=O)NC(CCC(=O)O)C(=O)O,2.8200188744533334,2.7607284058283335,2.706874946926667,2.4512769228866667
N=C-C=C,C,C=CC=NC,C=CC(COC(=O)NC(C(=O)O)C1=CC=CC=C1)=NC,C=CC=NCCOC(=O)NCC(=O)O,C=CC(COC(=O)NC(CCCNC(=N)N)C(=O)O)=NC,C=CC(COC(=O)NC(CCC(=O)O)C(=O)O)=NC,3.031879593958333,2.611538869028333,2.9662994489583334,2.773972734215152
C(H)(:N),C,[H]C(C)N,[H]C(C)NCOC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]C(C)(N)COC(=O)NCC(=O)O,[H]C(N)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,[H]C(C)(N)COC(=O)NC(CCC(=O)O)C(=O)O,2.31577681794,2.4233751817333333,2.2328249886,2.524893169558333
C(H)(:N),C,[H]C(C)N,[H]C(N)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]C(C)(N)COC(=O)NCC(=O)O,[H]C(C)NCOC(=O)NC(CCCNC(=N)N)C(=O)O,[H]C(N)CCOC(=O)NC(CCC(=O)O)C(=O)O,2.37337639682,2.4233751817333333,2.2728249886,2.543571560786667
C(H)(:N),C,[H]C(C)N,[H]C(C)NCOC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]C(C)NCOC(=O)NCC(=O)O,[H]C(N)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,[H]C(C)NCOC(=O)NC(CCC(=O)O)C(=O)O,2.31577681794,2.474848695708333,2.2328249886,2.40880489412
C(H)(:N),C,[H]C(C)N,[H]C(C)(N)COC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]C(C)NCOC(=O)NCC(=O)O,[H]C(C)(N)COC(=O)NC(CCCNC(=N)N)C(=O)O,[H]C(N)CCOC(=O)NC(CCC(=O)O)C(=O)O,2.6040598362250003,2.474848695708333,2.533116115625,2.543571560786667
C(H)(:N),C,[H]C(C)N,[H]C(C)NCOC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]C(C)(N)COC(=O)NCC(=O)O,[H]C(N)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,[H]C(C)(N)COC(=O)NC(CCC(=O)O)C(=O)O,2.31577681794,2.4233751817333333,2.2328249886,2.524893169558333
C(H)(:N),C,[H]C(C)N,[H]C(N)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]C(C)(N)COC(=O)NCC(=O)O,[H]C(C)NCOC(=O)NC(CCCNC(=N)N)C(=O)O,[H]C(N)CCOC(=O)NC(CCC(=O)O)C(=O)O,2.37337639682,2.4233751817333333,2.2728249886,2.543571560786667
C(H)(:N),C,[H]C(C)N,[H]C(C)NCOC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]C(C)NCOC(=O)NCC(=O)O,[H]C(N)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,[H]C(C)NCOC(=O)NC(CCC(=O)O)C(=O)O,2.31577681794,2.474848695708333,2.2328249886,2.40880489412
C(H)(:N),C,[H]C(C)N,[H]C(C)(N)COC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]C(C)NCOC(=O)NCC(=O)O,[H]C(C)(N)COC(=O)NC(CCCNC(=N)N)C(=O)O,[H]C(N)CCOC(=O)NC(CCC(=O)O)C(=O)O,2.6040598362250003,2.474848695708333,2.533116115625,2.543571560786667
OC1CCC(O)CC1,C,CC1CC(O)CCC1O,CC1CC(OCOC(=O)NC(C(=O)O)C2=CC=CC=C2)CCC1O,CC1CC(O)CCC1OCOC(=O)NCC(=O)O,CC1(COC(=O)NC(CCCNC(=N)N)C(=O)O)CC(O)CCC1O,CC1CC(O)(COC(=O)NC(CCC(=O)O)C(=O)O)CCC1O,3.6099331011599993,3.1867451029116665,3.0036026036338894,2.595567335263889
C1C=CC=C1,C,CC1=CC=CC1,CC1=CC=C(COC(=O)NC(C(=O)O)C2=CC=CC=C2)C1,CC1=CC(COC(=O)NCC(=O)O)=CC1,CC1=CC=CC1COC(=O)NC(CCCNC(=N)N)C(=O)O,CC1=CC=C(COC(=O)NC(CCC(=O)O)C(=O)O)C1,2.5069360985933336,2.3715203456999996,3.132444342909524,2.2374769228866667
C(N)(N),C,CNCN,CNC(N)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CNC(N)COC(=O)NCC(=O)O,N=C(N)NCCCC(NC(=O)OCCNCN)C(=O)O,NCNCCOC(=O)NC(CCC(=O)O)C(=O)O,2.6254528443000003,2.5377963841783333,2.657196489125,2.9240931695583336
C(:C)(:C),C,CCCC,CCC(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(C)COC(=O)NCC(=O)O,CCC(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(C)COC(=O)NC(CCC(=O)O)C(=O)O,3.09773924109,2.7833381693666666,3.0071057436916666,2.29522988272
C(C)(C)(C)(C),C,CCC(C)(C)C,CCC(C)(C)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(C)(C)CCOC(=O)NCC(=O)O,CCC(C)(C)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(C)(C)CCCOC(=O)NC(CCC(=O)O)C(=O)O,2.847256604635,2.7115789735133338,3.127895864575,2.7691420245035716
O-C-C=C,C,C=CC(C)O,C=CC(C)(O)COC(=O)NC(C(=O)O)C1=CC=CC=C1,C=C(COC(=O)NCC(=O)O)C(C)O,CC(O)C=CCOC(=O)NC(CCCNC(=N)N)C(=O)O,C=C(COC(=O)NC(CCC(=O)O)C(=O)O)C(C)O,2.888231032545,2.300740115233333,2.4255016578333337,2.4419749885999997
O-C-C=C,C,C=CC(C)O,C=CC(C)(O)COC(=O)NC(C(=O)O)C1=CC=CC=C1,C=C(COC(=O)NCC(=O)O)C(C)O,C=CC(C)OCOC(=O)NC(CCCNC(=N)N)C(=O)O,C=CC(C)OCOC(=O)NC(CCC(=O)O)C(=O)O,2.888231032545,2.300740115233333,2.753367845742857,2.32515
O-C-C=C,C,C=CC(C)O,C=CC(O)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,C=CC(O)CCOC(=O)NCC(=O)O,C=CC(C)(O)COC(=O)NC(CCCNC(=N)N)C(=O)O,C=CC(C)(O)COC(=O)NC(CCC(=O)O)C(=O)O,2.6191,2.40332523982,2.35476808475,2.54743990552
O-C-C=C,C,C=CC(C)O,C=CC(O)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,C=CC(O)CCOC(=O)NCC(=O)O,C=CC(C)(O)COC(=O)NC(CCCNC(=N)N)C(=O)O,C=C(COC(=O)NC(CCC(=O)O)C(=O)O)C(C)O,2.6191,2.40332523982,2.35476808475,2.4419749885999997
