add_SMILES,starting_SMILES 1,starting_SMILES 0,starting_SMILES -1,SMILES_with_Phe,SMILES_with_Gly,SMILES_with_Arg,SMILES_with_Glu,IE_Phe,IE_Gly,IE_Arg,IE_Glu
C-H,C,[H]CC,NA,[H]CCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]CCCOC(=O)NCC(=O)O,[H]C(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,[H]C(C)COC(=O)NC(CCC(=O)O)C(=O)O,2.22117639682,2.1945893903416662,2.6206553621,2.299738227453333
Cc1cc(O)ccc1,C,CC1=CC(C)=CC(O)=C1,NA,CC1=CC(O)=C(COC(=O)NC(C(=O)O)C2=CC=CC=C2)C(C)=C1,CC1=CC(O)=CC(C)=C1COC(=O)NCC(=O)O,CC1=CC(O)=CC(CCOC(=O)NC(CCCNC(=N)N)C(=O)O)=C1,CC1=CC(CCOC(=O)NC(CCC(=O)O)C(=O)O)=CC(O)=C1,3.091159130786667,2.294383333333333,2.763338235595,2.609865783448485
C=N,C,C=NC,NA,CN=CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CN=CCOC(=O)NCC(=O)O,CN=CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CN=CCOC(=O)NC(CCC(=O)O)C(=O)O,2.723583333333333,2.2032673082416663,2.6652077936916667,2.491683333333333
N=C-C-C,C,CC(C)C=N,NA,CC(C=N)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C)C=NCOC(=O)NCC(=O)O,CC(C)C(=N)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC(C=N)CCOC(=O)NC(CCC(=O)O)C(=O)O,2.8181300797133333,2.2653654204616664,2.5078057436916668,2.4825583219333334
C(:C)(:C)(:N),C,CCC(C)N,NA,CC(N)C(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(N)CCOC(=O)NCC(=O)O,CCC(C)(N)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC(N)C(C)COC(=O)NC(CCC(=O)O)C(=O)O,3.143138348336666,2.6654922695199996,2.8368057436916665,2.19862988272
C(:C)(:C)(:N),C,CCC(C)N,NA,CC(N)C(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(N)CCOC(=O)NCC(=O)O,CCC(C)(N)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC(N)C(C)COC(=O)NC(CCC(=O)O)C(=O)O,3.143138348336666,2.6654922695199996,2.8368057436916665,2.19862988272
C-C-C-C:C,C,CCCCCC,NA,CCCCC(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCCC(CC)COC(=O)NCC(=O)O,CCCCCCCOC(=O)NC(CCCNC(=N)N)C(=O)O,CCCC(CC)COC(=O)NC(CCC(=O)O)C(=O)O,2.9733254968800003,2.9417060562449997,2.219006622426667,2.422336310647222
C-C-C-C:C,C,CCCCCC,NA,CCCCC(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCCC(CC)COC(=O)NCC(=O)O,CCCCCCCOC(=O)NC(CCCNC(=N)N)C(=O)O,CCCC(CC)COC(=O)NC(CCC(=O)O)C(=O)O,2.9733254968800003,2.9417060562449997,2.219006622426667,2.422336310647222
O=C-C-C-C=O,C,CC(C=O)CC=O,NA,CC(C=O)C(C=O)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C=O)CC(=O)COC(=O)NCC(=O)O,CC(C=O)C(C=O)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC(C=O)CC(=O)COC(=O)NC(CCC(=O)O)C(=O)O,2.8699459445333324,2.560193169558334,2.178413045516667,2.577126502891667
N(C)(C)(H),C,[H]N(C)CC,NA,[H]N(CC)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]N(C)C(C)COC(=O)NCC(=O)O,[H]N(CC)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,[H]N(CC)CCOC(=O)NC(CCC(=O)O)C(=O)O,2.59879740316,2.6991650148916664,2.9341303078083327,3.0444842965833336
