add_SMILES,starting_SMILES 1,starting_SMILES 0,starting_SMILES -1,SMILES_with_Phe,SMILES_with_Gly,SMILES_with_Arg,SMILES_with_Glu,IE_Phe,IE_Gly,IE_Arg,IE_Glu
C(O)(:C),C,CCOC,NA,COCCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCOCCOC(=O)NCC(=O)O,CCOCCOC(=O)NC(CCCNC(=N)N)C(=O)O,COCCCOC(=O)NC(CCC(=O)O)C(=O)O,2.5267319515399995,2.5553188863616665,2.8437563253499993,2.793848063678333
O=C-C-C-C-C(N)-C,C,CC(N)CCC(C)C=O,NA,CC(N)CCC(C)(C=O)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(N)CCC(C)(C=O)COC(=O)NCC(=O)O,CC(N)CCC(C=O)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(N)CCC(C)C(=O)COC(=O)NC(CCC(=O)O)C(=O)O,3.1312474033249997,2.1680249886,2.3421361171916666,2.388405743691667
C(-N)(=N),C,CNC=N,NA,CNC=NCOC(=O)NC(C(=O)O)C1=CC=CC=C1,N=CNCCOC(=O)NCC(=O)O,CNC=NCOC(=O)NC(CCCNC(=N)N)C(=O)O,CNC=NCOC(=O)NC(CCC(=O)O)C(=O)O,2.4958382274533326,2.5044953723866668,2.4524583219333334,2.2823715607866664
C=C-C-C-C,C,C=CCCCC,NA,CCCCC=CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,C=C(CCCC)COC(=O)NCC(=O)O,C=CCCC(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,C=CC(CCC)COC(=O)NC(CCC(=O)O)C(=O)O,3.2149673172699997,2.5598602266666672,3.038634119386667,3.17647960237
CC1C(C)CCCC1,C,CCC1CCCCC1C,NA,CCC1C(C)CCCC1COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC1CCC(COC(=O)NCC(=O)O)CC1C,CCC1CCCCC1CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CCC1CCCCC1CCOC(=O)NC(CCC(=O)O)C(=O)O,3.1802041114459523,3.1946663040790475,3.079348714555769,2.262883390241667
C(-N)(=C),C,C=C(C)N,NA,C=C(N)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(N)=CCOC(=O)NCC(=O)O,C=C(N)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,C=C(C)NCOC(=O)NC(CCC(=O)O)C(=O)O,2.5124695690533327,2.432645009353333,2.408141655266667,2.365966666666666
C1CCC=CC1,C,CC1CC=CCC1,NA,CC1(COC(=O)NC(C(=O)O)C2=CC=CC=C2)CC=CCC1,CC1CCC=C(COC(=O)NCC(=O)O)C1,N=C(N)NCCCC(NC(=O)OCCC1CC=CCC1)C(=O)O,CC1CC=CCC1COC(=O)NC(CCC(=O)O)C(=O)O,3.530503943666667,2.472050198645,2.8427007860533338,3.0321704715833335
Cc1c(Cl)cccc1,C,CC1=CC=CC(Cl)=C1C,NA,CC1=CC=C(COC(=O)NC(C(=O)O)C2=CC=CC=C2)C(Cl)=C1C,CC1=CC(COC(=O)NCC(=O)O)=CC(Cl)=C1C,CC1=CC=C(COC(=O)NC(CCCNC(=N)N)C(=O)O)C(Cl)=C1C,CC1=CC(COC(=O)NC(CCC(=O)O)C(=O)O)=CC(Cl)=C1C,2.72625106335,2.581993169558334,2.93405738104,2.367016666666667
N-C:C-N,C,CNCCN,NA,NCCNCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CNCCNCOC(=O)NCC(=O)O,CN(CCN)COC(=O)NC(CCCNC(=N)N)C(=O)O,NCCNCCOC(=O)NC(CCC(=O)O)C(=O)O,2.807038416826667,2.5056998453866663,2.807991441526667,2.923459836225
O=C-N-C-C,C,CCCNC=O,NA,CC(CNC=O)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(COC(=O)NCC(=O)O)NC=O,CCC(COC(=O)NC(CCCNC(=N)N)C(=O)O)NC=O,O=CNCCCCOC(=O)NC(CCC(=O)O)C(=O)O,2.4976916552666664,2.4926341905116667,2.3878110087083337,2.3479465493866667
C-C(C)-C-C-C,C,CCCC(C)(C)C,NA,CC(C)(C)CCCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(COC(=O)NCC(=O)O)CC(C)(C)C,CCC(COC(=O)NC(CCCNC(=N)N)C(=O)O)C(C)(C)C,CCCC(C)(C)CCOC(=O)NC(CCC(=O)O)C(=O)O,2.84036334763,2.991415568986904,3.457533976525,3.048398499725
C(-O)(=O),C,CC(=O)O,NA,CC(=O)OCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(=O)OCOC(=O)NCC(=O)O,CC(=O)OCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(=O)OCOC(=O)NC(CCC(=O)O)C(=O)O,2.6022833333333333,2.0012673082416663,2.6986000000000003,1.80255
C:C-O-C-C,C,CCCOCC,NA,CCOCCCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCOC(CC)COC(=O)NCC(=O)O,CCOCC(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCOCC(C)COC(=O)NC(CCC(=O)O)C(=O)O,2.7602065510099996,2.6946357817116664,2.6441581081933334,2.5505749886
C:C-C:C,C,CCC(C)C,NA,CCC(C)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(C)CCOC(=O)NCC(=O)O,CCC(C)(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(C)CCOC(=O)NC(CCC(=O)O)C(=O)O,3.3716270940099995,2.7457851081449993,2.7172474217583336,3.1773900980833334
C:C-C:C,C,CCC(C)C,NA,CCC(C)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(C)CCOC(=O)NCC(=O)O,CCC(C)(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(C)CCOC(=O)NC(CCC(=O)O)C(=O)O,3.3716270940099995,2.7457851081449993,2.7172474217583336,3.1773900980833334
O-C-C=C,C,C=CC(C)O,NA,C=CC(C)OCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(O)C=CCOC(=O)NCC(=O)O,C=C(COC(=O)NC(CCCNC(=N)N)C(=O)O)C(C)O,C=C(COC(=O)NC(CCC(=O)O)C(=O)O)C(C)O,2.210083333333333,2.42073202172,1.9957502551833337,2.4419749885999997
O=C-C:C-O,C,CC(C=O)CO,NA,CC(C=O)(CO)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C=O)C(O)COC(=O)NCC(=O)O,CC(C=O)COCOC(=O)NC(CCCNC(=N)N)C(=O)O,O=CC(CO)CCOC(=O)NC(CCC(=O)O)C(=O)O,2.438038227453333,2.5630166666666665,2.3310559026595237,2.8604553621
C-C:C-O-C,C,CCCCOC,NA,CCCCOCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCCC(COC(=O)NCC(=O)O)OC,COCCC(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,COCCCCCOC(=O)NC(CCC(=O)O)C(=O)O,2.64660727303,2.985520569611667,3.09157477486,3.012566600975
C-C:C-O-C,C,CCCCOC,NA,CCCCOCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCCC(COC(=O)NCC(=O)O)OC,COCCC(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,COCCCCCOC(=O)NC(CCC(=O)O)C(=O)O,2.64660727303,2.985520569611667,3.09157477486,3.012566600975
C(H)(O)(O),C,[H]C(O)OC,NA,[H]C(O)OCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]C(OC)OCOC(=O)NCC(=O)O,[H]C(O)OCCOC(=O)NC(CCCNC(=N)N)C(=O)O,[H]C(O)(COC(=O)NC(CCC(=O)O)C(=O)O)OC,2.5373218002666666,2.259435189995,2.7429327822916667,2.5954166666666674
O=C-C:C-O,C,CC(=O)CCO,NA,CC(=O)C(CO)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(=O)CCOCOC(=O)NCC(=O)O,CC(=O)C(CO)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC(=O)CC(O)COC(=O)NC(CCC(=O)O)C(=O)O,2.8544771623666665,2.5162000000000004,2.0455198816833335,2.826286759111667
O-C:C-O,C,CC(O)CO,NA,CC(CO)OCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(O)(CO)COC(=O)NCC(=O)O,N=C(N)NCCCC(NC(=O)OCCC(O)CO)C(=O)O,CC(O)(CO)COC(=O)NC(CCC(=O)O)C(=O)O,2.4960052571533327,2.1339166666666665,2.7183583219333336,2.3758416552666666
N-C:C-N,C,CC(N)CN,NA,NCC(N)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(CN)NCOC(=O)NCC(=O)O,CC(N)C(N)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC(N)C(N)COC(=O)NC(CCC(=O)O)C(=O)O,2.6296114738466665,2.1924804969733334,2.72365391345,2.504816115625
O=C-C-C-C,C,CCCCC=O,NA,CCC(CC=O)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(CCC=O)COC(=O)NCC(=O)O,N=C(N)NCCCC(NC(=O)OCCCCCC=O)C(=O)O,CCC(CC=O)COC(=O)NC(CCC(=O)O)C(=O)O,3.3172590620700007,2.6181077936916664,2.5921649443600003,2.554355362100001
C(C)(C)(C)(C),C,CCC(C)(C)C,NA,CC(C)(C)CCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(COC(=O)NCC(=O)O)C(C)(C)C,CC(C)(C)CCCOC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(C)(C)CCOC(=O)NC(CCC(=O)O)C(=O)O,2.87699512378,2.5967952225183333,3.188240327925,3.2986791979083336
Clc1cc(Cl)ccc1,C,CC1=C(Cl)C=CC=C1Cl,NA,CC1=C(Cl)C=C(COC(=O)NC(C(=O)O)C2=CC=CC=C2)C=C1Cl,CC1=C(Cl)C=CC(COC(=O)NCC(=O)O)=C1Cl,N=C(N)NCCCC(NC(=O)OCCC1=C(Cl)C=CC=C1Cl)C(=O)O,CC1=C(Cl)C=C(COC(=O)NC(CCC(=O)O)C(=O)O)C=C1Cl,2.509353510266667,2.3368674119825754,2.5685820381933335,2.6801864305200005
O=C-C-C-C-C-N,C,CNCCCCC=O,NA,CNCCC(CC=O)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CNCC(CCC=O)COC(=O)NCC(=O)O,CNCCCC(C=O)COC(=O)NC(CCCNC(=N)N)C(=O)O,CNC(CCCC=O)COC(=O)NC(CCC(=O)O)C(=O)O,2.8124754968800003,2.8291722167783333,2.834279197908333,2.6925541865083336
N-C:N:C,C,CCNCN,NA,NCNCCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCN(CN)COC(=O)NCC(=O)O,N=C(N)NCCCC(NC(=O)OCCCNCN)C(=O)O,NCNCCCOC(=O)NC(CCC(=O)O)C(=O)O,2.5868599776133334,2.3913097301533335,2.6686026945861903,2.7980313970116666
O-N-C-C,C,CCN(C)O,NA,CCN(C)OCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCN(C)OCOC(=O)NCC(=O)O,CC(COC(=O)NC(CCCNC(=N)N)C(=O)O)N(C)O,CN(O)CCCOC(=O)NC(CCC(=O)O)C(=O)O,2.54575,2.330866014375,2.451570532517857,2.7860200924450007
CC1CC(C)CC1,C,CCC1CCC(C)C1,NA,CCC1(COC(=O)NC(C(=O)O)C2=CC=CC=C2)CCC(C)C1,CCC1CCC(C)C1COC(=O)NCC(=O)O,CCC1CCC(C)C1COC(=O)NC(CCCNC(=N)N)C(=O)O,CCC1CCC(C)(COC(=O)NC(CCC(=O)O)C(=O)O)C1,3.1192252682116663,3.088245636989048,2.980150003225,2.8261760842999997
C(-C)(=N),C,CCC=N,NA,N=CCCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC=NCOC(=O)NCC(=O)O,CC(C=N)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC(C=N)COC(=O)NC(CCC(=O)O)C(=O)O,2.4763999999999995,2.1632237804816663,2.4271749886000005,2.3535715607866665
N(H)(:C),C,[H]N(C)C,NA,[H]N(C)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]N(C)CCOC(=O)NCC(=O)O,[H]N(C)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,[H]N(C)CCOC(=O)NC(CCC(=O)O)C(=O)O,2.644909969633333,2.46501369242,2.6136161156249997,2.661424460358333
C(C)(C)(O),C,CC(C)(C)O,NA,CC(C)(O)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C)(C)OCOC(=O)NCC(=O)O,CC(C)(O)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(C)(O)CCOC(=O)NC(CCC(=O)O)C(=O)O,3.0740273713366664,2.5659775777133333,2.7664375198416673,1.9624857185000004
C(C)(H)(N),C,[H]C(N)CC,NA,[H]C(N)C(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]C(N)(CC)COC(=O)NCC(=O)O,[H]C(N)C(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,[H]C(CC)NCOC(=O)NC(CCC(=O)O)C(=O)O,2.6880417939799996,2.5034959630583336,2.7197416552666667,2.4930715607866665
c1cc[nH]c1,C,CC1=CNC=C1,NA,CC1=CNC=C1COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC1=CNC(COC(=O)NCC(=O)O)=C1,N=C(N)NCCCC(NC(=O)OCCC1=CNC=C1)C(=O)O,O=C(O)CCC(NC(=O)OCCC1=CNC=C1)C(=O)O,2.31745,2.40382523982,2.5091916552666667,2.5845333333333333
C-C=C-C=C,C,C=CC=CCC,NA,C=CC=CCCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,C=CC=CCCCOC(=O)NCC(=O)O,C=CC=C(CC)COC(=O)NC(CCCNC(=N)N)C(=O)O,C=CC=CC(C)COC(=O)NC(CCC(=O)O)C(=O)O,3.33062424027,2.3896445881242423,2.785634119386667,2.6957180499116666
CC1CC(N)CCC1,C,CNC1CCCC(C)C1,NA,CC1CCCC(NCCOC(=O)NC(C(=O)O)C2=CC=CC=C2)C1,CNC1(COC(=O)NCC(=O)O)CCCC(C)C1,CNC1(COC(=O)NC(CCCNC(=N)N)C(=O)O)CCCC(C)C1,CNC1CC(C)CCC1COC(=O)NC(CCC(=O)O)C(=O)O,3.4157763139190473,2.9537442654785715,2.961047403325,3.144372673195
N-O,C,CNO,NA,O=C(NC(C(=O)O)C1=CC=CC=C1)OCCNO,O=C(O)CNC(=O)OCCNO,CN(O)COC(=O)NC(CCCNC(=N)N)C(=O)O,CN(O)COC(=O)NC(CCC(=O)O)C(=O)O,2.4022215026999993,1.7982606587199998,2.5493827822916666,1.94285
O-C:C-N,C,CC(N)CO,NA,CC(N)COCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(CO)NCOC(=O)NCC(=O)O,CC(N)C(O)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC(N)(CO)COC(=O)NC(CCC(=O)O)C(=O)O,2.4889897189449997,2.4048872788733333,2.6871231583583333,2.3670083219333335
N-C-C:C-C,C,CC(C)CCN,NA,CC(CCN)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C)CC(N)COC(=O)NCC(=O)O,CC(C)CC(N)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC(C)(CCN)COC(=O)NC(CCC(=O)O)C(=O)O,3.08065727303,2.7584351198666663,3.285489444706818,2.5781984428166664
C:C-C:C,C,CCC(C)C,NA,CCC(C)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(C)CCOC(=O)NCC(=O)O,CCC(C)(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(C)CCOC(=O)NC(CCC(=O)O)C(=O)O,3.3716270940099995,2.7457851081449993,2.7172474217583336,3.1773900980833334
C:C-C:C,C,CCC(C)C,NA,CCC(C)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(C)CCOC(=O)NCC(=O)O,CCC(C)(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(C)CCOC(=O)NC(CCC(=O)O)C(=O)O,3.3716270940099995,2.7457851081449993,2.7172474217583336,3.1773900980833334
N=C-C-C,C,CC(C)C=N,NA,CC(C=N)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C=N)CCOC(=O)NCC(=O)O,CC(C=N)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(C)C=NCOC(=O)NC(CCC(=O)O)C(=O)O,2.8181300797133333,2.4613134091866664,2.923897350341667,2.314831397011667
N-C-C:C-C,C,CCCCNC,NA,CCC(CNC)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCCCNCCOC(=O)NCC(=O)O,CCCC(COC(=O)NC(CCCNC(=N)N)C(=O)O)NC,CNCCCCCOC(=O)NC(CCC(=O)O)C(=O)O,2.8505453178600004,2.580868441478333,3.031605743691667,2.947816600975
N-C-C-C-N,CCCC(C)CC,CCC(C)C(CC)C(N)CCN,NA,CCC(C)C(CC)C(N)CCNCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(C)C(CC)C(N)CC(N)COC(=O)NCC(=O)O,CCC(C(C)CCCOC(=O)NC(CCCNC(=N)N)C(=O)O)C(N)CCN,CCC(C)C(CC)C(N)C(CN)COC(=O)NC(CCC(=O)O)C(=O)O,2.5214896254392856,2.914298141503723,3.104536279824047,2.933654906426667
N-C-C-C-N,CCCC(C)CC,CCC(C)C(CC)C(N)CCN,NA,CCC(C)C(CC)C(N)CCNCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(C)C(CC)C(N)CC(N)COC(=O)NCC(=O)O,CCC(C(C)CCCOC(=O)NC(CCCNC(=N)N)C(=O)O)C(N)CCN,CCC(C)C(CC)C(N)C(CN)COC(=O)NC(CCC(=O)O)C(=O)O,2.5214896254392856,2.914298141503723,3.104536279824047,2.933654906426667
Oc1ccc(O)cc1,CCCC(C)CC,CCC(C)C(CC)OC1=CC=C(O)C=C1,NA,CCC(CCOC(=O)NC(C(=O)O)C1=CC=CC=C1)C(CC)OC1=CC=C(O)C=C1,CCC(C)C(CC)OC1=CC=C(OCOC(=O)NCC(=O)O)C=C1,CCC(C)C(CC)OC1=CC=C(O)C(COC(=O)NC(CCCNC(=N)N)C(=O)O)=C1,CCC(OC1=CC=C(O)C=C1)C(C)CCCOC(=O)NC(CCC(=O)O)C(=O)O,3.806920377281299,3.4225999062199994,3.1723618918999996,2.9377144211
Clc1cc(Cl)ccc1,CCCC(C)CC,CCCC(C)C(C)C1=C(Cl)C=CC=C1Cl,NA,CC(CCCCOC(=O)NC(C(=O)O)C1=CC=CC=C1)C(C)C1=C(Cl)C=CC=C1Cl,CCCC(C)C(C)C1=C(Cl)C=CC(COC(=O)NCC(=O)O)=C1Cl,CCCC(C)(COC(=O)NC(CCCNC(=N)N)C(=O)O)C(C)C1=C(Cl)C=CC=C1Cl,CCCC(CCOC(=O)NC(CCC(=O)O)C(=O)O)C(C)C1=C(Cl)C=CC=C1Cl,3.8552957248051194,3.105161548251818,3.5172989369400005,3.373647088286667
OC1CC(N)CCC1,CCCC(C)CC,CCCC(C)(CC)C1(O)CCCC(N)C1,NA,CCCC(C)(CC)C1(O)CCCC(NCOC(=O)NC(C(=O)O)C2=CC=CC=C2)C1,CCC(COC(=O)NCC(=O)O)C(C)(CC)C1(O)CCCC(N)C1,CCCC(C)(CC)C1(OCOC(=O)NC(CCCNC(=N)N)C(=O)O)CCCC(N)C1,CCCC(C)(CC)C1(O)CC(N)CCC1COC(=O)NC(CCC(=O)O)C(=O)O,3.630527991955282,3.570776865667381,3.806029388353333,2.933654906426667
Cc1cc(Cl)ccc1,CCCC(C)CC,CCCC(CC)CC1=C(Cl)C=C(C)C=C1,NA,CCCC(CCCOC(=O)NC(C(=O)O)C1=CC=CC=C1)CC1=C(Cl)C=C(C)C=C1,CCC(CCCCOC(=O)NCC(=O)O)CC1=C(Cl)C=C(C)C=C1,CCCC(CC)(COC(=O)NC(CCCNC(=N)N)C(=O)O)CC1=C(Cl)C=C(C)C=C1,CCCC(CC)CC1=C(Cl)C=C(C)C=C1COC(=O)NC(CCC(=O)O)C(=O)O,3.862729131871786,2.8668788431900003,3.6614762716200007,3.3151970882866673
N-N-C:C,CCCC(C)CC,CCC(C)CCCC(C)NN,NA,CCC(C)CCCC(C)N(N)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(C)CCCC(CCOC(=O)NCC(=O)O)NN,CC(CCCC(C)C(C)COC(=O)NC(CCCNC(=N)N)C(=O)O)NN,CCC(C)CCCC(C)(COC(=O)NC(CCC(=O)O)C(=O)O)NN,2.9149148957433333,2.9476064735790475,3.356290504204048,3.3522649506666666
C(H)(:C),CCCC(C)CC,[H]C(C)C(C)C(C)CCC,NA,[H]C(C)C(C)(COC(=O)NC(C(=O)O)C1=CC=CC=C1)C(C)CCC,[H]C(C)C(C)C(C)CC(C)COC(=O)NCC(=O)O,[H]C(CCOC(=O)NC(CCCNC(=N)N)C(=O)O)C(C)C(C)CCC,[H]C(CCOC(=O)NC(CCC(=O)O)C(=O)O)C(C)C(C)CCC,3.4500494078392854,2.905621420871905,3.1601577448583327,2.6178974217583333
C-C(C)(C)-C-C,CCCC(C)CC,CCC(C)CC(C)CC(C)(C)CC,NA,CCC(C)CC(C)CC(C)(CC)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(CCOC(=O)NCC(=O)O)CC(C)CC(C)(C)CC,CCC(C)C(COC(=O)NC(CCCNC(=N)N)C(=O)O)C(C)CC(C)(C)CC,CCC(C)(C)CC(C)CC(C)CCCOC(=O)NC(CCC(=O)O)C(=O)O,3.7742298421753566,2.743569046922619,3.8101294566142854,2.342469134092857
N-N,CCCC(C)CC,CCC(C)CC(C)NN,NA,CCC(C)C(COC(=O)NC(C(=O)O)C1=CC=CC=C1)C(C)NN,CCC(C)CC(C)(COC(=O)NCC(=O)O)NN,CCC(CCOC(=O)NC(CCCNC(=N)N)C(=O)O)CC(C)NN,CCC(C)C(COC(=O)NC(CCC(=O)O)C(=O)O)C(C)NN,3.597000413526666,2.948107414234127,2.3472765684440478,3.2587790390916664
N-N,CCCC(C)CC,CCC(C)CC(C)NN,NA,CCC(C)C(COC(=O)NC(C(=O)O)C1=CC=CC=C1)C(C)NN,CCC(C)CC(C)(COC(=O)NCC(=O)O)NN,CCC(CCOC(=O)NC(CCCNC(=N)N)C(=O)O)CC(C)NN,CCC(C)C(COC(=O)NC(CCC(=O)O)C(=O)O)C(C)NN,3.597000413526666,2.948107414234127,2.3472765684440478,3.2587790390916664
N-N,CCCC(C)CC,CCC(C)CC(C)NN,NA,CCC(C)C(COC(=O)NC(C(=O)O)C1=CC=CC=C1)C(C)NN,CCC(C)CC(C)(COC(=O)NCC(=O)O)NN,CCC(CCOC(=O)NC(CCCNC(=N)N)C(=O)O)CC(C)NN,CCC(C)C(COC(=O)NC(CCC(=O)O)C(=O)O)C(C)NN,3.597000413526666,2.948107414234127,2.3472765684440478,3.2587790390916664
