add_SMILES,starting_SMILES 1,starting_SMILES 0,starting_SMILES -1,SMILES_with_Phe,SMILES_with_Gly,SMILES_with_Arg,SMILES_with_Glu,IE_Phe,IE_Gly,IE_Arg,IE_Glu
CC1C(O)CCC1,C,CC1CCCC1(C)O,NA,CC1(O)CCCC1CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC1CCCC1(O)CCOC(=O)NCC(=O)O,CC1CCC(COC(=O)NC(CCCNC(=N)N)C(=O)O)C1(C)O,CC1CCCC1(O)CCOC(=O)NC(CCC(=O)O)C(=O)O,3.077814926568333,2.552421972625,2.917006839391667,2.8528375198416667
C(-O)(=O),C,COC=O,NA,O=COCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,COC(=O)COC(=O)NCC(=O)O,COC(=O)COC(=O)NC(CCCNC(=N)N)C(=O)O,O=COCCOC(=O)NC(CCC(=O)O)C(=O)O,2.6147333333333327,2.1627673082416665,2.8555166666666674,2.3313499999999996
N=C-C=C,C,C=CC=NC,NA,C=C(C=NC)COC(=O)NC(C(=O)O)C1=CC=CC=C1,C=C(C=NC)COC(=O)NCC(=O)O,CN=CC=CCOC(=O)NC(CCCNC(=N)N)C(=O)O,C=CC(COC(=O)NC(CCC(=O)O)C(=O)O)=NC,2.7994600277200004,2.312963629208333,2.3279583219333335,2.773972734215152
N=C-C=C,C,C=CC=NC,NA,C=C(C=NC)COC(=O)NC(C(=O)O)C1=CC=CC=C1,C=C(C=NC)COC(=O)NCC(=O)O,CN=CC=CCOC(=O)NC(CCCNC(=N)N)C(=O)O,C=CC(COC(=O)NC(CCC(=O)O)C(=O)O)=NC,2.7994600277200004,2.312963629208333,2.3279583219333335,2.773972734215152
C(-N)(=C),C,C=CNC,NA,C=C(COC(=O)NC(C(=O)O)C1=CC=CC=C1)NC,C=CNCCOC(=O)NCC(=O)O,CNC=CCOC(=O)NC(CCCNC(=N)N)C(=O)O,C=CNCCOC(=O)NC(CCC(=O)O)C(=O)O,2.8208333333333337,2.6463237804816666,2.3390249886000003,2.838509836225
C-C-C(C)-C-C,C,CCCC(C)CC,NA,CCCC(C)CCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCCC(CC)CCOC(=O)NCC(=O)O,CCCC(C)C(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(C)CC(C)COC(=O)NC(CCC(=O)O)C(=O)O,3.09627173191,3.086698396048572,3.618735986185,2.413497421758333
Oc1c(N)cccc1,C,CC1=CC(N)=C(O)C=C1,NA,NC1=C(O)C=CC(CCOC(=O)NC(C(=O)O)C2=CC=CC=C2)=C1,CC1=C(COC(=O)NCC(=O)O)C(N)=C(O)C=C1,CC1=CC(N)=C(OCOC(=O)NC(CCCNC(=N)N)C(=O)O)C=C1,CC1=CC(N)=C(O)C(COC(=O)NC(CCC(=O)O)C(=O)O)=C1,3.093989400881818,2.4277166666666665,3.2560794864,2.6620487313083334
c1ccccc1,C,CC1=CC=CC=C1,NA,CC1=C(COC(=O)NC(C(=O)O)C2=CC=CC=C2)C=CC=C1,O=C(O)CNC(=O)OCCC1=CC=CC=C1,CC1=CC=C(COC(=O)NC(CCCNC(=N)N)C(=O)O)C=C1,CC1=C(COC(=O)NC(CCC(=O)O)C(=O)O)C=CC=C1,3.122633021411818,2.4799022337927275,3.052801485766667,2.4238351723568186
C-C=N-N-C,C,CC=NNCC,NA,CC=NNC(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCNN=CCCOC(=O)NCC(=O)O,CC=NNCCCOC(=O)NC(CCCNC(=N)N)C(=O)O,CCNN=CCCOC(=O)NC(CCC(=O)O)C(=O)O,2.6009917939799996,2.4821116833416665,2.855891134836191,2.531683333333333
C-O-C-C=C,C,C=CCOCC,NA,CCOCC=CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,C=CCOCCCOC(=O)NCC(=O)O,C=CC(COC(=O)NC(CCCNC(=N)N)C(=O)O)OCC,C=CCOC(C)COC(=O)NC(CCC(=O)O)C(=O)O,2.4824582733166665,2.289127193008333,3.3627681035545236,2.7600827822916667
C(C)(C)(O),C,CCC(C)O,NA,CCC(C)(O)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(C)OCOC(=O)NCC(=O)O,CC(O)CCCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(O)CCCOC(=O)NC(CCC(=O)O)C(=O)O,3.0801592907838886,2.399030793261667,2.6825800538433335,2.8028034257783334
CC1CCC(O)CC1,C,CC1CCC(O)C(C)C1,NA,CC1CC(C)(COC(=O)NC(C(=O)O)C2=CC=CC=C2)CCC1O,CC1CCC(OCOC(=O)NCC(=O)O)C(C)C1,CC1CCC(O)(COC(=O)NC(CCCNC(=N)N)C(=O)O)C(C)C1,CC1CC(C)C(COC(=O)NC(CCC(=O)O)C(=O)O)CC1O,3.0748891094805555,3.6668095179473807,2.877047403325,2.9682127536649996
N-N-C-N,C,CNCNN,NA,CNCN(N)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CNCN(N)COC(=O)NCC(=O)O,N=C(N)NCCCC(NC(=O)OCCNCNN)C(=O)O,CNC(COC(=O)NC(CCC(=O)O)C(=O)O)NN,2.59368689252,2.415833665248333,2.4785136963511905,3.0284681581583337
C(F)(F),C,CC(F)F,NA,CC(F)(F)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(F)(F)COC(=O)NCC(=O)O,CC(F)(F)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC(F)(F)COC(=O)NC(CCC(=O)O)C(=O)O,2.8868982502533336,1.5070539123416666,2.7040342965833335,1.9313000000000002
O(:C)(:C),C,CCOC,NA,COCCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCOCCOC(=O)NCC(=O)O,COC(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCOCCOC(=O)NC(CCC(=O)O)C(=O)O,2.5267319515399995,2.5553188863616665,2.6700185007916666,3.0565236974651517
C(H)(O),C,[H]COC,NA,[H]C(COC(=O)NC(C(=O)O)C1=CC=CC=C1)OC,[H]C(COC(=O)NCC(=O)O)OC,[H]COCCOC(=O)NC(CCCNC(=N)N)C(=O)O,[H]C(COC(=O)NC(CCC(=O)O)C(=O)O)OC,2.468205257153333,1.9540441261816668,2.863341127025,2.478883333333333
C-H,C,[H]CC,NA,[H]C(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]CCCOC(=O)NCC(=O)O,[H]C(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,[H]CCCOC(=O)NC(CCC(=O)O)C(=O)O,2.22117639682,2.1945893903416662,2.6206553621,2.299738227453333
C-N-C:C-C,C,CCCCNC,NA,CCC(CNC)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(CNC)COC(=O)NCC(=O)O,CCCCN(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCCCN(C)COC(=O)NC(CCC(=O)O)C(=O)O,2.8505453178600004,2.778033531978333,3.120681611026667,2.442741655266667
Br,CCC(CC)CC,CCC(CC)CCBr,NA,CCC(CCBr)CCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(CCBr)CCCOC(=O)NCC(=O)O,CCC(CC)(CCBr)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(CC)CC(Br)COC(=O)NC(CCC(=O)O)C(=O)O,2.7344617092299996,2.1867348519472225,3.217727911276667,2.318619643980555
Nc1ccc(Cl)cc1,CCC(CC)CC,CCC(CC)CCC1=CC(N)=CC=C1Cl,NA,CCC(CC)CCC1=CC(N)=C(COC(=O)NC(C(=O)O)C2=CC=CC=C2)C=C1Cl,CCC(CC)CCC1=C(COC(=O)NCC(=O)O)C(N)=CC=C1Cl,CCC(CC)CCC1=CC(N)=CC(COC(=O)NC(CCCNC(=N)N)C(=O)O)=C1Cl,CCC(CC)CC(COC(=O)NC(CCC(=O)O)C(=O)O)C1=CC(N)=CC=C1Cl,3.7609356781650556,2.96880293312,3.548664956766667,3.3124706099700005
N-C-C:C,CCC(CC)CC,CCCNC(C)C(CC)CC,NA,CCCNC(C)C(CC)C(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(CC)C(C)NCCCCOC(=O)NCC(=O)O,CCCNC(C)C(CC)C(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCCNC(C)C(CC)CCCOC(=O)NC(CCC(=O)O)C(=O)O,3.5948878640434523,2.8266915292190475,3.4946713107240477,2.794072410358333
CC1CCC(N)CC1,CCC(CC)CC,CCC(CC)CCC1CC(C)CCC1N,NA,CCC(CC)CCC1CC(CCOC(=O)NC(C(=O)O)C2=CC=CC=C2)CCC1N,CCC(CC)CCC1CC(C)C(COC(=O)NCC(=O)O)CC1N,CCC(CC)(CCC1CC(C)CCC1N)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(CC)CC(COC(=O)NC(CCC(=O)O)C(=O)O)C1CC(C)CCC1N,4.621078572132857,3.7370341390226196,4.206796343948571,2.96255430721
O-C:C:C-O,CCC(CC)CC,CCC(CC)CCOCCCO,NA,CCC(CC)(CCOCCCO)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(CC)CCOCCCOCOC(=O)NCC(=O)O,CCC(CC)C(COCCCO)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(CC)(CCOCCCO)COC(=O)NC(CCC(=O)O)C(=O)O,3.3552109997599997,3.391770979905,3.3137245159049997,3.274310596505
C(O)(O),CCC(CC)CC,CCC(CC)C(C)OCO,NA,CCC(CCCOC(=O)NC(C(=O)O)C1=CC=CC=C1)C(C)OCO,CCC(CC)C(C)OC(O)COC(=O)NCC(=O)O,CCC(CC)C(CCOC(=O)NC(CCCNC(=N)N)C(=O)O)OCO,CCC(C(C)COC(=O)NC(CCC(=O)O)C(=O)O)C(C)OCO,2.7285747748599998,3.4409084280457143,2.7596432167850002,2.788929039091667
C=O,CCC(CC)CC,CCC(CC)CCC=O,NA,CCC(CC)(CCC=O)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(CC)(CCC=O)COC(=O)NCC(=O)O,CCC(CCC=O)CCCOC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(CC)CCC(=O)COC(=O)NC(CCC(=O)O)C(=O)O,3.5612120925250004,3.01464160665,2.266605743691667,2.7021291979083335
C(C)(:C)(:N),CCC(CC)CC,CCC(CC)(CC)CC(C)N,NA,CCC(CC)(CCCOC(=O)NC(C(=O)O)C1=CC=CC=C1)CC(C)N,CCC(CC)(CCCOC(=O)NCC(=O)O)CC(C)N,CCC(CC)(CC)CC(C)NCOC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(CC)(CC)CC(N)CCOC(=O)NC(CCC(=O)O)C(=O)O,3.696352875074221,2.8765855635869046,3.1463769897666665,2.732833390241667
Cl-C:C-O-C,CCC(CC)CC,CCC(CC)CCC(Cl)COC,NA,CCC(CC)CC(COC(=O)NC(C(=O)O)C1=CC=CC=C1)C(Cl)COC,CCC(CC)C(COC(=O)NCC(=O)O)CC(Cl)COC,CCC(CC)(CCC(Cl)COC)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(CCCOC(=O)NC(CCC(=O)O)C(=O)O)CCC(Cl)COC,3.9952562906249995,3.510110771312381,3.596844299625,2.157930889641667
O=C-C-O,CCC(CC)CC,CCC(CC)C(C)C(=O)CO,NA,CCC(CCCOC(=O)NC(C(=O)O)C1=CC=CC=C1)C(C)C(=O)CO,CCC(CC)(COC(=O)NCC(=O)O)C(C)C(=O)CO,CCC(CC)(COC(=O)NC(CCCNC(=N)N)C(=O)O)C(C)C(=O)CO,CCC(CC)C(CCOC(=O)NC(CCC(=O)O)C(=O)O)C(=O)CO,2.602898907525,2.7500217319099995,3.0803265105266666,2.267472299106818
C(:C)(:C)(:N),CCC(CC)CC,CCC(CC)CCC(C)(C)N,NA,CCC(CC)CCC(C)(N)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(CC)CCC(C)(N)CCOC(=O)NCC(=O)O,CCC(CC)(CCC(C)(C)N)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(CCC(C)(C)N)C(C)COC(=O)NC(CCC(=O)O)C(=O)O,3.4634791401476193,3.0518928314473808,3.66837121554,3.392353867133333
C(H)(O),CCC(CC)CC,[H]C(O)C(C)C(CC)CC,NA,[H]C(O)C(C)C(CC)C(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]C(O)(COC(=O)NCC(=O)O)C(C)C(CC)CC,[H]C(O)C(C)C(CC)C(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,[H]C(O)(COC(=O)NC(CCC(=O)O)C(=O)O)C(C)C(CC)CC,3.4437398965316666,2.9125164279885714,3.211822139970714,2.552114088425
O=C-C-C-O,CCC(CC)CC,CCC(CC)(CC)C(O)CC=O,NA,CCC(CC)(C(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1)C(O)CC=O,CCC(CC)(C(C)COC(=O)NCC(=O)O)C(O)CC=O,CCC(CC)(CCCOC(=O)NC(CCCNC(=N)N)C(=O)O)C(O)CC=O,CCC(CC)(CCCOC(=O)NC(CCC(=O)O)C(=O)O)C(O)CC=O,3.3223809029624993,2.853092720362381,3.15061957672,2.3104232890933334
