add_SMILES,starting_SMILES 1,starting_SMILES 0,SMILES_with_Phe,SMILES_with_Gly,SMILES_with_Arg,SMILES_with_Glu,IE_Phe,IE_Gly,IE_Arg,IE_Glu
C(O)(O),C,COCO,O=C(NC(C(=O)O)C1=CC=CC=C1)OCCOCO,COC(O)COC(=O)NCC(=O)O,COCOCOC(=O)NC(CCCNC(=N)N)C(=O)O,COC(O)COC(=O)NC(CCC(=O)O)C(=O)O,2.5373218002666666,2.0893901806416664,2.3615166666666667,2.5954166666666674
C(O)(O),C,COCO,O=C(NC(C(=O)O)C1=CC=CC=C1)OCCOCO,O=C(O)CNC(=O)OCCOCO,COCOCOC(=O)NC(CCCNC(=N)N)C(=O)O,COC(O)COC(=O)NC(CCC(=O)O)C(=O)O,2.5373218002666666,2.0964636292083334,2.3615166666666667,2.5954166666666674
C(O)(O),C,COCO,COCOCOC(=O)NC(C(=O)O)C1=CC=CC=C1,O=C(O)CNC(=O)OCCOCO,COC(O)COC(=O)NC(CCCNC(=N)N)C(=O)O,O=C(O)CCC(NC(=O)OCCOCO)C(=O)O,2.3200548941199997,2.0964636292083334,2.766632782291667,2.6436333333333337
C(O)(O),C,COCO,COC(O)COC(=O)NC(C(=O)O)C1=CC=CC=C1,COCOCOC(=O)NCC(=O)O,COCOCOC(=O)NC(CCCNC(=N)N)C(=O)O,COCOCOC(=O)NC(CCC(=O)O)C(=O)O,2.858110390753333,2.259435189995,2.3615166666666667,2.160628408095
C(O)(O),C,COCO,O=C(NC(C(=O)O)C1=CC=CC=C1)OCCOCO,COC(O)COC(=O)NCC(=O)O,COCOCOC(=O)NC(CCCNC(=N)N)C(=O)O,COC(O)COC(=O)NC(CCC(=O)O)C(=O)O,2.5373218002666666,2.0893901806416664,2.3615166666666667,2.5954166666666674
C(O)(O),C,COCO,O=C(NC(C(=O)O)C1=CC=CC=C1)OCCOCO,O=C(O)CNC(=O)OCCOCO,COCOCOC(=O)NC(CCCNC(=N)N)C(=O)O,COC(O)COC(=O)NC(CCC(=O)O)C(=O)O,2.5373218002666666,2.0964636292083334,2.3615166666666667,2.5954166666666674
C(O)(O),C,COCO,COCOCOC(=O)NC(C(=O)O)C1=CC=CC=C1,O=C(O)CNC(=O)OCCOCO,COC(O)COC(=O)NC(CCCNC(=N)N)C(=O)O,O=C(O)CCC(NC(=O)OCCOCO)C(=O)O,2.3200548941199997,2.0964636292083334,2.766632782291667,2.6436333333333337
C(O)(O),C,COCO,COC(O)COC(=O)NC(C(=O)O)C1=CC=CC=C1,COCOCOC(=O)NCC(=O)O,COCOCOC(=O)NC(CCCNC(=N)N)C(=O)O,COCOCOC(=O)NC(CCC(=O)O)C(=O)O,2.858110390753333,2.259435189995,2.3615166666666667,2.160628408095
O=C-C-N,C,CC(N)C=O,CC(N)C(=O)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(N)C(=O)COC(=O)NCC(=O)O,N=C(N)NCCCC(NC(=O)OCCC(N)C=O)C(=O)O,CC(N)(C=O)COC(=O)NC(CCC(=O)O)C(=O)O,2.4691033838533336,2.5296401152333328,2.5162749886,2.49583990552
c1ccncc1,C,CC1=CC=CC=N1,CC1=CC(COC(=O)NC(C(=O)O)C2=CC=CC=C2)=CC=N1,CC1=C(COC(=O)NCC(=O)O)C=CC=N1,CC1=CC=CC(COC(=O)NC(CCCNC(=N)N)C(=O)O)=N1,CC1=C(COC(=O)NC(CCC(=O)O)C(=O)O)C=CC=N1,2.44245,2.46127639682,3.065994655325,2.5540131435901516
