add_SMILES,starting_SMILES 1,starting_SMILES 0,SMILES_with_Phe,SMILES_with_Gly,SMILES_with_Arg,SMILES_with_Glu,IE_Phe,IE_Gly,IE_Arg,IE_Glu
C(C)(:N),C,CCNC,CCNCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CNCCCOC(=O)NCC(=O)O,CNC(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCN(C)COC(=O)NC(CCC(=O)O)C(=O)O,2.59879740316,2.4430120390533334,3.1194256394345237,2.2604273737666665
O=C-C=C-N,C,CC(=O)C=CN,CC(=O)C(=CN)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(=O)C(=CN)COC(=O)NCC(=O)O,CC(=O)C=C(N)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC(=O)C=C(N)COC(=O)NC(CCC(=O)O)C(=O)O,2.5968666666666667,2.2224215607866666,2.7000228594901516,2.456464730345
C:C:N:N:C,C,CCCNNC,CCCNNCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCCNN(C)COC(=O)NCC(=O)O,CNNCC(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCCNN(C)COC(=O)NC(CCC(=O)O)C(=O)O,2.60163809795,2.580765014891667,2.807991441526667,2.6111067282450002
O-C-C-C-C-C-C-C,C,CCCCCCCCO,CC(CCCCCCO)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(CCCCCO)COC(=O)NCC(=O)O,CCCCCCCC(O)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCCCCCC(CO)COC(=O)NC(CCC(=O)O)C(=O)O,2.7350005082799997,2.439678849829048,2.1850307550916668,2.2359974217583334
C(-C)(-C)(=O),C,CCC(C)=O,CC(=O)C(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(=O)CCCOC(=O)NCC(=O)O,CC(=O)C(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(=O)CCOC(=O)NC(CCC(=O)O)C(=O)O,2.842273238853333,2.4429215607866666,1.9284698816833334,2.7957333333333336
C-I,C,CCI,CC(I)COC(=O)NC(C(=O)O)C1=CC=CC=C1,O=C(O)CNC(=O)OCCCI,N=C(N)NCCCC(NC(=O)OCCCI)C(=O)O,CC(I)COC(=O)NC(CCC(=O)O)C(=O)O,2.3823499999999997,1.6691137177066664,2.520192811186667,1.9826882274533333
O-C-C-C-C-C-C,C,CCCCC(C)CO,CCCCC(C)C(O)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCCCC(CO)CCOC(=O)NCC(=O)O,CCCCC(C)COCOC(=O)NC(CCCNC(=N)N)C(=O)O,CCCCC(CO)CCOC(=O)NC(CCC(=O)O)C(=O)O,2.6290747748600003,2.6079302208152386,3.03017813203,2.380239077025
C=C-C-C,C,C=CCCC,C=CCCCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,C=CCC(C)COC(=O)NCC(=O)O,C=CC(CC)COC(=O)NC(CCCNC(=N)N)C(=O)O,C=C(CCC)COC(=O)NC(CCC(=O)O)C(=O)O,3.261903804916667,2.4292870123666668,3.038634119386667,2.194096549386667
O-C-C-C-N,C,COCCCN,COCC(CN)COC(=O)NC(C(=O)O)C1=CC=CC=C1,NCCCOCCOC(=O)NCC(=O)O,COC(CCN)COC(=O)NC(CCCNC(=N)N)C(=O)O,COC(CCN)COC(=O)NC(CCC(=O)O)C(=O)O,3.087466666666667,2.6479215607866666,2.6795009644683336,2.878238695433333
O-C-C=O,C,CC(O)C=O,O=CC(O)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(O)C(=O)COC(=O)NCC(=O)O,N=C(N)NCCCC(NC(=O)OCCC(O)C=O)C(=O)O,CC(O)(C=O)COC(=O)NC(CCC(=O)O)C(=O)O,2.432183333333333,2.0098067818999996,2.6946583219333338,2.5322315835866673
C-N-C-C:C,C,CCCN(C)C,CCC(COC(=O)NC(C(=O)O)C1=CC=CC=C1)N(C)C,CC(COC(=O)NCC(=O)O)CN(C)C,CN(C)CCCCOC(=O)NC(CCCNC(=N)N)C(=O)O,CCCN(C)CCOC(=O)NC(CCC(=O)O)C(=O)O,3.235486953976667,2.5348598362250003,3.1761005082800002,3.1042577222750003
Oc1c(Cl)cccc1,C,CC1=CC(O)=C(Cl)C=C1,CC1=CC(O)=C(Cl)C=C1COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC1=CC(O)=C(Cl)C(COC(=O)NCC(=O)O)=C1,CC1=CC(O)=C(Cl)C(COC(=O)NC(CCCNC(=N)N)C(=O)O)=C1,CC1=C(COC(=O)NC(CCC(=O)O)C(=O)O)C(O)=C(Cl)C=C1,2.753543974498485,2.381148063678333,2.6112482502533334,2.9095
C(-C)(-N)(=N),C,CNC(C)=N,CNC(=N)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CNC(C)=NCOC(=O)NCC(=O)O,CC(=N)NCCOC(=O)NC(CCCNC(=N)N)C(=O)O,CNC(C)=NCOC(=O)NC(CCC(=O)O)C(=O)O,2.4936715607866664,2.3613685233283332,2.741134824825,2.482380013501818
N-C-O-C-C,C,CCOC(C)N,CCOC(C)NCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(N)OCCCOC(=O)NCC(=O)O,CC(N)OC(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCOC(C)NCOC(=O)NC(CCC(=O)O)C(=O)O,2.7631032194499996,2.477445688968485,3.411870848691818,2.5673656012199997
C-N-C-C:C,C,CCCNCC,CCCNC(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCCNC(C)COC(=O)NCC(=O)O,CCCNC(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCNC(CC)COC(=O)NC(CCC(=O)O)C(=O)O,2.9607421635466666,2.7615176881818178,2.90701494436,2.8452798224583336
O=C-C-C-C,C,CCCC(C)=O,CC(=O)CC(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(=O)CC(C)COC(=O)NCC(=O)O,CC(=O)CCCCOC(=O)NC(CCCNC(=N)N)C(=O)O,CCCC(=O)CCOC(=O)NC(CCC(=O)O)C(=O)O,3.25903713825,2.7463598362250004,2.6234802040500003,2.786996549386667
N(C)(C)(C),C,CCN(C)C,CCN(C)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(COC(=O)NCC(=O)O)N(C)C,CCN(C)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(COC(=O)NC(CCC(=O)O)C(=O)O)N(C)C,3.2474957730900003,2.7972187047383335,3.23565655101,2.5647074390249998
CC1C(C)CCC1,C,CCC1CCCC1C,CCC1CC(COC(=O)NC(C(=O)O)C2=CC=CC=C2)CC1C,CC1CCCC1CCCOC(=O)NCC(=O)O,CC1CCCC1C(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCC1CCC(COC(=O)NC(CCC(=O)O)C(=O)O)C1C,3.6086227739327272,2.93211015882619,2.802098313967381,2.7087401727250002
