add_SMILES,starting_SMILES 1,starting_SMILES 0,SMILES_with_Phe,SMILES_with_Gly,SMILES_with_Arg,SMILES_with_Glu,IE_Phe,IE_Gly,IE_Arg,IE_Glu
O-C-C-C-C-C-C,C,CCCCC(C)CO,CCCCC(C)(CO)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCCCC(C)C(O)COC(=O)NCC(=O)O,CC(CO)CCC(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC(CO)CCC(C)COC(=O)NC(CCC(=O)O)C(=O)O,3.6880198061400002,2.985174963661905,2.2544474217583335,1.991414088425
C-C-C-C-C-C-C,C,CCCCC(C)CC,CCCCC(C)(CC)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(C)CCC(C)COC(=O)NCC(=O)O,CCCCC(C)CCCOC(=O)NC(CCCNC(=N)N)C(=O)O,CCCCC(C)C(C)COC(=O)NC(CCC(=O)O)C(=O)O,3.616513126546667,2.881799761321904,2.8670045396773807,2.7044140884249996
O-C-O-C,C,COC(C)O,COC(C)OCOC(=O)NC(C(=O)O)C1=CC=CC=C1,COC(C)(O)COC(=O)NCC(=O)O,COC(C)OCOC(=O)NC(CCCNC(=N)N)C(=O)O,COC(C)(O)COC(=O)NC(CCC(=O)O)C(=O)O,2.2449048941200003,2.2573068473083326,2.5735190518333333,2.5033083219333334
N(C)(:C)(:C),C,CCN(C)C,CN(C)CCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(COC(=O)NCC(=O)O)N(C)C,CN(C)CCCOC(=O)NC(CCCNC(=N)N)C(=O)O,CN(C)CCCOC(=O)NC(CCC(=O)O)C(=O)O,3.125482385275,2.7972187047383335,3.2070217319100003,2.630259836225
C-C=C-C-C,C,CC=C(C)CC,CC=C(C)C(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC=C(C)CCCOC(=O)NCC(=O)O,CC=C(CC)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC=C(C)CCCOC(=O)NC(CCC(=O)O)C(=O)O,3.1312991644333334,2.5591909090909093,3.18550905937,2.6784749886000006
O=C-C-O,C,COCC=O,COC(C=O)COC(=O)NC(C(=O)O)C1=CC=CC=C1,COCC(=O)COC(=O)NCC(=O)O,COCC(=O)COC(=O)NC(CCCNC(=N)N)C(=O)O,COC(C=O)COC(=O)NC(CCC(=O)O)C(=O)O,2.5618551335999995,2.1998969625416667,2.699424128181818,2.605833333333334
C(-H)(=N),C,[H]C(C)=N,[H]C(=N)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]C(C)=NCOC(=O)NCC(=O)O,[H]C(=N)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,[H]C(=N)CCOC(=O)NC(CCC(=O)O)C(=O)O,2.3248763968199997,2.2395173082416666,2.3178749886000003,2.5788715607866664
OC1C(Cl)CCCC1,C,CC1(O)CCCCC1Cl,CC1(O)CCCC(COC(=O)NC(C(=O)O)C2=CC=CC=C2)C1Cl,CC1(OCOC(=O)NCC(=O)O)CCCCC1Cl,CC1(O)CC(COC(=O)NC(CCCNC(=N)N)C(=O)O)CCC1Cl,CC1(O)CC(COC(=O)NC(CCC(=O)O)C(=O)O)CCC1Cl,3.2684072170150005,2.8929496511018185,2.564236251683889,2.398589060091666
CC1C(O)CCC1,C,CC1CC(C)C(O)C1,CC1CC(O)C(CCOC(=O)NC(C(=O)O)C2=CC=CC=C2)C1,CC1CC(C)C(OCOC(=O)NCC(=O)O)C1,CC1CC(O)C(CCOC(=O)NC(CCCNC(=N)N)C(=O)O)C1,CC1CC(CCOC(=O)NC(CCC(=O)O)C(=O)O)CC1O,3.29700990818,3.052945102911667,2.452033540375,2.488905743691667
O=C-C=C,C,CC=CC=O,O=CC=CCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC=C(C=O)COC(=O)NCC(=O)O,CC=CC(=O)COC(=O)NC(CCCNC(=N)N)C(=O)O,O=CC=CCCOC(=O)NC(CCC(=O)O)C(=O)O,2.5188499999999996,2.3649449512666667,2.834579822458334,2.694416666666667
O-C-C-C-C-C(N)-C,C,CC(N)C(C)CCCO,CC(CCCO)C(N)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(N)C(C)CC(CO)COC(=O)NCC(=O)O,CC(CCCO)C(C)(N)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC(CCCO)C(C)(N)COC(=O)NC(CCC(=O)O)C(=O)O,3.20810918616,2.8799345124095237,2.972340172725,3.000240172725
CC1CCC(C)CC1,C,CC1CCC(C)(C)CC1,CC1CCC(C)(C)C(COC(=O)NC(C(=O)O)C2=CC=CC=C2)C1,CC1CCC(C)(CCOC(=O)NCC(=O)O)CC1,CC1(C)CCC(C)(COC(=O)NC(CCCNC(=N)N)C(=O)O)CC1,CC1CCC(C)(C)C(COC(=O)NC(CCC(=O)O)C(=O)O)C1,2.82473227605,2.9902510608385713,3.3121339765249997,3.2772252184416666
