add_SMILES,starting_SMILES 1,starting_SMILES 0,SMILES_with_Phe,SMILES_with_Gly,SMILES_with_Arg,SMILES_with_Glu,IE_Phe,IE_Gly,IE_Arg,IE_Glu
O=C-C=C,C,C=C(C)C=O,C=C(C)C(=O)COC(=O)NC(C(=O)O)C1=CC=CC=C1,C=C(C)C(=O)COC(=O)NCC(=O)O,C=C(C=O)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(C=O)=CCOC(=O)NC(CCC(=O)O)C(=O)O,2.963094510878333,2.413390115233333,2.6236083219333333,2.689748250253333
Oc1c(N)cccc1,C,CC1=CC(O)=C(N)C=C1,NC1=C(O)C=C(CCOC(=O)NC(C(=O)O)C2=CC=CC=C2)C=C1,CC1=C(COC(=O)NCC(=O)O)C(O)=C(N)C=C1,CC1=CC(OCOC(=O)NC(CCCNC(=N)N)C(=O)O)=C(N)C=C1,NC1=C(O)C=C(CCOC(=O)NC(CCC(=O)O)C(=O)O)C=C1,3.093989400881818,2.4911833333333333,3.1270794864,2.7044810561484853
O-C-C-C-C-C(O)-C,C,CC(O)C(C)CCCO,CC(O)C(C)CCCOCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(CCCO)C(C)OCOC(=O)NCC(=O)O,CC(O)C(C)CC(CO)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC(O)C(CCCO)CCOC(=O)NC(CCC(=O)O)C(=O)O,3.06890655101,3.0853192304,2.486002783858333,2.752220853175
NC1CCC(Cl)CC1,C,CC1(N)CCC(Cl)CC1,CC1(N)CCC(Cl)C(COC(=O)NC(C(=O)O)C2=CC=CC=C2)C1,CC1(NCOC(=O)NCC(=O)O)CCC(Cl)CC1,CC1(N)CCC(Cl)C(COC(=O)NC(CCCNC(=N)N)C(=O)O)C1,CC1(NCOC(=O)NC(CCC(=O)O)C(=O)O)CCC(Cl)CC1,3.541073883681667,2.4301053906333334,3.0488798246116664,2.6742740909916667
OC1CC(O)CCC1,C,COC1CCCC(O)C1,O=C(NC(C(=O)O)C1=CC=CC=C1)OCCOC1CCCC(O)C1,COC1CCCC(O)(COC(=O)NCC(=O)O)C1,COC1CCCC(OCOC(=O)NC(CCCNC(=N)N)C(=O)O)C1,COC1(COC(=O)NC(CCC(=O)O)C(=O)O)CCCC(O)C1,3.696101135546667,2.7786561796016667,3.3968998906399994,3.049178209845
C1CC=CN1,C,CC1=CCCN1,O=C(NC(C(=O)O)C1=CC=CC=C1)OCCC1=CCCN1,CC1=CC(COC(=O)NCC(=O)O)CN1,CC1=CC(COC(=O)NC(CCCNC(=N)N)C(=O)O)CN1,CC1=CC(COC(=O)NC(CCC(=O)O)C(=O)O)CN1,2.6172640698266667,2.3512536790333334,2.849508255117857,2.32891025622
C(C)(C)(C)(N),C,CCC(C)(C)N,CC(C)(N)CCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(C)(N)CCOC(=O)NCC(=O)O,CC(C)(N)CCCOC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(C)(N)CCOC(=O)NC(CCC(=O)O)C(=O)O,3.1753284571133333,2.7083303792333333,3.2307069945916664,3.1939871382500002
C(C)(C)(C)(N),C,CCC(C)(C)N,CC(COC(=O)NC(C(=O)O)C1=CC=CC=C1)C(C)(C)N,CC(C)(N)CCCOC(=O)NCC(=O)O,CCC(C)(C)NCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(C)(N)CCCOC(=O)NC(CCC(=O)O)C(=O)O,3.2200577364716665,2.3248662858416664,3.21697173191,2.6234749457083333
C(C)(C)(C)(N),C,CCC(C)(C)N,CCC(C)(N)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(C)(C)NCOC(=O)NCC(=O)O,CCC(C)(C)NCOC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(C)(N)CCOC(=O)NC(CCC(=O)O)C(=O)O,3.336028633401667,2.674917652486667,3.21697173191,3.1939871382500002
C(C)(C)(C)(N),C,CCC(C)(C)N,CCC(C)(N)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C)(N)CCCOC(=O)NCC(=O)O,CCC(C)(C)NCOC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(C)(C)NCOC(=O)NC(CCC(=O)O)C(=O)O,3.336028633401667,2.3248662858416664,3.21697173191,3.07808177615
C(C)(C)(C)(N),C,CCC(C)(C)N,CCC(C)(C)NCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(C)(N)CCOC(=O)NCC(=O)O,CC(COC(=O)NC(CCCNC(=N)N)C(=O)O)C(C)(C)N,CCC(C)(C)NCOC(=O)NC(CCC(=O)O)C(=O)O,3.360868866488334,2.7083303792333333,2.7875125312416666,3.07808177615
C(C)(C)(C)(N),C,CCC(C)(C)N,CC(COC(=O)NC(C(=O)O)C1=CC=CC=C1)C(C)(C)N,CC(C)(N)CCCOC(=O)NCC(=O)O,CCC(C)(N)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(COC(=O)NC(CCC(=O)O)C(=O)O)C(C)(C)N,3.2200577364716665,2.3248662858416664,3.127787519841667,2.58393177615
C(C)(C)(C)(N),C,CCC(C)(C)N,CCC(C)(N)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(C)(N)CCOC(=O)NCC(=O)O,CC(COC(=O)NC(CCCNC(=N)N)C(=O)O)C(C)(C)N,CCC(C)(N)CCOC(=O)NC(CCC(=O)O)C(=O)O,3.336028633401667,2.7083303792333333,2.7875125312416666,3.1939871382500002
