add_SMILES,starting_SMILES 1,starting_SMILES 0,SMILES_with_Phe,SMILES_with_Gly,SMILES_with_Arg,SMILES_with_Glu,IE_Phe,IE_Gly,IE_Arg,IE_Glu
C(-N)(=O),C,CC(N)=O,CC(=O)NCOC(=O)NC(C(=O)O)C1=CC=CC=C1,NC(=O)CCOC(=O)NCC(=O)O,N=C(N)NCCCC(NC(=O)OCCC(N)=O)C(=O)O,NC(=O)CCOC(=O)NC(CCC(=O)O)C(=O)O,2.24885489412,1.80505489412,2.391541655266667,2.2009499999999997
O=C-C-C-O,C,CC(=O)CCO,CC(=O)CCOCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(=O)CCOCOC(=O)NCC(=O)O,CC(=O)CCOCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(=O)CCOCOC(=O)NC(CCC(=O)O)C(=O)O,2.3612833333333336,2.5162000000000004,2.4470136963511906,2.4939035102666667
N-C-C-O-C,C,CCOCCN,CC(COC(=O)NC(C(=O)O)C1=CC=CC=C1)OCCN,CCOC(CN)COC(=O)NCC(=O)O,CCOC(CN)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCOCC(N)COC(=O)NC(CCC(=O)O)C(=O)O,3.050369354309524,2.430844295001818,2.3489771549445235,2.778087676411667
C-C=C-C=C,C,C=C(C)C=CC,C=C(C)C(=CC)COC(=O)NC(C(=O)O)C1=CC=CC=C1,C=C(C)C(=CC)COC(=O)NCC(=O)O,CC=CC(C)=CCOC(=O)NC(CCCNC(=N)N)C(=O)O,C=C(C)C(=CC)COC(=O)NC(CCC(=O)O)C(=O)O,2.8766749885999996,2.390061254790909,2.8516174527200002,2.5824238506901516
N-C:N:N,C,CNNCN,NCNNCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,NCNNCCOC(=O)NCC(=O)O,CNNC(N)COC(=O)NC(CCCNC(=N)N)C(=O)O,NCNNCCOC(=O)NC(CCC(=O)O)C(=O)O,2.7086079779000003,2.2621326011200003,2.6562948273916662,2.9624647303450002
O,C,CO,COCOC(=O)NC(C(=O)O)C1=CC=CC=C1,O=C(O)CNC(=O)OCCO,N=C(N)NCCCC(NC(=O)OCCO)C(=O)O,O=C(O)CCC(NC(=O)OCCO)C(=O)O,2.63922639682,1.5464937942666666,3.065717629916667,2.1027765028916665
O-C-C-C-C-C(C)-C,C,CC(C)CC(C)CCO,CC(CCO)CC(C)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C)CC(C)C(CO)COC(=O)NCC(=O)O,CC(CCO)CC(C)(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC(C)CC(C)(CCO)COC(=O)NC(CCC(=O)O)C(=O)O,2.97080050828,2.766999479569524,3.111251994430714,3.0402839765249996
O-C-C-C-C-C-N,C,CNCCCCCO,CNCCCCCOCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CN(CCCCCO)COC(=O)NCC(=O)O,CNCC(CCCO)COC(=O)NC(CCCNC(=N)N)C(=O)O,CN(CCCCCO)COC(=O)NC(CCC(=O)O)C(=O)O,2.82164672051,2.414622565241667,2.6066563690401514,2.57634672051
O-C:C:C-N,C,CC(CN)CO,CC(CO)CNCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(CO)C(N)COC(=O)NCC(=O)O,N=C(N)NCCCC(NC(=O)OCCC(CN)CO)C(=O)O,CC(CN)COCOC(=O)NC(CCC(=O)O)C(=O)O,3.0211839839366665,2.481924460358333,2.6319490795916667,2.730406385611667
O-C:C:C-O,C,CC(CO)CO,CC(CO)COCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(CO)C(O)COC(=O)NCC(=O)O,CC(CO)(CO)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC(CO)C(O)COC(=O)NC(CCC(=O)O)C(=O)O,2.9621173172699997,2.481924460358333,2.0293887969305557,2.943684956058333
