add_SMILES,starting_SMILES 1,starting_SMILES 0,SMILES_with_Phe,SMILES_with_Gly,SMILES_with_Arg,SMILES_with_Glu,IE_Phe,IE_Gly,IE_Arg,IE_Glu
C(-H)(-N)(=C),C,[H]C(N)=CC,[H]C(N)=C(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]C(=CC)NCOC(=O)NCC(=O)O,[H]C(N)=C(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,[H]C(N)=C(C)COC(=O)NC(CCC(=O)O)C(=O)O,2.6754744050866663,2.1618685233283332,2.6722661156250007,2.18
c1ccncc1,C,CC1=CC=CN=C1,CC1=CC=CN=C1COC(=O)NC(C(=O)O)C1=CC=CC=C1,O=C(O)CNC(=O)OCCC1=CC=CN=C1,N=C(N)NCCCC(NC(=O)OCCC1=CC=CN=C1)C(=O)O,CC1=CC(COC(=O)NC(CCC(=O)O)C(=O)O)=CN=C1,2.511176244481818,2.38492639682,2.9298014857666668,2.513070092445
C(F)(:C),C,CCCF,CCC(F)COC(=O)NC(C(=O)O)C1=CC=CC=C1,O=C(O)CNC(=O)OCCCCF,N=C(N)NCCCC(NC(=O)OCCCCF)C(=O)O,O=C(O)CCC(NC(=O)OCCCCF)C(=O)O,2.6705356354666665,2.6381805018666666,2.5097916552666666,2.630666666666667
N-C-C:C-C,C,CC(C)CCN,CC(CCN)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C)CC(N)COC(=O)NCC(=O)O,CC(C)CCNCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(C)C(CN)COC(=O)NC(CCC(=O)O)C(=O)O,3.08065727303,2.7584351198666663,3.1927421635466673,2.8408317761500004
C(-N)(=C),C,C=C(C)N,C=C(C)NCOC(=O)NC(C(=O)O)C1=CC=CC=C1,C=C(C)NCOC(=O)NCC(=O)O,C=C(N)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,C=C(N)CCOC(=O)NC(CCC(=O)O)C(=O)O,2.6201499999999998,2.459368523328333,2.408141655266667,2.5441499999999997
C:C:N:N:C,C,CCN(C)NC,CCN(C)N(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CNN(C)CCCOC(=O)NCC(=O)O,CCN(C)N(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCN(CCOC(=O)NC(CCC(=O)O)C(=O)O)NC,3.1348881538950004,2.6992266362999997,3.2430045142016666,2.9348075590401512
C=C-C-O-C,C,C=CCOCC,C=C(COCC)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCOCC=CCOC(=O)NCC(=O)O,C=C(COCC)COC(=O)NC(CCCNC(=N)N)C(=O)O,C=CCOCCCOC(=O)NC(CCC(=O)O)C(=O)O,2.9615643598428574,2.4537116833416666,2.975226976529524,2.8334313970116662
C(H)(H)(H),C,[H]C([H])([H])C,[H]C([H])(C)[H]COC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]C([H])(C)[H]COC(=O)NCC(=O)O,[H]C([H])([H])(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,[H]C([H])(C)[H]COC(=O)NC(CCC(=O)O)C(=O)O,NA,NA,NA,NA
C(O)(:C)(:C),C,COC(C)C,COC(C)(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C)OCCOC(=O)NCC(=O)O,COC(C)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,COC(C)CCOC(=O)NC(CCC(=O)O)C(=O)O,3.0729131723255554,2.2103870123666667,3.0388065510100004,2.864678096315152
C(C)(H)(O)(O),C,[H]C(C)(O)OC,[H]C(O)(CCOC(=O)NC(C(=O)O)C1=CC=CC=C1)OC,[H]C(C)(OC)OCOC(=O)NCC(=O)O,[H]C(C)(OC)OCOC(=O)NC(CCCNC(=N)N)C(=O)O,[H]C(C)(O)OCCOC(=O)NC(CCC(=O)O)C(=O)O,2.4819715607866666,2.1866185233283333,2.5735190518333333,3.054132570440152
C(N)(N),C,CNCN,CNCNCOC(=O)NC(C(=O)O)C1=CC=CC=C1,NCNCCOC(=O)NCC(=O)O,CN(CN)COC(=O)NC(CCCNC(=N)N)C(=O)O,CNC(N)COC(=O)NC(CCC(=O)O)C(=O)O,2.2532715607866667,2.774036499411667,2.4021249886000002,2.7092931695583338
C(N)(N),C,CNCN,CNC(N)COC(=O)NC(C(=O)O)C1=CC=CC=C1,NCNCCOC(=O)NCC(=O)O,N=C(N)NCCCC(NC(=O)OCCNCN)C(=O)O,NCNCCOC(=O)NC(CCC(=O)O)C(=O)O,2.6254528443000003,2.774036499411667,2.657196489125,2.9240931695583336
C(N)(N),C,CNCN,CN(CN)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CNC(N)COC(=O)NCC(=O)O,CNC(N)COC(=O)NC(CCCNC(=N)N)C(=O)O,CNC(N)COC(=O)NC(CCC(=O)O)C(=O)O,2.4882013854199996,2.5377963841783333,2.88522595185,2.7092931695583338
C(N)(N),C,CNCN,CNC(N)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CN(CN)COC(=O)NCC(=O)O,N=C(N)NCCCC(NC(=O)OCCNCN)C(=O)O,NCNCCOC(=O)NC(CCC(=O)O)C(=O)O,2.6254528443000003,2.210448695708333,2.657196489125,2.9240931695583336
C(N)(N),C,CNCN,NCNCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CNCNCOC(=O)NCC(=O)O,CNCNCOC(=O)NC(CCCNC(=N)N)C(=O)O,NCNCCOC(=O)NC(CCC(=O)O)C(=O)O,2.4899480082666665,2.2242855530283334,2.3560583219333333,2.9240931695583336
