add_SMILES,starting_SMILES 1,starting_SMILES 0,SMILES_with_Phe,SMILES_with_Gly,SMILES_with_Arg,SMILES_with_Glu,IE_Phe,IE_Gly,IE_Arg,IE_Glu
C(-C)(=C),C,CC=CC,CC=C(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC=CCCOC(=O)NCC(=O)O,CC=C(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC=CCCOC(=O)NC(CCC(=O)O)C(=O)O,2.762833333333333,2.4624950093533333,2.9399916552666667,2.8150265028916666
C1CCNC1,C,CN1CCCC1,O=C(NC(C(=O)O)C1=CC=CC=C1)OCCN1CCCC1,CN1CCC(COC(=O)NCC(=O)O)C1,CN1CCCC1COC(=O)NC(CCCNC(=N)N)C(=O)O,CN1CCC(COC(=O)NC(CCC(=O)O)C(=O)O)C1,3.0226168876400004,2.5466695004616673,2.783914017008333,2.4424386954333337
C-C(C)-C-C,C,CCCC(C)C,CCCC(C)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(COC(=O)NCC(=O)O)C(C)C,CCC(COC(=O)NC(CCCNC(=N)N)C(=O)O)C(C)C,CCCC(C)CCOC(=O)NC(CCC(=O)O)C(=O)O,3.2401572730300003,2.6802465176583334,3.2858291979083334,3.0949633871766666
O-C-C-C:C,C,CCC(C)CO,CCC(C)COCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(CO)CCCOC(=O)NCC(=O)O,CCC(C)(CO)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC(CO)CCCOC(=O)NC(CCC(=O)O)C(=O)O,3.1137072730299997,2.40927192382,2.418722410358333,2.8323666009750004
C-N-C-C:C,C,CCC(C)NC,CCC(C)N(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CNC(C)CCCOC(=O)NCC(=O)O,CCC(C)(COC(=O)NC(CCCNC(=N)N)C(=O)O)NC,CCC(C)N(C)COC(=O)NC(CCC(=O)O)C(=O)O,3.1608300538433336,2.8427490202,2.7171390770249997,2.66675676475
C1CCCC1,C,CC1CCCC1,CC1CCC(COC(=O)NC(C(=O)O)C2=CC=CC=C2)C1,CC1CCCC1COC(=O)NCC(=O)O,CC1CCC(COC(=O)NC(CCCNC(=N)N)C(=O)O)C1,CC1CCCC1COC(=O)NC(CCC(=O)O)C(=O)O,3.2866876465300003,2.927176546238333,2.7614258200211905,2.6704845600083336
C-N,C,CNC,CNCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CNCCOC(=O)NCC(=O)O,CNCCOC(=O)NC(CCCNC(=N)N)C(=O)O,CN(C)COC(=O)NC(CCC(=O)O)C(=O)O,2.644909969633333,2.46501369242,2.6136161156249997,2.132216666666667
C-I,C,CCI,CC(I)COC(=O)NC(C(=O)O)C1=CC=CC=C1,O=C(O)CNC(=O)OCCCI,CC(I)COC(=O)NC(CCCNC(=N)N)C(=O)O,O=C(O)CCC(NC(=O)OCCCI)C(=O)O,2.3823499999999997,1.6691137177066664,2.6227166666666673,1.9823928111866664
Nc1cc(Cl)ccc1,C,CC1=CC=C(Cl)C=C1N,CC1=CC=C(Cl)C(COC(=O)NC(C(=O)O)C2=CC=CC=C2)=C1N,CC1=CC=C(Cl)C(COC(=O)NCC(=O)O)=C1N,N=C(N)NCCCC(NC(=O)OCCC1=CC=C(Cl)C=C1N)C(=O)O,CC1=CC=C(Cl)C(COC(=O)NC(CCC(=O)O)C(=O)O)=C1N,2.632090464231818,2.381148063678333,3.2456038049166667,2.6772
Cc1ccc(Cl)cc1,C,CCC1=CC=C(Cl)C=C1,CCC1=CC(COC(=O)NC(C(=O)O)C2=CC=CC=C2)=C(Cl)C=C1,CCC1=CC=C(Cl)C(COC(=O)NCC(=O)O)=C1,CCC1=CC(COC(=O)NC(CCCNC(=N)N)C(=O)O)=C(Cl)C=C1,CC(COC(=O)NC(CCC(=O)O)C(=O)O)C1=CC=C(Cl)C=C1,2.984699869881818,2.574693005290909,2.93935,2.4946666666666664
O-C-C=O,C,CC(=O)CO,O=C(CO)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(=O)COCOC(=O)NCC(=O)O,CC(=O)COCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(=O)C(O)COC(=O)NC(CCC(=O)O)C(=O)O,2.5224051336,2.1540284080950003,2.483958321933333,2.6844500000000004
N(C)(:C)(:C),C,CCN(C)C,CCN(C)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCN(C)CCOC(=O)NCC(=O)O,CCN(C)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CN(C)CCCOC(=O)NC(CCC(=O)O)C(=O)O,3.2474957730900003,2.510102448378333,3.23565655101,2.630259836225
