add_SMILES,starting_SMILES 1,starting_SMILES 0,SMILES_with_Phe,SMILES_with_Gly,SMILES_with_Arg,SMILES_with_Glu,IE_Phe,IE_Gly,IE_Arg,IE_Glu
Oc1cc(O)ccc1,C,CC1=C(O)C=C(O)C=C1,CC1=C(OCOC(=O)NC(C(=O)O)C2=CC=CC=C2)C=C(O)C=C1,O=C(O)CNC(=O)OCCC1=C(O)C=C(O)C=C1,CC1=C(O)C=C(O)C(COC(=O)NC(CCCNC(=N)N)C(=O)O)=C1,O=C(O)CCC(NC(=O)OCCC1=C(O)C=C(O)C=C1)C(=O)O,2.9750196667249997,2.8086431695583327,2.5515488870283334,2.587431056148485
C(:C)(:C)(:N),C,CC(C)(C)N,CC(C)(N)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C)(C)NCOC(=O)NCC(=O)O,CC(C)(N)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(C)(N)CCOC(=O)NC(CCC(=O)O)C(=O)O,3.2036940380033334,2.5441690518333333,3.077212531241667,1.9499357185000001
C(C)(C)(C)(H),C,[H]C(C)(C)CC,[H]C(C)(CC)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]C(C)(C)CCCOC(=O)NCC(=O)O,[H]C(C)(CC)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,[H]C(C)(C)CCCOC(=O)NC(CCC(=O)O)C(=O)O,3.3716270940099995,2.7069501986450004,3.0428140170083333,2.994124945708333
C-C(C)-C-C-C,C,CCCC(C)CC,CCCC(CC)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCCC(C)(CC)COC(=O)NCC(=O)O,CCC(C)CCCCOC(=O)NC(CCCNC(=N)N)C(=O)O,CCCC(CC)CCOC(=O)NC(CCC(=O)O)C(=O)O,2.87725050828,3.2058520428246036,3.324126568444047,2.632980755091667
C(N)(N),C,CNCN,CNC(N)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CN(CN)COC(=O)NCC(=O)O,CNCNCOC(=O)NC(CCCNC(=N)N)C(=O)O,CN(CN)COC(=O)NC(CCC(=O)O)C(=O)O,2.6254528443000003,2.210448695708333,2.3560583219333333,2.3348132160533335
C(N)(N),C,CNCN,CN(CN)COC(=O)NC(C(=O)O)C1=CC=CC=C1,NCNCCOC(=O)NCC(=O)O,CNC(N)COC(=O)NC(CCCNC(=N)N)C(=O)O,CNCNCOC(=O)NC(CCC(=O)O)C(=O)O,2.4882013854199996,2.774036499411667,2.88522595185,2.528898063678333
C(N)(N),C,CNCN,NCNCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CN(CN)COC(=O)NCC(=O)O,CN(CN)COC(=O)NC(CCCNC(=N)N)C(=O)O,CNCNCOC(=O)NC(CCC(=O)O)C(=O)O,2.4899480082666665,2.210448695708333,2.4021249886000002,2.528898063678333
C(N)(N),C,CNCN,NCNCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CNCNCOC(=O)NCC(=O)O,N=C(N)NCCCC(NC(=O)OCCNCN)C(=O)O,NCNCCOC(=O)NC(CCC(=O)O)C(=O)O,2.4899480082666665,2.2242855530283334,2.657196489125,2.9240931695583336
C(N)(N),C,CNCN,CNC(N)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CN(CN)COC(=O)NCC(=O)O,CNCNCOC(=O)NC(CCCNC(=N)N)C(=O)O,CN(CN)COC(=O)NC(CCC(=O)O)C(=O)O,2.6254528443000003,2.210448695708333,2.3560583219333333,2.3348132160533335
C(N)(N),C,CNCN,CN(CN)COC(=O)NC(C(=O)O)C1=CC=CC=C1,NCNCCOC(=O)NCC(=O)O,CNC(N)COC(=O)NC(CCCNC(=N)N)C(=O)O,CNCNCOC(=O)NC(CCC(=O)O)C(=O)O,2.4882013854199996,2.774036499411667,2.88522595185,2.528898063678333
