add_SMILES,starting_SMILES 1,starting_SMILES 0,SMILES_with_Phe,SMILES_with_Gly,SMILES_with_Arg,SMILES_with_Glu,IE_Phe,IE_Gly,IE_Arg,IE_Glu
OC1CCC(Cl)CC1,C,CC1CC(O)CCC1Cl,CC1C(Cl)CCC(O)C1COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC1CC(O)CCC1(Cl)COC(=O)NCC(=O)O,CC1C(Cl)CCC(O)C1COC(=O)NC(CCCNC(=N)N)C(=O)O,CC1CC(O)CCC1(Cl)COC(=O)NC(CCC(=O)O)C(=O)O,3.246297403325,3.061649493951667,2.5910239321749997,2.582892296408333
O=C-C-O-C,C,COC(C)C=O,COC(C)C(=O)COC(=O)NC(C(=O)O)C1=CC=CC=C1,COC(C=O)CCOC(=O)NCC(=O)O,COC(C)C(=O)COC(=O)NC(CCCNC(=N)N)C(=O)O,COC(C=O)CCOC(=O)NC(CCC(=O)O)C(=O)O,2.760666666666667,2.5522450747616667,2.3829521397080087,2.8253
O=C-C-O-C,C,COC(C)C=O,CC(C=O)OCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,COC(C)(C=O)COC(=O)NCC(=O)O,COC(C)(C=O)COC(=O)NC(CCCNC(=N)N)C(=O)O,COC(C)(C=O)COC(=O)NC(CCC(=O)O)C(=O)O,2.8432603907533336,2.408813629208333,2.2701847514166666,2.6752737427083337
O=C-C-O-C,C,COC(C)C=O,COC(C)C(=O)COC(=O)NC(C(=O)O)C1=CC=CC=C1,COC(C)C(=O)COC(=O)NCC(=O)O,COC(C)C(=O)COC(=O)NC(CCCNC(=N)N)C(=O)O,COC(C)(C=O)COC(=O)NC(CCC(=O)O)C(=O)O,2.760666666666667,2.3103401806416666,2.3829521397080087,2.6752737427083337
O=C-C-O-C,C,COC(C)C=O,COC(C=O)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,COC(C)C(=O)COC(=O)NCC(=O)O,COC(C=O)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(C=O)OCCOC(=O)NC(CCC(=O)O)C(=O)O,2.75305,2.3103401806416666,2.5751448216666666,3.0023543707068185
O=C-C-O-C,C,COC(C)C=O,COC(C)C(=O)COC(=O)NC(C(=O)O)C1=CC=CC=C1,COC(C=O)CCOC(=O)NCC(=O)O,COC(C)C(=O)COC(=O)NC(CCCNC(=N)N)C(=O)O,COC(C=O)CCOC(=O)NC(CCC(=O)O)C(=O)O,2.760666666666667,2.5522450747616667,2.3829521397080087,2.8253
O=C-C-O-C,C,COC(C)C=O,CC(C=O)OCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,COC(C)(C=O)COC(=O)NCC(=O)O,COC(C)(C=O)COC(=O)NC(CCCNC(=N)N)C(=O)O,COC(C)(C=O)COC(=O)NC(CCC(=O)O)C(=O)O,2.8432603907533336,2.408813629208333,2.2701847514166666,2.6752737427083337
O=C-C-O-C,C,COC(C)C=O,COC(C)C(=O)COC(=O)NC(C(=O)O)C1=CC=CC=C1,COC(C)C(=O)COC(=O)NCC(=O)O,COC(C)C(=O)COC(=O)NC(CCCNC(=N)N)C(=O)O,COC(C)(C=O)COC(=O)NC(CCC(=O)O)C(=O)O,2.760666666666667,2.3103401806416666,2.3829521397080087,2.6752737427083337
O=C-C-O-C,C,COC(C)C=O,COC(C=O)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,COC(C)C(=O)COC(=O)NCC(=O)O,COC(C=O)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(C=O)OCCOC(=O)NC(CCC(=O)O)C(=O)O,2.75305,2.3103401806416666,2.5751448216666666,3.0023543707068185
C(Cl)(H),C,[H]C(C)Cl,[H]C(Cl)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]C(Cl)CCOC(=O)NCC(=O)O,[H]C(Cl)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,[H]C(Cl)CCOC(=O)NC(CCC(=O)O)C(=O)O,2.1924215607866664,2.7003497073866667,2.4477749886,2.433988227453333
