add_SMILES,starting_SMILES 1,starting_SMILES 0,SMILES_with_Phe,SMILES_with_Gly,SMILES_with_Arg,SMILES_with_Glu,IE_Phe,IE_Gly,IE_Arg,IE_Glu
C(-O)(=O),C,CC(=O)O,O=C(O)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(=O)OCOC(=O)NCC(=O)O,CC(=O)OCOC(=O)NC(CCCNC(=N)N)C(=O)O,O=C(O)CCOC(=O)NC(CCC(=O)O)C(=O)O,2.3002048941199997,2.0012673082416663,2.6986000000000003,1.9552
C(C)(C)(C)(C),C,CCC(C)(C)C,CCC(C)(C)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(C)(C)CCOC(=O)NCC(=O)O,CCC(C)(C)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(C)(C)CCOC(=O)NC(CCC(=O)O)C(=O)O,2.847256604635,2.7115789735133338,3.127895864575,3.2986791979083336
C(H)(N),C,[H]C(C)N,[H]C(C)(N)COC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]C(N)CCOC(=O)NCC(=O)O,[H]C(N)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,[H]C(C)(N)COC(=O)NC(CCC(=O)O)C(=O)O,2.6040598362250003,2.1095152969666664,2.2328249886,2.524893169558333
N:C:N-C,C,CNCNC,CNC(COC(=O)NC(C(=O)O)C1=CC=CC=C1)NC,CNCNCCOC(=O)NCC(=O)O,CNCN(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,CNCNCCOC(=O)NC(CCC(=O)O)C(=O)O,2.5883742964933334,2.9120126297249995,2.937134298669524,2.7218500000000003
N:C:N-C,C,CNCNC,CNCN(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CNCN(C)COC(=O)NCC(=O)O,CNC(COC(=O)NC(CCCNC(=N)N)C(=O)O)NC,CNCNCCOC(=O)NC(CCC(=O)O)C(=O)O,2.6774553621000003,2.49847192382,3.2677226894349998,2.7218500000000003
N:C:N-C,C,CNCNC,CNCN(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CNCN(C)COC(=O)NCC(=O)O,CNCN(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,CNC(COC(=O)NC(CCC(=O)O)C(=O)O)NC,2.6774553621000003,2.49847192382,2.937134298669524,2.786060178858334
N:C:N-C,C,CNCNC,CNCNCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CNCN(C)COC(=O)NCC(=O)O,CNC(COC(=O)NC(CCCNC(=N)N)C(=O)O)NC,CNCNCCOC(=O)NC(CCC(=O)O)C(=O)O,2.7636242964933335,2.49847192382,3.2677226894349998,2.7218500000000003
N:C:N-C,C,CNCNC,CNC(COC(=O)NC(C(=O)O)C1=CC=CC=C1)NC,CNCNCCOC(=O)NCC(=O)O,CNCN(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,CNCNCCOC(=O)NC(CCC(=O)O)C(=O)O,2.5883742964933334,2.9120126297249995,2.937134298669524,2.7218500000000003
N:C:N-C,C,CNCNC,CNCN(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CNCN(C)COC(=O)NCC(=O)O,CNC(COC(=O)NC(CCCNC(=N)N)C(=O)O)NC,CNCNCCOC(=O)NC(CCC(=O)O)C(=O)O,2.6774553621000003,2.49847192382,3.2677226894349998,2.7218500000000003
N:C:N-C,C,CNCNC,CNCN(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CNCN(C)COC(=O)NCC(=O)O,CNCN(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,CNC(COC(=O)NC(CCC(=O)O)C(=O)O)NC,2.6774553621000003,2.49847192382,2.937134298669524,2.786060178858334
N:C:N-C,C,CNCNC,CNCNCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CNCN(C)COC(=O)NCC(=O)O,CNC(COC(=O)NC(CCCNC(=N)N)C(=O)O)NC,CNCNCCOC(=O)NC(CCC(=O)O)C(=O)O,2.7636242964933335,2.49847192382,3.2677226894349998,2.7218500000000003
C(-N)(=C),C,CC=CN,CC(=CN)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC=C(N)COC(=O)NCC(=O)O,CC(=CN)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC=C(N)COC(=O)NC(CCC(=O)O)C(=O)O,2.6754744050866663,2.423704836033333,2.6722661156250007,2.421840409375
C=N-N-C,C,C=NN(C)C,C=NN(C)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,C=NN(C)CCOC(=O)NCC(=O)O,CN(C)N=CCOC(=O)NC(CCCNC(=N)N)C(=O)O,C=NN(C)CCOC(=O)NC(CCC(=O)O)C(=O)O,2.964710390753333,2.5181058987283333,2.6376514914916664,2.9094166835333333
C(C)(H)(O),C,[H]C(O)CC,[H]C(O)C(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]C(O)(CC)COC(=O)NCC(=O)O,[H]C(O)CCCOC(=O)NC(CCCNC(=N)N)C(=O)O,[H]C(O)CCCOC(=O)NC(CCC(=O)O)C(=O)O,2.4861013854199996,2.507495963058333,2.6459416552666672,2.4793715607866664
C-C=C-C,C,CC=CCC,CC=C(CC)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC=C(C)COC(=O)NCC(=O)O,CCC=C(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCC=CCCOC(=O)NC(CCC(=O)O)C(=O)O,2.7784452881000004,2.5160110403333333,3.080943949886667,2.768221560786667
O=C-C=C-C,C,CC(C)=CC=O,CC(C)=C(C=O)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C)=C(C=O)COC(=O)NCC(=O)O,CC(=CC=O)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(C)=CC(=O)COC(=O)NC(CCC(=O)O)C(=O)O,2.6783741854333334,2.431,2.6998692820250003,2.4041647303450002
O-C-C=C,C,CC=CCO,O=C(NC(C(=O)O)C1=CC=CC=C1)OCCC=CCO,CC=C(CO)COC(=O)NCC(=O)O,N=C(N)NCCCC(NC(=O)OCCC=CCO)C(=O)O,CC(=CCO)COC(=O)NC(CCC(=O)O)C(=O)O,2.6508051335999996,2.3860116179333337,2.708746072159524,2.471036477706667
C1C=CC=C1,C,CC1C=CC=C1,O=C(NC(C(=O)O)C1=CC=CC=C1)OCCC1C=CC=C1,CC1C=CC(COC(=O)NCC(=O)O)=C1,CC1C=CC=C1COC(=O)NC(CCCNC(=N)N)C(=O)O,CC1(COC(=O)NC(CCC(=O)O)C(=O)O)C=CC=C1,2.55394740316,2.4305870123666664,3.132444342909524,2.4559411270250004
O=C-C-C-C-C=O,C,CC(C=O)CCC=O,CC(CCC=O)C(=O)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C=O)CC(C=O)COC(=O)NCC(=O)O,CC(C=O)(CCC=O)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC(C=O)C(CC=O)COC(=O)NC(CCC(=O)O)C(=O)O,2.9440898843433336,2.474048063678333,2.2152771339416666,2.699720176933334
