add_SMILES,starting_SMILES 1,starting_SMILES 0,starting_SMILES -1,SMILES_with_Phe,SMILES_with_Gly,SMILES_with_Arg,SMILES_with_Glu,IE_Phe,IE_Gly,IE_Arg,IE_Glu
O=C-C:C-N,C,CC(N)CC=O,NA,CC(N)C(C=O)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(N)CC(=O)COC(=O)NCC(=O)O,CC(CC=O)NCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(N)CC(=O)COC(=O)NC(CCC(=O)O)C(=O)O,2.911382056486666,2.5806708765583335,2.4358114883333335,2.584076922886667
Cl-C-C-C-C,C,CCC(C)CCl,NA,CC(CCl)C(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(CCl)CCOC(=O)NCC(=O)O,CCC(C)C(Cl)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(C)C(Cl)COC(=O)NC(CCC(=O)O)C(=O)O,2.8574749399833332,2.5029106477866665,2.810159742063889,2.3552410806
O-C-C-C-C-N,C,CC(CO)CCN,NA,CC(CCN)COCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(CO)(CCN)COC(=O)NCC(=O)O,CC(CCN)COCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(CO)C(CN)COC(=O)NC(CCC(=O)O)C(=O)O,3.09790727303,2.3686083219333334,2.840314619676667,2.6765871382500004
CC1CCC(C)CC1,C,CC1CCC(C)(C)CC1,NA,CC1CCC(C)(C)CC1COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC1CCC(C)(C)C(COC(=O)NCC(=O)O)C1,CC1CCC(C)(CCOC(=O)NC(CCCNC(=N)N)C(=O)O)CC1,CC1CCC(C)(CCOC(=O)NC(CCC(=O)O)C(=O)O)CC1,2.878814938756667,2.98736060958619,2.7491673282916667,2.425808551775
N-C-C:C,C,CCCNC,NA,CNCCCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CNCCCCOC(=O)NCC(=O)O,CCCNCCOC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(COC(=O)NC(CCC(=O)O)C(=O)O)NC,3.0897191934700006,2.5863048360333334,2.8233482776933334,2.5847862925583334
c1cc[nH]c1,C,CC1=CC=CN1,NA,O=C(NC(C(=O)O)C1=CC=CC=C1)OCCC1=CC=CN1,CC1=CC=C(COC(=O)NCC(=O)O)N1,N=C(N)NCCCC(NC(=O)OCCC1=CC=CN1)C(=O)O,CC1=CC(COC(=O)NC(CCC(=O)O)C(=O)O)=CN1,2.5971166666666665,2.31957523982,2.4447249886,2.2232882274533337
C(-N)(=O),C,CNC=O,NA,CN(C=O)COC(=O)NC(C(=O)O)C1=CC=CC=C1,O=CNCCOC(=O)NCC(=O)O,N=C(N)NCCCC(NC(=O)OCCNC=O)C(=O)O,O=CNCCOC(=O)NC(CCC(=O)O)C(=O)O,2.5895597301533337,2.1584835998400003,2.765279822458334,2.739959836225
OC1CCC(N)CC1,C,CC1CC(O)CCC1N,NA,CC1CC(O)CCC1NCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC1C(N)CCC(O)C1COC(=O)NCC(=O)O,CC1(COC(=O)NC(CCCNC(=N)N)C(=O)O)CC(O)CCC1N,CC1(COC(=O)NC(CCC(=O)O)C(=O)O)CC(O)CCC1N,3.24919935566,2.3723621364,3.0036026036338894,3.083271471885
C=C,C,C=CC,NA,CC=CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,C=C(C)COC(=O)NCC(=O)O,CC=CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC=CCOC(=O)NC(CCC(=O)O)C(=O)O,2.3594,2.2659085150666667,2.6129494489583336,2.4649548941200004
CC1C(Cl)CCCC1,C,CC1(C)CCCCC1Cl,NA,CC1(C)CCCC(COC(=O)NC(C(=O)O)C2=CC=CC=C2)C1Cl,CC1(CCOC(=O)NCC(=O)O)CCCCC1Cl,CC1(C)CC(COC(=O)NC(CCCNC(=N)N)C(=O)O)CCC1Cl,CC1(C)CC(COC(=O)NC(CCC(=O)O)C(=O)O)CCC1Cl,3.3754288512525,2.4007372088151517,2.564236251683889,2.634624299775
Cl-C-C-C-C,C,CCCCCCl,NA,CC(CCCCl)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCCC(CCl)COC(=O)NCC(=O)O,CCCC(CCl)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC(CCCCl)COC(=O)NC(CCC(=O)O)C(=O)O,3.0679082733166667,2.3847616081583336,2.0630061923305556,2.380535378013889
C(-H)(-N)(=C),C,[H]C(=C)NC,NA,[H]C(=C)N(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]C(=C)N(C)COC(=O)NCC(=O)O,[H]C(=C)NCCOC(=O)NC(CCCNC(=N)N)C(=O)O,[H]C(=C)N(C)COC(=O)NC(CCC(=O)O)C(=O)O,2.7062460211449997,2.298848695708333,2.86152595185,2.54656491692
N(C)(:C)(:C),C,CCN(C)C,NA,CC(COC(=O)NC(C(=O)O)C1=CC=CC=C1)N(C)C,CCN(C)CCOC(=O)NCC(=O)O,CN(C)CCCOC(=O)NC(CCCNC(=N)N)C(=O)O,CCN(C)CCOC(=O)NC(CCC(=O)O)C(=O)O,3.0164255632116665,2.510102448378333,3.2070217319100003,2.9346265022833333
