add_SMILES,starting_SMILES 1,starting_SMILES 0,starting_SMILES -1,SMILES_with_Phe,SMILES_with_Gly,SMILES_with_Arg,SMILES_with_Glu,IE_Phe,IE_Gly,IE_Arg,IE_Glu
C-C=C-C-C,C,CC=C(C)CC,NA,CCC(C)=C(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC=C(CC)CCOC(=O)NCC(=O)O,CCC(C)=C(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC=C(C)C(C)COC(=O)NC(CCC(=O)O)C(=O)O,2.8377018001400005,2.6001242424242426,2.7171390770249997,3.204127547625
Cc1cc(Cl)ccc1,C,CCC1=CC(Cl)=CC=C1,NA,O=C(NC(C(=O)O)C1=CC=CC=C1)OCCCC1=CC(Cl)=CC=C1,CCC1=CC(Cl)=CC=C1COC(=O)NCC(=O)O,CCC1=C(COC(=O)NC(CCCNC(=N)N)C(=O)O)C(Cl)=CC=C1,O=C(O)CCC(NC(=O)OCCCC1=CC(Cl)=CC=C1)C(=O)O,2.91153177615,2.423032036115909,3.13547709868,2.5551265028916665
C-C:N:C,C,CNC(C)C,NA,CNC(C)(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C)N(C)COC(=O)NCC(=O)O,CNC(C)(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC(C)NCCOC(=O)NC(CCC(=O)O)C(=O)O,2.9607343021838894,2.7972187047383335,2.868871882116667,2.7890598362250003
O-C:C:C-C,C,CCC(C)CO,NA,CC(CO)C(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(C)C(O)COC(=O)NCC(=O)O,CC(CO)CCCOC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(C)C(O)COC(=O)NC(CCC(=O)O)C(=O)O,3.1385815624099997,2.4819768455249998,2.9165133871766664,2.784228265275
Cl-C:C-C=O,C,CC(Cl)CC=O,NA,CC(Cl)C(C=O)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(Cl)CC(=O)COC(=O)NCC(=O)O,CC(Cl)(CC=O)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC(Cl)CC(=O)COC(=O)NC(CCC(=O)O)C(=O)O,2.769488695433333,2.631974555591667,2.442116115625,2.6341077936916664
C(C)(C)(C),C,CCC(C)C,NA,CCC(C)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C)C(C)COC(=O)NCC(=O)O,CCC(C)(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(C)(C)COC(=O)NC(CCC(=O)O)C(=O)O,3.3716270940099995,2.9168118891850003,2.7172474217583336,2.8541151094833332
C(C)(C)(C),C,CCC(C)C,NA,CCC(C)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C)C(C)COC(=O)NCC(=O)O,CCC(C)(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(C)(C)COC(=O)NC(CCC(=O)O)C(=O)O,3.3716270940099995,2.9168118891850003,2.7172474217583336,2.8541151094833332
C(C)(C)(C),C,CCC(C)C,NA,CCC(C)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C)C(C)COC(=O)NCC(=O)O,CCC(C)(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(C)(C)COC(=O)NC(CCC(=O)O)C(=O)O,3.3716270940099995,2.9168118891850003,2.7172474217583336,2.8541151094833332
C(C)(C)(C),C,CCC(C)C,NA,CCC(C)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C)C(C)COC(=O)NCC(=O)O,CCC(C)(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(C)(C)COC(=O)NC(CCC(=O)O)C(=O)O,3.3716270940099995,2.9168118891850003,2.7172474217583336,2.8541151094833332
O-C-C-C=C,C,C=CCCOC,NA,C=CCCOCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,C=CC(COC)COC(=O)NCC(=O)O,C=CCCOCCOC(=O)NC(CCCNC(=N)N)C(=O)O,C=CCCOCCOC(=O)NC(CCC(=O)O)C(=O)O,2.6131484428166667,2.282306329552576,3.3080403558950002,2.8206598362250004
C-O-C-C=C,C,C=CCOCC,NA,C=C(COCC)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCOCC=CCOC(=O)NCC(=O)O,C=CC(COC(=O)NC(CCCNC(=N)N)C(=O)O)OCC,C=CC(COC(=O)NC(CCC(=O)O)C(=O)O)OCC,2.9615643598428574,2.4537116833416666,3.3627681035545236,2.8127411270250002
Cc1cc(O)ccc1,C,CC1=CC(O)=C(C)C=C1,NA,CC1=CC(O)=C(C)C=C1COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC1=C(O)C=C(CCOC(=O)NCC(=O)O)C=C1,CC1=C(O)C(COC(=O)NC(CCCNC(=N)N)C(=O)O)=C(C)C=C1,CC1=CC(O)=C(C)C(COC(=O)NC(CCC(=O)O)C(=O)O)=C1,2.918470155973485,2.81050096325,2.661781611026667,2.177671465523485
