add_SMILES,starting_SMILES 2,starting_SMILES 1,starting_SMILES 0,SMILES_with_Phe,SMILES_with_Gly,SMILES_with_Arg,SMILES_with_Glu,IE_Phe,IE_Gly,IE_Arg,IE_Glu
C(N)(:C),C,CCNC,C=C(CC)C(C)NC,CCC(=CCOC(=O)NC(C(=O)O)C1=CC=CC=C1)C(C)NC,C=C(CC)C(C)N(C)COC(=O)NCC(=O)O,C=C(CC)C(C)(COC(=O)NC(CCCNC(=N)N)C(=O)O)NC,CCC(=CCOC(=O)NC(CCC(=O)O)C(=O)O)C(C)NC,2.80072477486,2.9109846606666667,3.3826760843000003,2.7396390770250005
C(N)(:C),C,CCNC,CCNCCCNCC,CCNCCCNCCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCNCC(CNCC)COC(=O)NCC(=O)O,CCNCC(CNCC)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCNCC(CNCC)COC(=O)NC(CCC(=O)O)C(=O)O,1.93958995576,2.4963548110952383,3.5200460622183334,2.5780974217583337
C(H)(:C)(:N),C,[H]C(N)CC,[H]C(N)C(C)C=CC=C,[H]C(N)C(C)C=CC(=C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]C(N)(COC(=O)NCC(=O)O)C(C)C=CC=C,[H]C(N)(COC(=O)NC(CCCNC(=N)N)C(=O)O)C(C)C=CC=C,[H]C(NCOC(=O)NC(CCC(=O)O)C(=O)O)C(C)C=CC=C,3.1139916552666667,2.6673999999999998,3.1656674527199997,2.8682341193866674
C(H)(:C)(:N),C,[H]C(N)CC,[H]C(N)C(C)C1(O)CCC(O)CC1,[H]C(N)C(CCOC(=O)NC(C(=O)O)C1=CC=CC=C1)C1(O)CCC(O)CC1,[H]C(NCOC(=O)NCC(=O)O)C(C)C1(O)CCC(O)CC1,[H]C(N)C(CCOC(=O)NC(CCCNC(=N)N)C(=O)O)C1(O)CCC(O)CC1,[H]C(N)C(C)C1(O)CCC(O)C(COC(=O)NC(CCC(=O)O)C(=O)O)C1,3.1411375532649997,2.750473264155238,3.218346019236667,3.0720357129466667
F,[H]C(C)(C)N,[H]C(C)(N)CF,[H]C(C)(CF)NC(CC)CCCC=O,[H]C(C)(CF)N(COC(=O)NC(C(=O)O)C1=CC=CC=C1)C(CC)CCCC=O,[H]C(C)(CF)NC(CCCC=O)C(C)COC(=O)NCC(=O)O,[H]C(C)(CF)N(COC(=O)NC(CCCNC(=N)N)C(=O)O)C(CC)CCCC=O,[H]C(CF)(CCOC(=O)NC(CCC(=O)O)C(=O)O)NC(CC)CCCC=O,3.2410481800249995,2.459986309671905,3.0464281040083327,2.2412923148416666
F,[H]C(C)(C)N,[H]C(C)(N)CF,[H]C(N)(CF)CC(C=O)CC,[H]C(N)(CF)CC(C=O)CCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]C(N)(CF)CC(C=O)(CC)COC(=O)NCC(=O)O,[H]C(N)(CC(C=O)CC)C(F)COC(=O)NC(CCCNC(=N)N)C(=O)O,[H]C(N)(CC(C=O)CC)C(F)COC(=O)NC(CCC(=O)O)C(=O)O,2.9485347774266666,2.632118349653333,2.249950636775,2.0631032150166666
C(C)(:N)(:N),[H]C(C)(C)N,[H]C(C)(N)CNC(C)N,[H]C(C)(N)CN(C(C)N)C1CCC(N)C(C)C1,[H]C(C)(N)CN(C1CCC(N)C(C)C1)C(C)(N)COC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]C(C)(N)CN(C1CCC(N)C(C)C1)C(C)NCOC(=O)NCC(=O)O,[H]C(N)(CCOC(=O)NC(CCCNC(=N)N)C(=O)O)CN(C(C)N)C1CCC(N)C(C)C1,[H]C(C)(N)CN(C(C)N)C1CCC(N)C(C)(COC(=O)NC(CCC(=O)O)C(=O)O)C1,3.3077054030083337,3.6491034434283613,3.2196309105600003,3.2492154488600002
C(C)(:N)(:N),[H]C(C)(C)N,[H]C(C)(N)CNC(C)N,[H]C(C)(N)CNC(C)NC(=C)CN,[H]C(C)(N)CNC(CCOC(=O)NC(C(=O)O)C1=CC=CC=C1)NC(=C)CN,[H]C(C)(N)CNC(C)NC(=CCOC(=O)NCC(=O)O)CN,[H]C(C)(N)CN(COC(=O)NC(CCCNC(=N)N)C(=O)O)C(C)NC(=C)CN,[H]C(C)(N)CNC(CCOC(=O)NC(CCC(=O)O)C(=O)O)NC(=C)CN,2.7990507860533334,2.6137390520869053,3.70269381829,2.747584119386667
C-C:C-C-C,[H]C(C)(N)CNC(C)N,[H]C(C)(CNC(C)N)NCCCCC,[H]C(C)(CNC(C)(N)OC)NCCCCC,[H]C(C)(CNC(C)(N)OC)N(CCCCC)COC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]C(C)(CNC(C)(NCOC(=O)NCC(=O)O)OC)NCCCCC,[H]C(C)(CNC(N)(CCOC(=O)NC(CCCNC(=N)N)C(=O)O)OC)NCCCCC,[H]C(C)(NCCCCC)C(COC(=O)NC(CCC(=O)O)C(=O)O)NC(C)(N)OC,3.74065761999577,3.4991525828507144,3.4004580870333334,3.5574904621999996
C-C:C-C-C,[H]C(C)(N)CNC(C)N,[H]C(C)(CNC(C)N)NCCCCC,[H]C(C)(CNC(C)N)NC(CCCC)N=CNC,[H]C(C)(CNC(C)N)NC(CCCC)N=CNCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]C(C)(CNC(C)N)NC(CCCC)N=C(COC(=O)NCC(=O)O)NC,[H]C(C)(CNC(C)N)NC(CCCC)N=C(COC(=O)NC(CCCNC(=N)N)C(=O)O)NC,[H]C(C)(CNC(C)N)NC(CCCC)N=CN(C)COC(=O)NC(CCC(=O)O)C(=O)O,3.735012908465,3.558747178059048,3.4660113048640477,3.4393882817450008
