add_SMILES,starting_SMILES 2,starting_SMILES 1,starting_SMILES 0,SMILES_with_Phe,SMILES_with_Gly,SMILES_with_Arg,SMILES_with_Glu,IE_Phe,IE_Gly,IE_Arg,IE_Glu
O=C-C-N-C,C,CNC(C)C=O,CC(C=O)NCCC=CO,CC(C=O)(COC(=O)NC(C(=O)O)C1=CC=CC=C1)NCCC=CO,CC(C=O)NCCC=COCOC(=O)NCC(=O)O,CC(C=O)NCCC=COCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(C=O)NC(CC=CO)COC(=O)NC(CCC(=O)O)C(=O)O,3.380355065243333,2.6361384669333328,2.4909446793433334,2.870379197908333
O=C-C-N-C,C,CNC(C)C=O,CC=C(CC)CC(C=O)NC,CC=C(CC)CC(C=O)N(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC=C(CC)C(COC(=O)NCC(=O)O)C(C=O)NC,CC=C(CC)CC(NC)C(=O)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC=C(CC)CC(NC)C(=O)COC(=O)NC(CCC(=O)O)C(=O)O,2.98671659525,3.0156237131690475,2.7769665952500002,3.226057722275
N=C-C-C,C,CCC(C)=N,CCC(CC)CCC(C)=N,CCC(CCC(C)=N)C(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(CCCOC(=O)NCC(=O)O)CCC(C)=N,CCC(CC)CCC(=N)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(CC)CCC(=N)CCOC(=O)NC(CCC(=O)O)C(=O)O,3.5363777282059523,2.758064919421905,2.6613791979083334,2.6099291979083334
N=C-C-C,C,CCC(C)=N,CC(=N)C(C)C(O)C=O,CC(=NCOC(=O)NC(C(=O)O)C1=CC=CC=C1)C(C)C(O)C=O,CC(=N)C(CCOC(=O)NCC(=O)O)C(O)C=O,CC(C(=N)CCOC(=O)NC(CCCNC(=N)N)C(=O)O)C(O)C=O,CC(=NCOC(=O)NC(CCC(=O)O)C(=O)O)C(C)C(O)C=O,3.377664895743333,2.9205614467484846,2.306537077823485,2.5132814680901516
O-C-C=C-C,CCCC=N,CCC(C=N)C(C)=CCO,CC(=CCO)C(C=N)C(C)C1CCNC1,CC(=CCO)C(C=N)(COC(=O)NC(C(=O)O)C1=CC=CC=C1)C(C)C1CCNC1,CC(=CCO)C(C=N)C(C)C1CNC(COC(=O)NCC(=O)O)C1,CC(=CCO)C(C=N)C(CCOC(=O)NC(CCCNC(=N)N)C(=O)O)C1CCNC1,CC(=CCOCOC(=O)NC(CCC(=O)O)C(=O)O)C(C=N)C(C)C1CCNC1,3.508926390626667,2.7070914165885713,3.196550175212381,2.16351494436
O-C-C=C-C,CCCC=N,CCC(C=N)C(C)=CCO,CCC(C=N)C(C)=C(CO)NCCO,CCC(C=N)C(C)=C(NCCO)C(O)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(C=N)(COC(=O)NCC(=O)O)C(C)=C(CO)NCCO,CCC(C=N)C(C)=C(CO)NC(CO)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(C=N)C(C)=C(CO)NCCOCOC(=O)NC(CCC(=O)O)C(=O)O,3.099848180025,2.9015310113683332,2.9026075560533333,2.5373784779068185
C=C-C:C,CCCC=N,C=CCCC(=N)CCC,C=CCCC(=N)C(CC)OCC=O,CCC(OCC=O)C(=N)CCC=CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,C=CCCC(=NCOC(=O)NCC(=O)O)C(CC)OCC=O,C=CCCC(=N)C(CCCOC(=O)NC(CCCNC(=N)N)C(=O)O)OCC=O,CCC(OCC=O)C(=N)CCC=CCOC(=O)NC(CCC(=O)O)C(=O)O,3.60443823026,3.5962505156657136,3.120360064413333,2.950731688718333
C=C-C:C,CCCC=N,C=CCCC(=N)CCC,CCCCOC=CCCC(=N)CCC,CCCC(=N)CCC=COC(CCC)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCCCOC=CC(COC(=O)NCC(=O)O)CC(=N)CCC,CCCCOC=C(CCC(=N)CCC)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCCCOC=CCCC(=N)CC(C)COC(=O)NC(CCC(=O)O)C(=O)O,3.7526011229670133,3.0301310576157143,3.2939618918999996,2.3144674527200007
CC1CC(C)CC1,CCC=CCCCC=N,CCC=C(CCCC=N)C1CC(C)CC1C,CCC=C(CCCC=N)C1C(C)CC(C)C1C(C)N,CC(N)C1C(C)CC(C)C1C(=CCCCOC(=O)NC(C(=O)O)C1=CC=CC=C1)CCCC=N,CCC=C(C(CCC=N)COC(=O)NCC(=O)O)C1C(C)CC(C)C1C(C)N,CCC=C(CCCC=N)C1C(C)CC(C)(COC(=O)NC(CCCNC(=N)N)C(=O)O)C1C(C)N,CCC=C(CCCC=N)C1(COC(=O)NC(CCC(=O)O)C(=O)O)C(C)CC(C)C1C(C)N,4.067761223180877,4.408621702929167,3.656632563136969,2.9126814007199995
CC1CC(C)CC1,CCC=CCCCC=N,CCC=C(CCCC=N)C1CC(C)CC1C,CCC=C(CCCC=N)C1C(C)CC(C)C1C(O)CCN,CCC=C(CCCC=N)C1C(C)CC(C)C1C(O)(CCN)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC=C(CCCC=N)C1C(C)CC(C)C1C(CCN)OCOC(=O)NCC(=O)O,CCC=C(CCC(C=N)COC(=O)NC(CCCNC(=N)N)C(=O)O)C1C(C)CC(C)C1C(O)CCN,CCC=C(CCCC=N)C1C(C)C(COC(=O)NC(CCC(=O)O)C(=O)O)C(C)C1C(O)CCN,3.7193002594445135,4.346044106825,3.372550352129091,3.1873383257450003
O=N-C:C-N,CCC=CCCCC=N,CCC=CCCCC=NC(CN)N=O,CCC(=CCCCC=NC(CN)N=O)C(=O)CCO,CCC(=CCCCC=NC(N=O)C(N)COC(=O)NC(C(=O)O)C1=CC=CC=C1)C(=O)CCO,CCC(=CCCCC=NC(CN)(COC(=O)NCC(=O)O)N=O)C(=O)CCO,CCC(=CCCC(C=NC(CN)N=O)COC(=O)NC(CCCNC(=N)N)C(=O)O)C(=O)CCO,NCC(N=O)N=CCCCC=C(CCCOC(=O)NC(CCC(=O)O)C(=O)O)C(=O)CCO,2.6914553621,2.555278651193334,3.1129345558600003,2.667997417275152
O=N-C:C-N,CCC=CCCCC=N,CCC=CCCCC=NC(CN)N=O,CCC=CCCC(C=NC(CN)N=O)C1=CC(N)=C(N)C=C1,CCC=CCCC(C=NC(CN)N=O)C1=C(COC(=O)NC(C(=O)O)C2=CC=CC=C2)C(N)=C(N)C=C1,CCC=CCCC(C=NC(N=O)C(N)COC(=O)NCC(=O)O)C1=CC(N)=C(N)C=C1,CCC=CCCC(C=NC(CN)N=O)C1=CC(N)=C(NCOC(=O)NC(CCCNC(=N)N)C(=O)O)C=C1,CCC(=CCCC(C=NC(CN)N=O)C1=CC(N)=C(N)C=C1)COC(=O)NC(CCC(=O)O)C(=O)O,3.61826168962,3.1144658310999995,2.7190662487057145,3.2590096595999993
