add_SMILES,starting_SMILES 2,starting_SMILES 1,starting_SMILES 0,SMILES_with_Phe,SMILES_with_Gly,SMILES_with_Arg,SMILES_with_Glu,IE_Phe,IE_Gly,IE_Arg,IE_Glu
C(-C)(-C)(=O),C,CCC(C)=O,CCC(=O)CC(CC)CC,CCC(=O)CC(CC)CCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(=O)CC(CC)CCCOC(=O)NCC(=O)O,CCC(=O)CC(CC)C(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(=O)C(COC(=O)NC(CCC(=O)O)C(=O)O)C(CC)CC,2.2766141214392857,3.1790414165885714,3.119443216785,2.473018261918333
C(-C)(-C)(=O),C,CCC(C)=O,CC(=O)CCC(C)OC=O,CC(=O)CCC(C)OC(=O)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(=O)CC(COC(=O)NCC(=O)O)C(C)OC=O,CC(=O)C(COC(=O)NC(CCCNC(=N)N)C(=O)O)CC(C)OC=O,CC(CCC(=O)CCOC(=O)NC(CCC(=O)O)C(=O)O)OC=O,2.83169978626,2.726863461653333,2.2851047529833335,2.8157567647499997
C(-C)(-H)(=C),C,[H]C(=C)CC,[H]C(=C)CCNCC=C,[H]C(=C)CCNCC(=C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]C(=C)CCN(CC=C)COC(=O)NCC(=O)O,[H]C(=CCOC(=O)NC(CCCNC(=N)N)C(=O)O)CCNCC=C,[H]C(=C)C(CNCC=C)COC(=O)NC(CCC(=O)O)C(=O)O,3.1573249886,2.838638169366667,2.84766745272,3.17310676475
C(-C)(-H)(=C),C,[H]C(=C)CC,[H]C(=C)CCC1=CC=C2C=CC=CC2=C1,[H]C(=C)C(COC(=O)NC(C(=O)O)C1=CC=CC=C1)CC1=CC=C2C=CC=CC2=C1,[H]C(=C)CC(COC(=O)NCC(=O)O)C1=CC=C2C=CC=CC2=C1,[H]C(=C)CCC1=CC=C2C=CC=C(COC(=O)NC(CCCNC(=N)N)C(=O)O)C2=C1,[H]C(=C)CC(COC(=O)NC(CCC(=O)O)C(=O)O)C1=CC=C2C=CC=CC2=C1,3.7454394206251194,3.6944854576000004,3.7668847969200003,3.03673090812
OC1CC(N)CCC1,[H]C(=C)CC,[H]C(=C)CCC1CCC(O)CC1N,[H]C(=C)CCC1C(N)CC(O)CC1CC1=C(C)C=CC=C1,[H]C(=C)C(COC(=O)NC(C(=O)O)C1=CC=CC=C1)CC1C(N)CC(O)CC1CC1=C(C)C=CC=C1,[H]C(=C)CCC1C(CC2=C(C)C=CC=C2)CC(O)CC1(N)COC(=O)NCC(=O)O,[H]C(=C)CCC1C(N)CC(O)CC1CC1=C(C)C=C(COC(=O)NC(CCCNC(=N)N)C(=O)O)C=C1,[H]C(=C)C(COC(=O)NC(CCC(=O)O)C(=O)O)CC1C(N)CC(O)CC1CC1=C(C)C=CC=C1,3.858226712642857,3.565796356555714,3.350246543278441,2.923751635975
OC1CC(N)CCC1,[H]C(=C)CC,[H]C(=C)CCC1CCC(O)CC1N,[H]C(=C)CCC1(CCCCl)CCC(O)CC1N,[H]C(=C)CCC1(CCCCl)CCC(O)CC1NCOC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]C(=C)CCC1(C(CCCl)COC(=O)NCC(=O)O)CCC(O)CC1N,[H]C(=CCOC(=O)NC(CCCNC(=N)N)C(=O)O)CCC1(CCCCl)CCC(O)CC1N,[H]C(=C)CCC1(CCCCl)C(N)CC(O)CC1COC(=O)NC(CCC(=O)O)C(=O)O,3.8403050352,3.989130486868361,2.7021938285,2.8484024875166662
C(-H)(=N),[H]C(=C)CC,[H]C=NC(C)C([H])=C,[H]C=NC(C)(C([H])=C)C(C)(C)C,[H]C(=C)C(C)(N=C([H])COC(=O)NC(C(=O)O)C1=CC=CC=C1)C(C)(C)C,[H]C=NC(CCOC(=O)NCC(=O)O)(C([H])=C)C(C)(C)C,[H]C=NC(C)(C([H])=C)C(C)(C)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,[H]C=NC(C)(C([H])=C)C(C)(C)CCOC(=O)NC(CCC(=O)O)C(=O)O,3.635850085158333,2.996816648875,3.300497508860714,3.022523742708333
C(-H)(=N),[H]C(=C)CC,[H]C=NC(C)C([H])=C,[H]C=NC(C)C([H])=CC(=O)CO,[H]C=NC(CCOC(=O)NC(C(=O)O)C1=CC=CC=C1)C([H])=CC(=O)CO,[H]C(=CC(=O)CO)C(C)N=C([H])COC(=O)NCC(=O)O,[H]C=NC(CCOC(=O)NC(CCCNC(=N)N)C(=O)O)C([H])=CC(=O)CO,[H]C=NC(C)C([H])=CC(=O)C(O)COC(=O)NC(CCC(=O)O)C(=O)O,3.19948177615,2.8341278678151522,2.8584441219533328,2.406892067208333
N-C-N-C:C,[H]C(=C)C(C)C1CCC(O)CC1N,[H]C(=C)C(C)C1CC(C(N)NCC)C(O)CC1N,[H]C(=C)C(CC(C)NCN)C1CC(C(N)NCC)C(O)CC1N,[H]C(=C)C(CC(C)NCN)C1CC(C(N)(COC(=O)NC(C(=O)O)C2=CC=CC=C2)NCC)C(O)CC1N,[H]C(=C)C(CC(C)NCN)C1CC(COC(=O)NCC(=O)O)(C(N)NCC)C(O)CC1N,[H]C(=C)C(CC(C)(COC(=O)NC(CCCNC(=N)N)C(=O)O)NCN)C1CC(C(N)NCC)C(O)CC1N,[H]C(=C)C(CC(C)NCN)C1(COC(=O)NC(CCC(=O)O)C(=O)O)CC(C(N)NCC)C(O)CC1N,3.7511232512927273,3.9947218465057146,3.069738846985714,2.9002934452000004
N-C-N-C:C,[H]C(=C)C(C)C1CCC(O)CC1N,[H]C(=C)C(C)C1CC(C(N)NCC)C(O)CC1N,[H]C(=C)C(C)C1CC(C(N)NCC)C(O)C(C=C(C)C)C1N,[H]C(=C)C(C)C1CC(C(N)NCC)C(O)C(C=C(C)CCOC(=O)NC(C(=O)O)C2=CC=CC=C2)C1N,[H]C(=CCOC(=O)NCC(=O)O)C(C)C1CC(C(N)NCC)C(O)C(C=C(C)C)C1N,[H]C(=C)C(C)C1CC(C(N)NCC)C(O)C(C=C(C)CCOC(=O)NC(CCCNC(=N)N)C(=O)O)C1N,[H]C(=C)C(C)C1CC(C(N)NCC)C(O)(COC(=O)NC(CCC(=O)O)C(=O)O)C(C=C(C)C)C1N,3.544918789105715,2.9590570869723813,3.2039846226057143,3.288818704433333
