add_SMILES,starting_SMILES 2,starting_SMILES 1,starting_SMILES 0,SMILES_with_Phe,SMILES_with_Gly,SMILES_with_Arg,SMILES_with_Glu,IE_Phe,IE_Gly,IE_Arg,IE_Glu
C-O,C,COC,COCCC1=CC(N)=CC=C1,NC1=CC=CC(CCOCCOC(=O)NC(C(=O)O)C2=CC=CC=C2)=C1,COCCC1=CC(N)=CC(COC(=O)NCC(=O)O)=C1,N=C(N)NCCCC(NC(=O)OCCOCCC1=CC(N)=CC=C1)C(=O)O,COCCC1=CC(N)=CC=C1COC(=O)NC(CCC(=O)O)C(=O)O,2.92980229462,2.3050215027,2.94177728322,3.3706718107
C-O,C,COC,[H]C(=O)CCOC,[H]C(=O)CCOCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]C(=O)CCOCCOC(=O)NCC(=O)O,[H]C(=O)CCOCCOC(=O)NC(CCCNC(=N)N)C(=O)O,[H]C(=O)CCOCCOC(=O)NC(CCC(=O)O)C(=O)O,2.6161551336,2.408448753795,2.597066322191666,2.9414833333333332
C:C-N-C:C,C,CCN(C)CC,CCN(C)C(C)C1CCCC(Cl)C1O,CCN(C)C(C)C1CCC(COC(=O)NC(C(=O)O)C2=CC=CC=C2)C(Cl)C1O,CC(COC(=O)NCC(=O)O)N(C)C(C)C1CCCC(Cl)C1O,CCN(C)C(C)C1C(COC(=O)NC(CCCNC(=N)N)C(=O)O)CCC(Cl)C1O,CCN(C)C(C)(COC(=O)NC(CCC(=O)O)C(=O)O)C1CCCC(Cl)C1O,3.588399218911667,2.7933086149957145,3.007449095629048,2.9146156369300003
C:C-N-C:C,C,CCN(C)CC,[H]N(C)CC(C)N(C)CC,[H]N(C)C(COC(=O)NC(C(=O)O)C1=CC=CC=C1)C(C)N(C)CC,[H]N(C)CC(C)N(C)CCCOC(=O)NCC(=O)O,[H]N(C)CC(C)N(C)C(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,[H]N(C)CC(CCOC(=O)NC(CCC(=O)O)C(=O)O)N(C)CC,3.31679807026,3.4168192700101585,3.3062028236773804,3.303829161905
Cc1c(Cl)cccc1,CCCNCC,CCNC(CC)C1=CC(C)=C(Cl)C=C1,CCNC(CC)C1=CC(CCC2=CC=CC(C)=C2)=C(Cl)C=C1,CCNC(CC)C1=CC(CCC2=CC=C(COC(=O)NC(C(=O)O)C3=CC=CC=C3)C(C)=C2)=C(Cl)C=C1,CCNC(CC)(COC(=O)NCC(=O)O)C1=CC(CCC2=CC=CC(C)=C2)=C(Cl)C=C1,CCNC(CC)C1=CC(CCC2=CC=CC(C)=C2COC(=O)NC(CCCNC(=N)N)C(=O)O)=C(Cl)C=C1,CCNC(CC)C1=CC(CCC2=CC(COC(=O)NC(CCC(=O)O)C(=O)O)=CC(C)=C2)=C(Cl)C=C1,3.8373156334642866,3.7722636854517857,3.935494074666592,3.8669922837200006
Cc1c(Cl)cccc1,CCCNCC,CCNC(CC)C1=CC(C)=C(Cl)C=C1,CCNC(CC)C1=CC(C)=C(Cl)C=C1C(CCC=O)C(C)N,CCNC(CCCOC(=O)NC(C(=O)O)C1=CC=CC=C1)C1=CC(C)=C(Cl)C=C1C(CCC=O)C(C)N,CCNC(CC)C1=CC(C)=C(Cl)C=C1C(CCC=O)C(N)CCOC(=O)NCC(=O)O,CCNC(CC)C1=C(COC(=O)NC(CCCNC(=N)N)C(=O)O)C(C)=C(Cl)C=C1C(CCC=O)C(C)N,CCNC(CC)C1=CC(C)=C(Cl)C=C1C(CCC=O)C(C)NCOC(=O)NC(CCC(=O)O)C(=O)O,3.895454301968453,3.1607555607357143,3.220283457036667,3.136683967608333
Oc1cc(O)ccc1,CCCNCC,CCCNCCC1=CC(O)=CC(O)=C1,CCCNCCC1=CC(O)=CC(O)=C1C1CC(O)CCC1Cl,CCC(COC(=O)NC(C(=O)O)C1=CC=CC=C1)NCCC1=CC(O)=CC(O)=C1C1CC(O)CCC1Cl,CCCNCCC1=CC(O)=C(COC(=O)NCC(=O)O)C(O)=C1C1CC(O)CCC1Cl,CC(CNCCC1=CC(O)=CC(O)=C1C1CC(O)CCC1Cl)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCCNCCC1=CC(O)=C(COC(=O)NC(CCC(=O)O)C(=O)O)C(O)=C1C1CC(O)CCC1Cl,3.1768651339160607,2.839116624993333,2.994493957185,2.9479512045433336
Oc1cc(O)ccc1,CCCNCC,CCCNCCC1=CC(O)=CC(O)=C1,CCCN(CCC1=CC(O)=CC(O)=C1)C(CC)CN,CCCN(CCC1=CC(O)=CC(O)=C1)C(CN)CCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCCN(CCC1=CC(O)=CC(O)=C1COC(=O)NCC(=O)O)C(CC)CN,CCCN(CCC1=CC(O)=CC(O)=C1)C(CC)CNCOC(=O)NC(CCCNC(=N)N)C(=O)O,CCCN(CCC1=CC(O)=CC(O)=C1)C(CN)C(C)COC(=O)NC(CCC(=O)O)C(=O)O,3.6415409852727274,3.246033038205714,3.4349595708599994,3.073664047635
C(C)(:C)(:N),CCCN(CC)C1=CC(C)=C(Cl)C=C1,CCCN(CC)C1=CC(CNC(C)C)=C(Cl)C=C1,CCCN(C1=CC(CNC(C)C)=C(Cl)C=C1)C(C)NCC,CCCN(C1=CC(CNC(C)C)=C(Cl)C=C1)C(CCOC(=O)NC(C(=O)O)C1=CC=CC=C1)NCC,CCCN(C1=CC(CNC(C)C)=C(Cl)C=C1)C(CCOC(=O)NCC(=O)O)NCC,CCCN(C1=CC(CNC(C)C)=C(Cl)C(COC(=O)NC(CCCNC(=N)N)C(=O)O)=C1)C(C)NCC,CCNC(C)N(C1=CC(CNC(C)C)=C(Cl)C=C1)C(CC)COC(=O)NC(CCC(=O)O)C(=O)O,4.031152105568571,4.653034582426212,3.7778311307333325,3.396231001813333
C(C)(:C)(:N),CCCN(CC)C1=CC(C)=C(Cl)C=C1,CCCN(CC)C1=CC(CNC(C)C)=C(Cl)C=C1,CCCN(C)CCCN(CC)C1=CC(CNC(C)C)=C(Cl)C=C1,CCCN(C)CCCN(CC)C1=CC(CN(COC(=O)NC(C(=O)O)C2=CC=CC=C2)C(C)C)=C(Cl)C=C1,CCC(COC(=O)NCC(=O)O)N(C)CCCN(CC)C1=CC(CNC(C)C)=C(Cl)C=C1,CCCN(C)C(CCN(CC)C1=CC(CNC(C)C)=C(Cl)C=C1)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCCN(C)CC(COC(=O)NC(CCC(=O)O)C(=O)O)CN(CC)C1=CC(CNC(C)C)=C(Cl)C=C1,4.31772032692554,4.748468725218332,4.60181810821,3.8786611476733333
