SMILES_added,SMILES_got
Cl-C:C-O-C,COCC(C)Cl
O-C-C-C-C-C-O,COCC(Cl)COCCCCCO
C(C)(H)(N),[H]C(C)NOCCCCCOCC(Cl)COC
C-N-C-N-C,[H]C(CCNCNC)NOCCCCCOCC(Cl)COC
N-C:C-C,[H]C(CCNCNC)NOCCCCCOCC(Cl)C(NCCC)OC
Cc1c(C)cccc1,[H]C(CCNCNC)NOCC(CCCOCC(Cl)C(NCCC)OC)CC1=C(C)C=CC=C1
N(-C)(=O),[H]C(CCNCNCCN=O)NOCC(CCCOCC(Cl)C(NCCC)OC)CC1=C(C)C=CC=C1
