SMILES_added,SMILES_got,logIE
Clc1cc(Cl)ccc1,CC1=C(Cl)C=C(Cl)C=C1,2.3875340786492423
C(-C)(-H)(=C),[H]C(C)=CC1=CC(Cl)=CC(Cl)=C1C,2.407459836225
O-C-O-C-C,[H]C(C)=CC1=C(OCOCC)C(Cl)=CC(Cl)=C1C,3.860777820620001
N:C:N:C,[H]C(C)=CC1=C(OCOCC)C(Cl)=CC(Cl)=C1CC(N)NC,4.171642408719999
C(C)(I),[H]C(C)=CC1=C(OCOCC)C(Cl)=C(C(C)I)C(Cl)=C1CC(N)NC,3.405424640458334
O=C-C-C-C-C(O)-C,[H]C(C)=CC1=C(OCOCC)C(Cl)=C(C(C)I)C(Cl)=C1CC(N)N(C)C(=O)CCCC(C)O,2.8029911849702382
