SMILES_added,SMILES_got
N-C-O-C-C,CCOCNC
C-C-N-C-C,CCNCCC(C)OCNC
N(C)(H)(N),[H]N(N)CC(C)NCCC(C)OCNC
CC1CC(O)CC1,[H]N(N)C(C(C)NCCC(C)OCNC)C1CC(O)CC1C
CC1C(N)CCCC1,[H]N(N)C(C(C)NCCC(C)(OCNC)C1(N)CCCCC1C)C1CC(O)CC1C
CC1CCC(O)CC1,[H]N(N)C(C(C)NCCC(C)(OCNC)C1(N)CCC(OC2CCC(C)CC2)CC1C)C1CC(O)CC1C
