SMILES_added,SMILES_got
C-C(C)(C)-C-C,CCC(C)(C)CC
N-C-C-C-C,CCCC(N)CC(C)(CC)CC
N=C-C-C,CCCC(N)CC(C)(CC)CCCCC=N
O-C-C-C-C-C,CCCC(CO)C(N)(CCC)CC(C)(CC)CCCCC=N
C(H)(:C)(:N),[H]C(C)(N)C(C)C(C)(CCCCC=N)CC(N)(CCC)C(CO)CCC
N-C-C-C-N,[H]C(C)(N)C(CC(N)CCN)C(C)(CCCCC=N)CC(N)(CCC)C(CO)CCC
C(H)(H)(H),[H]C([H])([H])C(C=N)CCCC(C)(CC(N)(CCC)C(CO)CCC)C(CC(N)CCN)C([H])(C)N
C-C-C-C-C-C(C)-C,[H]C([H])([H])C(C=N)CCCC(C)(CC(N)(CC(C)CCCCCC(C)C)C(CO)CCC)C(CC(N)CCN)C([H])(C)N
