SMILES_added,SMILES_got,logIE
C(-C)(-H)(=C),[H]C(=C)CC,2.4625901152333336
OC1CC(N)CCC1,[H]C(=C)C(C)C1CCC(O)CC1N,3.145921136609524
N-C-N-C:C,[H]C(=C)C(C)C1CCC(O)(N(CC)CN)CC1N,3.8555488494100287
N-C-C-C-C-C,[H]C(=C)C(C)C1C(N)CC(O)(N(CC)CN)CC1NCCCCC,4.084494438684048
C(-N)(=C),[H]C(=C)C(C)C1C(N)CC(O)(N(CC)CN)C(NC=C)C1NCCCCC,4.076201602709048
CC1C(N)CCCC1,[H]C(=CNC1CCCCC1C)C(C)C1C(N)CC(O)(N(CC)CN)C(NC=C)C1NCCCCC,4.200900888218918
N=C-C-C,[H]C(=CNC1CCCCC1C)C(C)C1C(N)CC(OC(C)C=N)(N(CC)CN)C(NC=C)C1NCCCCC,4.441597277404631
