SMILES_added,SMILES_got,logIE
CC1C(C)CCCC1,CCC1CCCCC1C,2.8653286118861905
O=C-C:C-C,CC(CCCC=O)C1CCCCC1C,2.231997789795
Cc1c(C)cccc1,CC1=C(C)C(C2CCCC(C(C)CCCC=O)C2C)=CC=C1,2.460227309614286
O-C-C-C-C-C-N-C,CNC(CCCCO)CC1=C(C)C(C2CCCC(C(C)CCCC=O)C2C)=CC=C1,2.6163225647
CC1CC(N)CCC1,CNC(CCCCO)C(C1=C(C)C(C2CCCC(C(C)CCCC=O)C2C)=CC=C1)C1CCC(N)CC1C,4.074791882369999
