SMILES_added,SMILES_got
O-C-C-C-C-C,CCCCC(C)O
C(C)(O),CC(O)CCCCC(C)O
C(-C)(-C)(=N),CC(C)=NC(CCCC(C)O)C(C)O
CC1CC(O)CCC1,CC(C)=NC(CCCC(C)O)(C(C)O)C1C(C)CCCC1O
C(-H)(=C),[H]C=CC1(O)CCCC(C)C1C(CCCC(C)O)(N=C(C)C)C(C)O
C-N-C-C-C,[H]C=CC1(O)CCCC(C)C1C(CCCC(C)ON(C)CCC)(N=C(C)C)C(C)O
NC1C(N)CCCC1,[H]C=CC1(O)CCCC(C)C1C(CCCC(C)ON(C)CCC)(N=C(C)CC1CCC(N)C(N)C1)C(C)O
