SMILES_added,SMILES_got
CC1C(N)CCCC1,CC1(C)CCCCC1N
N-C:N:C,CC1(C)CCC(CNCN)CC1N
N-C-N-C-C,CCNC(N)C1(N)CC(CNCN)CCC1(C)C
N(C)(C)(H),[H]N(C)CC1CC(CNCN)CC(N)(C(N)NCC)C1(C)C
C=C-C-C,[H]N(C)CC1CC(CNCN)C(C=CCC)C(N)(C(N)NCC)C1(C)C
N-C:C-N,[H]N(C)CC1CC(CNCN)C(C=CCC)C(N)(C(NCC)NC(N)CN)C1(C)C
C-O-C:C-C,[H]N(C)CC1CC(CNCN)C(C=CC(C)CCCOC)C(N)(C(NCC)NC(N)CN)C1(C)C
O=C-C-C-N,[H]N(C)CC1CC(CN(CN)C(N)CC=O)C(C=CC(C)CCCOC)C(N)(C(NCC)NC(N)CN)C1(C)C
