add_SMILES,starting_SMILES 3,starting_SMILES 2,starting_SMILES 1,starting_SMILES 0,SMILES_with_Phe,SMILES_with_Gly,SMILES_with_Arg,SMILES_with_Glu,IE_Phe,IE_Gly,IE_Arg,IE_Glu
C(N)(:N),C,CC(N)N,CC(N)NCC(C)C(C)C,CCCC(=O)CC(N)NCC(C)C(C)C,CCCC(=O)CC(N)N(COC(=O)NC(C(=O)O)C1=CC=CC=C1)CC(C)C(C)C,CCCC(=O)C(COC(=O)NCC(=O)O)C(N)NCC(C)C(C)C,CCCC(=O)CC(N)NCC(CCOC(=O)NC(CCCNC(=N)N)C(=O)O)C(C)C,CCCC(=O)CC(N)NC(COC(=O)NC(CCC(=O)O)C(=O)O)C(C)C(C)C,3.6633743769600002,3.1793173270966664,3.1160948477498165,3.1655619989466666
C(N)(:N),C,CC(N)N,CC(N)NCC(C)C(C)C,CC(N)NCC(C)C(C)(C)C(N)=O,CC(CNC(N)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1)C(C)(C)C(N)=O,CC(N)NCC(CCOC(=O)NCC(=O)O)C(C)(C)C(N)=O,CC(NCOC(=O)NC(CCCNC(=N)N)C(=O)O)NCC(C)C(C)(C)C(N)=O,CC(N)NCC(CCOC(=O)NC(CCC(=O)O)C(=O)O)C(C)(C)C(N)=O,3.0030862739499997,3.1722383985766665,2.6697625312416666,2.7468533676766667
C(N)(:N),C,CC(N)N,CC(N)NCC(C)C(C)C,CC(NCC(C)C(C)C)NC1=CNCC1,CC(NCC(C)C(C)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1)NC1=CNCC1,CC(NCC(C)C(C)C)NC1=CN(COC(=O)NCC(=O)O)CC1,CC(NCC(C)C(C)CCOC(=O)NC(CCCNC(=N)N)C(=O)O)NC1=CNCC1,CC(C)C(C)CNC(C)N(COC(=O)NC(CCC(=O)O)C(=O)O)C1=CNCC1,3.859057606506667,2.938593122480714,3.475526186405714,3.5125194998950002
C(N)(:N),C,CC(N)N,CCCC(C)NC(C)N,C=COCC(C)(CCC)NC(C)N,C=COCC(CCC)(CCOC(=O)NC(C(=O)O)C1=CC=CC=C1)NC(C)N,C=COCC(C)(CCCCOC(=O)NCC(=O)O)NC(C)N,C=COCC(C)(CCC)NC(C)NCOC(=O)NC(CCCNC(=N)N)C(=O)O,C=COCC(C)(CCCCOC(=O)NC(CCC(=O)O)C(=O)O)NC(C)N,3.5871928530723807,2.8892585863235714,2.5629938724557144,2.8408578620950005
C(N)(:N),C,CC(N)N,CCCC(C)NC(C)N,CC(N)NC(C)CC(C)C1=C(O)C=CC(O)=C1,CC(N)NC(C)CC(C)C1=C(O)C=CC(O)=C1COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(N)NC(C)CC(C)C1=C(O)C=CC(OCOC(=O)NCC(=O)O)=C1,CC(CC(C)C1=C(O)C=CC(O)=C1)NC(C)NCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(N)NC(C)CC(CCOC(=O)NC(CCC(=O)O)C(=O)O)C1=C(O)C=CC(O)=C1,3.4964021589466667,2.7795298874873806,2.681980857735,3.1450089041016662
C(N)(:N),C,CC(N)N,CCCC(C)NC(C)N,[H]C(C)CC(C)CC(C)NC(C)N,[H]C(C)CC(C)CC(C)NC(N)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]C(C)C(COC(=O)NCC(=O)O)C(C)CC(C)NC(C)N,[H]C(CCOC(=O)NC(CCCNC(=N)N)C(=O)O)CC(C)CC(C)NC(C)N,[H]C(C)CC(C)(COC(=O)NC(CCC(=O)O)C(=O)O)CC(C)NC(C)N,2.922972979544286,3.1743701804123807,3.097061304427381,3.5926068938916664
C(N)(:N),C,CC(N)N,CC(N)NOC(C)C,CC1CCC(C(C)(N)NOC(C)C)C(N)C1,CC1CCC(C(C)(N)NOC(C)(C)COC(=O)NC(C(=O)O)C2=CC=CC=C2)C(N)C1,CC(C)ONC(C)(N)C1CCC(C)(COC(=O)NCC(=O)O)CC1N,CC(C)ONC(C)(N)C1CCC(CCOC(=O)NC(CCCNC(=N)N)C(=O)O)CC1N,CC1CCC(C(C)(NCOC(=O)NC(CCC(=O)O)C(=O)O)NOC(C)C)C(N)C1,3.275349947168889,3.176401770691071,2.932947895925,3.7483675535050005
C(N)(:N),C,CC(N)N,CC(N)NOC(C)C,CCNCCN(OC(C)C)C(C)N,CCNCC(COC(=O)NC(C(=O)O)C1=CC=CC=C1)N(OC(C)C)C(C)N,CC(C)ON(CCNCCCOC(=O)NCC(=O)O)C(C)N,CCNCCN(OC(C)C)C(N)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CCNCCN(OC(C)C)C(N)CCOC(=O)NC(CCC(=O)O)C(=O)O,3.8892944409241026,3.395269846804047,3.502054711794817,3.2334826247757698
C(N)(:N),C,CC(N)N,CC(N)NOC(C)C,CNCCN(OC(C)C)C(C)N,CNCCN(OC(C)C)C(N)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CNCCN(OC(C)C)C(C)NCOC(=O)NCC(=O)O,CC(C)ON(CCNCCOC(=O)NC(CCCNC(=N)N)C(=O)O)C(C)N,CNCCN(OC(C)C)C(C)(N)COC(=O)NC(CCC(=O)O)C(=O)O,3.847104828457436,3.6253319704707136,3.5771775729098167,3.639406839391667
C(C)(:N),C,CCNC,CNC(C)C(=O)CCN,CNC(C)C(=O)CC(N)OC1=CC=CC(C)=C1,CNC(C)C(=O)C(COC(=O)NC(C(=O)O)C1=CC=CC=C1)C(N)OC1=CC=CC(C)=C1,CNC(CCOC(=O)NCC(=O)O)C(=O)CC(N)OC1=CC=CC(C)=C1,CNC(C)C(=O)CC(N)OC1=CC(COC(=O)NC(CCCNC(=N)N)C(=O)O)=CC(C)=C1,CNC(C)C(=O)CC(NCOC(=O)NC(CCC(=O)O)C(=O)O)OC1=CC=CC(C)=C1,3.6692700278327273,3.6136953770657145,3.2265410366416667,3.3030450455866665
