add_SMILES,starting_SMILES 3,starting_SMILES 2,starting_SMILES 1,starting_SMILES 0,SMILES_with_Phe,SMILES_with_Gly,SMILES_with_Arg,SMILES_with_Glu,IE_Phe,IE_Gly,IE_Arg,IE_Glu
Cl-C-C-O,C,COCCCl,CNCC(N)C(CCl)OC,CCC(CN)N(C)CC(N)C(CCl)OC,CCC(CNCOC(=O)NC(C(=O)O)C1=CC=CC=C1)N(C)CC(N)C(CCl)OC,CCC(CN)N(C)C(COC(=O)NCC(=O)O)C(N)C(CCl)OC,CCC(CN)N(C)CC(N)(COC(=O)NC(CCCNC(=N)N)C(=O)O)C(CCl)OC,CCC(CN)(COC(=O)NC(CCC(=O)O)C(=O)O)N(C)CC(N)C(CCl)OC,3.69454833077738,3.6520496551457144,3.7753663763123813,3.1414260843
Cl-C-C-O,C,COCCCl,CNCC(N)C(CCl)OC,CC=CC(=O)COC(CCl)C(N)CNC,CC=CC(=O)COC(CCl)(COC(=O)NC(C(=O)O)C1=CC=CC=C1)C(N)CNC,CC=CC(=O)COC(CCl)C(N)CN(C)COC(=O)NCC(=O)O,CC=CC(=O)C(COC(=O)NC(CCCNC(=N)N)C(=O)O)OC(CCl)C(N)CNC,CC=CC(=O)COC(CCl)C(CNC)NCOC(=O)NC(CCC(=O)O)C(=O)O,3.3058272402,3.7252924609466667,3.4886218977599994,3.3809760842999994
Cl-C-C-O,C,COCCCl,CNCC(N)C(CCl)OC,C=NCC(NC)C(N)C(CCl)OC,C=NCC(NC)C(N)C(CCl)(COC(=O)NC(C(=O)O)C1=CC=CC=C1)OC,C=NCC(NCCOC(=O)NCC(=O)O)C(N)C(CCl)OC,C=NCC(COC(=O)NC(CCCNC(=N)N)C(=O)O)(NC)C(N)C(CCl)OC,C=NCC(NC)C(N)(COC(=O)NC(CCC(=O)O)C(=O)O)C(CCl)OC,3.3554407481200004,3.1513561369516667,3.54745453138,3.565535215086667
Cl-C-C-O,C,COCCCl,COC(CCl)NN,COC(NN)C(Cl)C(O)CCO,COC(NN)C(Cl)C(CCO)OCOC(=O)NC(C(=O)O)C1=CC=CC=C1,COC(NN)C(Cl)(COC(=O)NCC(=O)O)C(O)CCO,COC(NN)C(Cl)C(O)C(CO)COC(=O)NC(CCCNC(=N)N)C(=O)O,NNC(OCCOC(=O)NC(CCC(=O)O)C(=O)O)C(Cl)C(O)CCO,3.200646440726667,3.1508673654950003,2.7438889905433332,2.5534099665633336
Cl-C-C-O,C,COCCCl,COC(CCl)NN,COC(C=O)C(Cl)C(NN)OC,COC(C=O)C(Cl)C(COC(=O)NC(C(=O)O)C1=CC=CC=C1)(NN)OC,COC(C=O)C(Cl)C(OC)N(N)COC(=O)NCC(=O)O,COC(NN)C(Cl)C(C=O)(COC(=O)NC(CCCNC(=N)N)C(=O)O)OC,COC(C=O)C(Cl)C(OC)N(N)COC(=O)NC(CCC(=O)O)C(=O)O,3.10389409746,2.7457333501999996,3.20126929786,3.266391612375
Cl-C-C-O,C,COCCCl,COC(CCl)NN,COC(CCl)NNC(C=O)CCC=O,O=CCCC(C=O)NNC(CCl)OCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,COC(CCl)NNC(C=O)CCC(=O)COC(=O)NCC(=O)O,COC(CCl)NNC(CCC=O)C(=O)COC(=O)NC(CCCNC(=N)N)C(=O)O,COC(CCl)NN(COC(=O)NC(CCC(=O)O)C(=O)O)C(C=O)CCC=O,3.3307498934599997,2.6792166666666666,2.115425648175,2.3278948930833336
Cl-C-C-O,C,COCCCl,[H]C(C)(C)CC(CCl)OC,[H]C(C)(C)CC(CCl)OCN=CNCC,[H]C(C)(CCOC(=O)NC(C(=O)O)C1=CC=CC=C1)CC(CCl)OCN=CNCC,[H]C(C)(C)CC(CCl)OCN=CN(CC)COC(=O)NCC(=O)O,[H]C(C)(C)CC(CCl)OC(COC(=O)NC(CCCNC(=N)N)C(=O)O)N=CNCC,[H]C(C)(C)CC(CCl)(COC(=O)NC(CCC(=O)O)C(=O)O)OCN=CNCC,3.5250598002799998,3.4820518181907145,3.589107717530714,3.861955140175769
Cl-C-C-O,C,COCCCl,[H]C(C)(C)CC(CCl)OC,[H]C(C)(C)CC(CCl)OCCCOCC,[H]C(C)(C)CC(CCl)(COC(=O)NC(C(=O)O)C1=CC=CC=C1)OCCCOCC,[H]C(C)(C)C(COC(=O)NCC(=O)O)C(CCl)OCCCOCC,[H]C(C)(C)CC(CCl)OCCC(COC(=O)NC(CCCNC(=N)N)C(=O)O)OCC,[H]C(C)(C)CC(CCl)OCCC(COC(=O)NC(CCC(=O)O)C(=O)O)OCC,4.168332065570768,3.6139571708707137,3.7394777398466674,3.514517416746666
Cl-C-C-O,C,COCCCl,[H]C(C)(C)CC(CCl)OC,[H]C=CCOC(CCl)CC([H])(C)C,[H]C=CCOC(CCl)C(COC(=O)NC(C(=O)O)C1=CC=CC=C1)C([H])(C)C,[H]C=CCOC(CCl)(COC(=O)NCC(=O)O)CC([H])(C)C,[H]C=CCOC(CCl)C(COC(=O)NC(CCCNC(=N)N)C(=O)O)C([H])(C)C,[H]C=CCOC(CCl)(COC(=O)NC(CCC(=O)O)C(=O)O)CC([H])(C)C,3.6263581630800004,3.2716244080773804,3.66716176198,3.6472832513866664
C(-C)(-C)(=N),C,CN=C(C)C,CN=C(C)CCI,CCC(CCCO)CC(CCI)=NC,CN=C(CCI)CC(CCCO)CCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(CC(CCI)=NC)CC(CO)COC(=O)NCC(=O)O,CCC(CCC(O)COC(=O)NC(CCCNC(=N)N)C(=O)O)CC(CCI)=NC,CCC(CCC(O)COC(=O)NC(CCC(=O)O)C(=O)O)CC(CCI)=NC,3.381714278771905,3.030817150008571,2.517573654863333,2.4741848488433336
