add_SMILES,starting_SMILES 3,starting_SMILES 2,starting_SMILES 1,starting_SMILES 0,SMILES_with_Phe,SMILES_with_Gly,SMILES_with_Arg,SMILES_with_Glu,IE_Phe,IE_Gly,IE_Arg,IE_Glu
O-C-O-C,C,CCOCO,CC=C(CC)CCOCO,CC=C(CC)CCOC(O)C(O)CCCCO,CC=C(CC)CCOC(O)C(O)CCCC(O)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC=C(CC)CCOC(O)C(O)(CCCCO)COC(=O)NCC(=O)O,CC=C(CC)CCOC(O)C(CCCCO)OCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC=C(CC)CC(COC(=O)NC(CCC(=O)O)C(=O)O)OC(O)C(O)CCCCO,3.3788023828727263,3.29151206726,3.2436575376,3.1253853947333328
O-C-O-C,C,CCOCO,CC=C(CC)CCOCO,CCC(CCOCO)=C(C)NCCCN,CCC(CCOC(O)COC(=O)NC(C(=O)O)C1=CC=CC=C1)=C(C)NCCCN,CCC(CCOCO)=C(C)NCC(CN)COC(=O)NCC(=O)O,CCC(CCOCO)=C(C)NC(CCN)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(CCOCO)=C(C)N(CCCN)COC(=O)NC(CCC(=O)O)C(=O)O,3.491297165010714,3.0687116635957143,3.290512776990714,3.1507081858849997
O-C-O-C,C,CCOCO,CC=C(CC)CCOCO,CC=C(CC)C(COCO)C(C)CCC=O,CCC(=C(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1)C(COCO)C(C)CCC=O,CC=C(CC)C(COCO)C(CCC=O)CCOC(=O)NCC(=O)O,CC=C(CCCOC(=O)NC(CCCNC(=N)N)C(=O)O)C(COCO)C(C)CCC=O,CC=C(CC)C(COCO)C(C)(CCC=O)COC(=O)NC(CCC(=O)O)C(=O)O,3.3184936933232136,2.498819072685714,3.3567003403057134,3.360848274499999
O-C-O-C,C,CCOCO,CCOCOC(C)CNC,CCOC(ONC)OC(C)CNC,CCOC(COC(=O)NC(C(=O)O)C1=CC=CC=C1)(ONC)OC(C)CNC,CCOC(ONC)OC(C)CNCCOC(=O)NCC(=O)O,CNCC(C)OC(OCCCOC(=O)NC(CCCNC(=N)N)C(=O)O)ONC,CCOC(ONC)OC(C)CN(C)COC(=O)NC(CCC(=O)O)C(=O)O,2.9446506272666673,3.060696275615159,3.626386396486667,3.0158914297800004
O-C-O-C,C,CCOCO,CCOCOC(C)CNC,CCOCOC(C)CNCC1CCC(O)C(N)C1,CCOCOC(C)CNCC1CC(N)C(O)C(COC(=O)NC(C(=O)O)C2=CC=CC=C2)C1,CCOCOC(CCOC(=O)NCC(=O)O)CNCC1CCC(O)C(N)C1,CCOCOC(C)CNCC1CCC(O)(COC(=O)NC(CCCNC(=N)N)C(=O)O)C(N)C1,CCOCOC(C)CNCC1(COC(=O)NC(CCC(=O)O)C(=O)O)CCC(O)C(N)C1,3.544416560126667,3.2985536380834923,3.2601759387199998,3.2768654488599998
O-C-O-C,C,CCOCO,CCOCOC(C)CNC,CCOCOC(C)CNCC(C=O)C=O,CCOCOC(C)CN(COC(=O)NC(C(=O)O)C1=CC=CC=C1)CC(C=O)C=O,CCOCOC(C)CNC(COC(=O)NCC(=O)O)C(C=O)C=O,CCOCOC(C)(CNCC(C=O)C=O)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCOCOC(C)CN(COC(=O)NC(CCC(=O)O)C(=O)O)CC(C=O)C=O,3.86555980028,3.201086045216667,3.3153964407266656,2.9307192978599996
O-C-O-C,C,CCOCO,CCOCOCCCC(C)C,CCCC(C)C(OCC)OCCCC(C)C,CCCC(CCOC(=O)NC(C(=O)O)C1=CC=CC=C1)C(OCC)OCCCC(C)C,CCCC(C)C(COC(=O)NCC(=O)O)(OCC)OCCCC(C)C,CCCC(C)C(OCC)OCCC(COC(=O)NC(CCCNC(=N)N)C(=O)O)C(C)C,CCCC(C)C(OCC)OCC(COC(=O)NC(CCC(=O)O)C(=O)O)CC(C)C,3.8531190037520675,3.851619500764444,4.004591903400001,3.6999471018974353
O-C-O-C,C,CCOCO,CCOCOCCCC(C)C,CCOCOCCCC(C)CNC(C)=O,CCOCOCCCC(C)CN(COC(=O)NC(C(=O)O)C1=CC=CC=C1)C(C)=O,CC(=O)NCC(C)CCCOCOCCCOC(=O)NCC(=O)O,CCOCOCCCC(C)(CNC(C)=O)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCOCOCCC(COC(=O)NC(CCC(=O)O)C(=O)O)C(C)CNC(C)=O,3.07622173191,3.0046738533273807,3.2083105291516665,3.0124150404849996
O-C-O-C,C,CCOCO,CCOCOCCCC(C)C,CCOCOCC(CC(C)C)C(O)CCC=O,CCOCOCC(CC(C)(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1)C(O)CCC=O,CC(C)CC(COCOC(C)COC(=O)NCC(=O)O)C(O)CCC=O,CCOCOC(COC(=O)NC(CCCNC(=N)N)C(=O)O)C(CC(C)C)C(O)CCC=O,CCOCOCC(COC(=O)NC(CCC(=O)O)C(=O)O)(CC(C)C)C(O)CCC=O,3.3788773168866664,3.5300917096123805,3.4529300542799994,3.4028691211224356
C-C-C-C-C-C,C,CCCCCCC,CCCCCC(C)CC(=O)O,CCCCCC(CC(=O)O)CC1=C(N)C=C(C)C=C1,CCCCCC(CC1=C(N)C=C(C)C=C1)C(COC(=O)NC(C(=O)O)C1=CC=CC=C1)C(=O)O,CCCCCC(CC(=O)O)CC1=C(N)C=C(C)C=C1COC(=O)NCC(=O)O,CCCCCC(CC(=O)O)CC1=C(N)C=C(C)C=C1COC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(CCC(CC(=O)O)CC1=C(N)C=C(C)C=C1)COC(=O)NC(CCC(=O)O)C(=O)O,3.5585727491927273,2.9245731008179363,3.162555162526667,3.1248444676950005
