add_SMILES,starting_SMILES 3,starting_SMILES 2,starting_SMILES 1,starting_SMILES 0,SMILES_with_Phe,SMILES_with_Gly,SMILES_with_Arg,SMILES_with_Glu,IE_Phe,IE_Gly,IE_Arg,IE_Glu
N(C)(C)(H),C,[H]N(C)CC,[H]N(C)C(C)CC1=CC(N)=CC=C1,[H]N(C)C(C)CC1=CC(N)=CC=C1N=CNCC,[H]N(C)C(C)CC1=CC(N)=CC=C1N=CN(CC)COC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]N(C)C(C)CC1=C(COC(=O)NCC(=O)O)C(N)=CC=C1N=CNCC,[H]N(CCOC(=O)NC(CCCNC(=N)N)C(=O)O)C(C)CC1=CC(N)=CC=C1N=CNCC,[H]N(CCOC(=O)NC(CCC(=O)O)C(=O)O)C(C)CC1=CC(N)=CC=C1N=CNCC,2.9794098305,3.0493247748599996,3.0146314413057143,3.1087075736033336
N(C)(C)(H),C,[H]N(C)CC,[H]N(C)C(C)CC1=CC(N)=CC=C1,[H]N(C)CC(C)(CC1=CC(N)=CC=C1)N([H])C,[H]N(C)CC(C)(CC1=CC(N)=CC=C1)N([H])CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]N(C)CC(C)(CC1=CC(N)=CC=C1COC(=O)NCC(=O)O)N([H])C,[H]N(C)CC(C)(CC1=CC(N)=C(COC(=O)NC(CCCNC(=N)N)C(=O)O)C=C1)N([H])C,[H]N(C)CC(C)(CC1=CC(N)=CC=C1)N([H])CCOC(=O)NC(CCC(=O)O)C(=O)O,3.344559721086667,2.866580025060714,3.360366230272381,2.899089638245
N(C)(C)(H),C,[H]N(C)CC,[H]N(C)C(C)CC1=CC(N)=CC=C1,[H]N(C)C(C)CC1=CC(NC=NC)=CC=C1,[H]N(C)C(C)CC1=C(COC(=O)NC(C(=O)O)C2=CC=CC=C2)C(NC=NC)=CC=C1,[H]N(C)C(C)CC1=C(COC(=O)NCC(=O)O)C(NC=NC)=CC=C1,[H]N(C)C(C)CC1=CC(NC=NCCOC(=O)NC(CCCNC(=N)N)C(=O)O)=CC=C1,[H]N(C)C(C)CC1=CC(NC=NC)=CC(COC(=O)NC(CCC(=O)O)C(=O)O)=C1,3.770862930616667,3.10446659525,3.2161230134557144,2.91893177615
N(C)(C)(H),C,[H]N(C)CC,[H]N(C)CCCCC,[H]N(C)CC(CCC)C1C=CCCC1,[H]N(C)CC(CCC)C1(COC(=O)NC(C(=O)O)C2=CC=CC=C2)C=CCCC1,[H]N(C)CC(CCCCOC(=O)NCC(=O)O)C1C=CCCC1,[H]N(CCOC(=O)NC(CCCNC(=N)N)C(=O)O)CC(CCC)C1C=CCCC1,[H]N(CCOC(=O)NC(CCC(=O)O)C(=O)O)CC(CCC)C1C=CCCC1,3.5998623888575003,2.5679369115699995,2.8385412373057144,2.678800786053333
N(C)(C)(H),C,[H]N(C)CC,[H]N(C)CCCCC,[H]N(CCCCC)CC(=O)CCO,[H]N(CCCC(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1)CC(=O)CCO,[H]N(CCCCC)C(COC(=O)NCC(=O)O)C(=O)CCO,[H]N(CC(=O)CCO)C(CCCC)COC(=O)NC(CCCNC(=N)N)C(=O)O,[H]N(CCCC(C)COC(=O)NC(CCC(=O)O)C(=O)O)CC(=O)CCO,2.7144876465300003,2.8481326889933336,3.054334031985,2.7195704715833333
N(C)(C)(H),C,[H]N(C)CC,[H]N(C)CCCCC,[H]N(C)CCCCCC(N)COC,[H]N(C)CCCCCC(COC)NCOC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]N(C)CCC(CCC(N)COC)COC(=O)NCC(=O)O,[H]N(CCCCCC(N)COC)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,[H]N(C)CCCCCC(N)(COC)COC(=O)NC(CCC(=O)O)C(=O)O,2.6830904483599998,3.028119063138571,2.386672902958334,3.192714838505
N(C)(C)(H),C,[H]N(C)CC,[H]N(C)CCC(C)CCCCO,[H]N(CCCNC)CCC(C)CCCCO,[H]N(CCCNC)CCC(CCCCO)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]N(CCC(C)CCCCO)CC(CNC)COC(=O)NCC(=O)O,[H]N(CCCNC)CC(COC(=O)NC(CCCNC(=N)N)C(=O)O)C(C)CCCCO,[H]N(CCCNC)CCC(C)CCCC(O)COC(=O)NC(CCC(=O)O)C(=O)O,3.6316716949316663,2.068572692110714,3.2605510158916666,2.4215871951583336
N(C)(C)(H),C,[H]N(C)CC,[H]N(C)CCC(C)CCCCO,[H]N(C)CCC(C)CCCC(O)OCC=C,[H]N(C)CCC(C)CCCC(O)OCC=CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]N(C)C(COC(=O)NCC(=O)O)CC(C)CCCC(O)OCC=C,[H]N(C)CCC(C)C(CCC(O)OCC=C)COC(=O)NC(CCCNC(=N)N)C(=O)O,[H]N(C)CCC(CCCC(O)OCC=C)CCOC(=O)NC(CCC(=O)O)C(=O)O,3.84646029288,2.8025416303285713,3.1861617619800002,2.6542767495133335
N(C)(C)(H),C,[H]N(C)CC,[H]N(C)CCC(C)CCCCO,[H]N(C)CCC(C)C(CCCO)OCC=N,[H]N(C)CCC(C)C(OCC=N)C(CCO)COC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]N(C)CCC(CCOC(=O)NCC(=O)O)C(CCCO)OCC=N,[H]N(C)CCC(C)C(CCC(O)COC(=O)NC(CCCNC(=N)N)C(=O)O)OCC=N,[H]N(C)CC(COC(=O)NC(CCC(=O)O)C(=O)O)C(C)C(CCCO)OCC=N,3.6545277428151586,3.4583980073057132,3.152131970470714,3.110531688718333
C(C)(C)(C)(N),C,CNC(C)(C)C,C=CCCCC(C)(C)NC,C=CCC(CC(C)(C)NC)C1=CC=CC(Cl)=C1O,C=CC(COC(=O)NC(C(=O)O)C1=CC=CC=C1)C(CC(C)(C)NC)C1=CC=CC(Cl)=C1O,C=CCC(CC(C)(CCOC(=O)NCC(=O)O)NC)C1=CC=CC(Cl)=C1O,CNC(C)(C)CC(CC=CCOC(=O)NC(CCCNC(=N)N)C(=O)O)C1=CC=CC(Cl)=C1O,C=CCC(C1=CC=CC(Cl)=C1O)C(COC(=O)NC(CCC(=O)O)C(=O)O)C(C)(C)NC,3.8739570614083334,3.043728716935714,2.536909087044047,2.9802835864583335
