add_SMILES,starting_SMILES 3,starting_SMILES 2,starting_SMILES 1,starting_SMILES 0,SMILES_with_Phe,SMILES_with_Gly,SMILES_with_Arg,SMILES_with_Glu,IE_Phe,IE_Gly,IE_Arg,IE_Glu
C(:C)(:N)(:N),C,CCC(N)N,CC=CCCC(C)C(N)N,CC=CCC(OCCNC)C(C)C(N)N,CC=CCC(OCC(COC(=O)NC(C(=O)O)C1=CC=CC=C1)NC)C(C)C(N)N,CC=CC(COC(=O)NCC(=O)O)C(OCCNC)C(C)C(N)N,CC=CCC(OCCN(C)COC(=O)NC(CCCNC(=N)N)C(=O)O)C(C)C(N)N,CC=CCC(OCCNC)C(C)C(N)NCOC(=O)NC(CCC(=O)O)C(=O)O,3.4126691225,3.679207837805714,3.908999116625715,3.51585506762
C(:C)(:N)(:N),C,CCC(N)N,CC=CCCC(C)C(N)N,C=CC(=N)C(C)(CCC=CC)C(N)N,C=CC(=N)C(CCC=CC)(CCOC(=O)NC(C(=O)O)C1=CC=CC=C1)C(N)N,C=CC(=N)C(C)(CC(C=CC)COC(=O)NCC(=O)O)C(N)N,C=CC(=N)C(C)(CCC=CC)C(N)(N)COC(=O)NC(CCCNC(=N)N)C(=O)O,C=CC(=N)C(CCC=CC)(CCOC(=O)NC(CCC(=O)O)C(=O)O)C(N)N,3.562839431793333,3.1565605448940475,3.377650786186667,3.24010609846
C(:C)(:N)(:N),C,CCC(N)N,CC=CCCC(C)C(N)N,CC=CCCC(C)C(N)NC(N)NN,CC(=CCCC(C)C(N)NC(N)NN)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC=CCCC(C)C(N)NC(N)(COC(=O)NCC(=O)O)NN,CC=CCCC(C)C(N)NC(N)NNCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC=CCCC(C)C(NCOC(=O)NC(CCC(=O)O)C(=O)O)NC(N)NN,3.0974665952500002,3.1436131308535713,3.3181230134557147,3.1247067647499995
C(:C)(:N)(:N),C,CCC(N)N,C=CC(O)NC(N)CC,CCC(N)NC(O)C=CC(N)N,CCC(N)N(COC(=O)NC(C(=O)O)C1=CC=CC=C1)C(O)C=CC(N)N,NC(N)C=CC(O)NC(N)CCCOC(=O)NCC(=O)O,CCC(N)N(COC(=O)NC(CCCNC(=N)N)C(=O)O)C(O)C=CC(N)N,CCC(N)NC(O)C(=CC(N)N)COC(=O)NC(CCC(=O)O)C(=O)O,3.295855695075,3.154555849227381,2.778797421758333,2.4023907576583334
C(:C)(:N)(:N),C,CCC(N)N,C=CC(O)NC(N)CC,C=CC(O)(NCCC)NC(N)CC,C=CC(O)(NCCC)N(COC(=O)NC(C(=O)O)C1=CC=CC=C1)C(N)CC,C=CC(O)(NC(N)CC)N(CCC)COC(=O)NCC(=O)O,C=CC(O)(NCCCCOC(=O)NC(CCCNC(=N)N)C(=O)O)NC(N)CC,C=CC(O)(NCCC)NC(N)(CC)COC(=O)NC(CCC(=O)O)C(=O)O,3.2815667252200003,3.15094922887,2.5543745706390473,3.292831157495
C(:C)(:N)(:N),C,CCC(N)N,C=CC(O)NC(N)CC,[H]OC(O)(C=C)NC(N)CC,[H]OC(O)(C=C)NC(N)(CC)COC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]OC(O)(C=C)NC(CC)NCOC(=O)NCC(=O)O,[H]OC(O)(C=C)NC(N)C(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,[H]OC(O)(NC(N)CC)C(=C)COC(=O)NC(CCC(=O)O)C(=O)O,3.0887828734950005,2.670809285183333,2.8574777665783335,2.178808041838889
C(:C)(:N)(:N),C,CCC(N)N,CCC(N)NC(C)CCl,CCC(N)NC(C)(CCl)NN,CCC(N)NC(C)(CCl)NNCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(COC(=O)NCC(=O)O)C(N)NC(C)(CCl)NN,CCC(NCOC(=O)NC(CCCNC(=N)N)C(=O)O)NC(C)(CCl)NN,CC(CCl)(NN)NC(N)CCCOC(=O)NC(CCC(=O)O)C(=O)O,2.97010291401,2.369709176566667,2.0857423148416667,2.343624090991667
C(:C)(:N)(:N),C,CCC(N)N,CCC(N)NC(C)CCl,CCC(N)NC(CCl)CC1=C(Cl)C=C(Cl)C=C1,CCC(N)NC(CC1=C(Cl)C=C(Cl)C=C1)C(Cl)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(N)N(COC(=O)NCC(=O)O)C(CCl)CC1=C(Cl)C=C(Cl)C=C1,CCC(N)NC(CC1=C(Cl)C=C(Cl)C=C1)C(Cl)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(N)NC(CCl)CC1=C(Cl)C(COC(=O)NC(CCC(=O)O)C(=O)O)=C(Cl)C=C1,3.5563856137500003,3.6682145891666673,3.5336521285750004,3.254804624166667
C(:C)(:N)(:N),C,CCC(N)N,CCC(N)NC(C)CCl,CCC(NNCCOC)NC(C)CCl,COCCNNC(CCCOC(=O)NC(C(=O)O)C1=CC=CC=C1)NC(C)CCl,COCCNNC(CCCOC(=O)NCC(=O)O)NC(C)CCl,CCC(NNCCOC)NC(C)C(Cl)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(NNCCOC)NC(CCl)CCOC(=O)NC(CCC(=O)O)C(=O)O,3.2970346901599994,3.0172556176440475,3.316199135079047,2.55328995576
C-C-C=C-C,C,CCC=C(C)C,CNCNCCC=C(C)C,CCC(CCl)CC(C)=CCCNCNC,CCC(CCl)CC(=CCCNCNC)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(CCl)CC(C)=CCCN(CNC)COC(=O)NCC(=O)O,CCC(CCl)CC(C)=CCCNC(COC(=O)NC(CCCNC(=N)N)C(=O)O)NC,CCC(CCl)CC(C)=C(CCNCNC)COC(=O)NC(CCC(=O)O)C(=O)O,4.045096210245714,2.906332828972381,3.544190509805714,3.4581240473599997
C-C-C=C-C,C,CCC=C(C)C,CNCNCCC=C(C)C,CNCNCCC=C(C)CC1CCCN1,CNCNC(CC=C(C)CC1CCCN1)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CNCNCCC=C(C)CC1NCCC1COC(=O)NCC(=O)O,CNCNCCC=C(C)CC1CCCN1COC(=O)NC(CCCNC(=N)N)C(=O)O,CNCNCCC=C(C)CC1NCCC1COC(=O)NC(CCC(=O)O)C(=O)O,3.758113586125714,2.8083220038285712,3.908999116625715,3.724024193320001
